,2011-06-30,2011-09-30,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,188.000
ComprehensiveIncomeNetOfTax,,,-131386.000
CostsAndExpenses,147981.000,173106.000,126547.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,-43084.000
ForeignCurrencyTransactionGainLossBeforeTax,14700.000,-13776.000,38245.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-133281.000,-186882.000,-88302.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,124911.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,59117.000
InterestExpense,5895.000,24149.000,20591.000
LaborAndRelatedExpense,73501.000,73713.000,54649.000
NetCashProvidedByUsedInFinancingActivities,,,65780.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,65780.000
NetCashProvidedByUsedInOperatingActivities,,,-22508.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-22508.000
NetIncomeLoss,-133281.000,-186882.000,-88302.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,-43084.000
ProceedsFromLoans,,,65780.000
ProfessionalFees,65050.000,60546.000,48373.000
SellingGeneralAndAdministrativeExpense,3535.000,14698.000,2934.000
