,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AllocatedShareBasedCompensationExpense,,,,,,,5000000.000,3000000.000,3000000.000,3000000.000,4000000.000,3000000.000,3000000.000,4000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,4000000.000
AmortizationOfIntangibleAssets,,,9000000.000,9000000.000,9000000.000,3000000.000,8000000.000,7000000.000,5000000.000,-1000000.000,5000000.000,4000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,2000000.000,2000000.000,2000000.000,1000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,1400000.000,,1200000.000,,,,,,,,,,800000.000,,,
AssetImpairmentCharges,,,1000000.000,,,,0.000,,,,,,,,,,,,,,,
AssetRetirementObligationAccretionExpense,,,,,,,,,,,,2000000.000,,,,,,,,,,
AssetRetirementObligationCashPaidToSettle,,,1000000.000,,,,-1000000.000,-2000000.000,2000000.000,6000000.000,,1000000.000,1000000.000,,,,,,,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,,,,,,,,11000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,-186000000.000,,,,-147000000.000,,,,-129000000.000,,,
ComprehensiveIncomeNetOfTax,,,46000000.000,3000000.000,53000000.000,-83000000.000,-47000000.000,27000000.000,-10000000.000,1000000.000,1000000.000,54000000.000,-26000000.000,617000000.000,-14000000.000,43000000.000,8000000.000,,53000000.000,14000000.000,23000000.000,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,1000000.000,-2000000.000,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,4000000.000,51000000.000,,,27000000.000,-10000000.000,,,,,,,,,,,,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,652000000.000,599000000.000,537000000.000,632000000.000,551000000.000,218000000.000,480000000.000,548000000.000,448000000.000,245000000.000,436000000.000,451000000.000,424000000.000,371000000.000,340000000.000,350000000.000,327000000.000,295000000.000,293000000.000,322000000.000,289000000.000,277000000.000
DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet1,,,-1000000.000,,,,,,,,,,,,,,,,,,,
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,,,1000000.000,1000000.000,1000000.000,1000000.000,,,,,,,,,,,,,,,,
