,2016-06-30,2016-09-30,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,144361.000
CostOfRevenue,,241752.000,15392.000
Depreciation,,,221.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000
GainLossOnContractTermination,,,160000.000
GrossProfit,,448066.000,129068.000
IncomeLossFromContinuingOperations,-10348.000,154477.000,-162835.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-18792.000,152290.000,
IncomeTaxExpenseBenefit,,61547.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,38211.000
IncreaseDecreaseInAccountsReceivable,,,-9460.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,82.000
IncreaseDecreaseInDeferredCharges,,,-375000.000
IncreaseDecreaseInDeferredRevenue,,,625000.000
IncreaseDecreaseInDueToRelatedParties,,,9500.000
IncreaseDecreaseInInventories,,,-2910.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-44755.000
IncreaseDecreaseInReserveForCommissionsExpenseAndTaxes,,,-96000.000
InterestIncomeExpenseNet,-8521.000,-2264.000,-368.000
InterestIncomeOperating,77.000,77.000,112.000
InterestIncomeOther,,,64.000
InterestPaid,,,368.000
LaborAndRelatedExpense,143288.000,149056.000,156672.000
LeaseAndRentalExpense,8526.000,4500.000,18372.000
MarketingAndAdvertisingExpense,242754.000,,
NetCashProvidedByUsedInInvestingActivities,,,2563.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,2563.000
NetCashProvidedByUsedInOperatingActivities,,,141798.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,141798.000
NetIncomeLoss,-18792.000,90743.000,-3091.000
NoninterestExpenseCommissionExpense,,91666.000,
OperatingExpenses,440593.000,293589.000,291903.000
OtherGeneralAndAdministrativeExpense,5990.000,20582.000,15608.000
OtherIncome,,395043.000,139460.000
OtherNonoperatingIncomeExpense,-8444.000,-2187.000,159744.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,2563.000
ProfessionalFees,40035.000,27785.000,41250.000
RevenueFromRelatedParties,430245.000,294775.000,5000.000
Revenues,430245.000,689818.000,144460.000
SalesRevenueNet,430245.000,294775.000,5000.000
TechnologyServicesCosts,,,60000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,20302000.000,60906000.000,60906000.000
