,2011-03-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,,,81000000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,38000000.000,,,,48000000.000,,,,45000000.000,,,,45000000.000,,,,39000000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,18000000.000,,,,50000000.000,,,,54000000.000,,,,58000000.000,,,,36000000.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2000000.000,2000000.000,,,,,,,,,,,,,,,,,1000000.000,1000000.000,1000000.000,-1000000.000,3000000.000,3000000.000,0.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,,,,,12000000.000,,,,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,33000000.000,,,,20000000.000,,,,21000000.000,,,,40000000.000,,,,69000000.000,,
CashAcquiredFromAcquisition,,,,,,,,,,,,,,,25000000.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-185000000.000,,,,-740000000.000,,,,-65000000.000,,,,114000000.000,,,,9319000000.000,,,,205000000.000,,
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,,,,,,,,0.140,,,,,,
CommonStockDividendsPerShareDeclared,,,0.220,,,,,,,,,,,,,,,,,,,,,,
CommunicationsAndInformationTechnology,80000000.000,91000000.000,98000000.000,103000000.000,102000000.000,111000000.000,110000000.000,119000000.000,117000000.000,122000000.000,132000000.000,120000000.000,127000000.000,128000000.000,114000000.000,109000000.000,117000000.000,134000000.000,128000000.000,126000000.000,123000000.000,161000000.000,145000000.000,150000000.000,158000000.000
ComprehensiveIncomeNetOfTax,892000000.000,1008000000.000,1033000000.000,1288000000.000,-1838000000.000,1666000000.000,1327000000.000,1274000000.000,1242000000.000,1329000000.000,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-1000000.000,-1000000.000,-2000000.000,,,,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,891000000.000,1007000000.000,1031000000.000,1288000000.000,-1838000000.000,1666000000.000,1327000000.000,1274000000.000,1242000000.000,1329000000.000,1429000000.000,1581000000.000,1318000000.000,1072000000.000,1596000000.000,1571000000.000,1662000000.000,1442000000.000,1966000000.000,1660000000.000,-35000000.000,2016000000.000,1159000000.000,819000000.000,3157000000.000
CostsAndExpenses,862000000.000,977000000.000,929000000.000,972000000.000,5172000000.000,1209000000.000,1046000000.000,1098000000.000,1173000000.000,1222000000.000,1078000000.000,1115000000.000,1135000000.000,1677000000.000,1144000000.000,1128000000.000,1256000000.000,1288000000.000,1169000000.000,1192000000.000,3202000000.000,1636000000.000,1361000000.000,1669000000.000,1541000000.000
DeferredIncomeTaxExpenseBenefit,,,34000000.000,,,,1622000000.000,,,,19000000.000,,,,97000000.000,,,,45000000.000,,,,77000000.000,,
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,,,,,,,,,,,,,,,,,,,56000000.000,,,,,,
DepreciationAndAmortization,70000000.000,74000000.000,80000000.000,80000000.000,84000000.000,89000000.000,92000000.000,98000000.000,101000000.000,106000000.000,107000000.000,107000000.000,109000000.000,112000000.000,120000000.000,125000000.000,130000000.000,119000000.000,120000000.000,121000000.000,120000000.000,141000000.000,146000000.000,131000000.000,132000000.000
DividendsCash,,,152000000.000,,,,220000000.000,,,,254000000.000,,,,297000000.000,,,,340000000.000,336000000.000,335000000.000,339000000.000,399000000.000,396000000.000,394000000.000
DividendsCommonStockCash,,,152000000.000,,,,,,,,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,,,1000000.000,,,,0.000,,,,-156000000.000,,
