,2011-06-30,2011-09-30,2012-03-31
CapitalExpendituresIncurredButNotYetPaid,,,1300000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,2800000.000
ComprehensiveIncomeNetOfTax,,,104600000.000
CostOfGoodsSold,255900000.000,249300000.000,216200000.000
DeferredIncomeTaxExpenseBenefit,,,15300000.000
DepreciationDepletionAndAmortization,,,10200000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,300000.000
ForeignCurrencyTransactionGainLossBeforeTax,200000.000,,500000.000
GainsLossesOnExtinguishmentOfDebt,,100000.000,
GrossProfit,148100000.000,150100000.000,167700000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,101900000.000,106700000.000,130800000.000
IncomeTaxExpenseBenefit,34100000.000,41900000.000,41000000.000
IncomeTaxesPaidNet,,,17200000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,109900000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,25200000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,15100000.000
IncreaseDecreaseInDueToAffiliates,,,-34600000.000
IncreaseDecreaseInInventories,,,96200000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,-1400000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,500000.000
IncreaseDecreaseInRestrictedCash,,,-500000.000
InterestExpense,8500000.000,8100000.000,6300000.000
InvestmentIncomeInterest,,100000.000,200000.000
NetCashProvidedByUsedInFinancingActivities,,,107000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,107000000.000
NetCashProvidedByUsedInInvestingActivities,,,-20300000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-20300000.000
NetCashProvidedByUsedInOperatingActivities,,,-83900000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-83900000.000
NetIncomeLoss,67800000.000,64800000.000,89800000.000
OperatingIncomeLoss,110400000.000,114600000.000,136900000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,,-700000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,-1000000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,14500000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,14800000.000
OtherNoncashIncomeExpense,,,-400000.000
OtherOperatingIncomeExpenseNet,2500000.000,3200000.000,6000000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,20800000.000
ProceedsFromLongTermLinesOfCredit,,,107400000.000
RepaymentsOfLongTermDebt,,,400000.000
Revenues,404000000.000,399400000.000,383900000.000
SalesRevenueNet,404000000.000,399400000.000,383900000.000
SellingGeneralAndAdministrativeExpense,40400000.000,38700000.000,37300000.000
