,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdministrativeFeesAmountPaid,,452000.000,,,,
AdministrativeFeesExpense,,,295000.000,255000.000,308000.000,269000.000
AmortizationOfDeferredLeasingFees,,,,,,1000.000
AssetImpairmentCharges,,,0.000,,0.000,
CapitalLeasesIncomeStatementDirectFinancingLeaseRevenue,114000.000,43000.000,,15000.000,16000.000,3000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-893000.000,-409000.000,1125000.000,-713000.000,-917000.000,954000.000
CostOfPropertyRepairsAndMaintenance,765000.000,473000.000,382000.000,370000.000,332000.000,504000.000
CostsAndExpenses,,,,,1726000.000,1835000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,,,,3390000.000,4068000.000,1356000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberDistributionsPaidPerUnit,,,0.250,0.250,0.300,0.100
DistributionMadeToMemberOrLimitedPartnerDistributionsPaidPerUnit,0.270,0.240,,,,
FreightCosts,,,17000.000,55000.000,24000.000,22000.000
GeneralInsuranceExpense,48000.000,54000.000,23000.000,42000.000,38000.000,41000.000
IncomeTaxReconciliationDispositionOfAssets,,-100000.000,-656000.000,-673000.000,-396000.000,-181000.000
IncomeTaxReconciliationNondeductibleExpenseDepreciation,,-894000.000,-542000.000,-395000.000,-227000.000,-217000.000
IncomeTaxReconciliationOtherAdjustments,,-140000.000,-37000.000,24000.000,-25000.000,-3000.000
IncreaseDecreaseInAccountsPayableRelatedParties,88000.000,-210000.000,-411000.000,-219000.000,-25000.000,75000.000
IncreaseDecreaseInAccountsReceivable,100000.000,-7000.000,-269000.000,-19000.000,-82000.000,-57000.000
IncreaseDecreaseInDeferredRevenue,-7000.000,-12000.000,-12000.000,-26000.000,20000.000,1000.000
IncreaseDecreaseInDueToAffiliates,-2000.000,,,,,
IncreaseDecreaseInOtherAccountsPayable,-193000.000,64000.000,-73000.000,-104000.000,140000.000,-79000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,5000.000,,2000.000,10000.000,1000.000
IncreaseDecreaseInPrepaidExpense,7000.000,,,,,
InterestIncomeOther,,,1000.000,1000.000,,
LongTermPurchaseCommitmentAmount,,,,,,0.000
NetCashProvidedByUsedInFinancingActivities,-4031000.000,-3444000.000,-3665000.000,-3665000.000,-4398000.000,-1466000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-4031000.000,-3444000.000,-3665000.000,-3665000.000,-4398000.000,-1466000.000
NetCashProvidedByUsedInInvestingActivities,55000.000,360000.000,2518000.000,1116000.000,1038000.000,394000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,55000.000,360000.000,2518000.000,1116000.000,1038000.000,394000.000
NetCashProvidedByUsedInOperatingActivities,3083000.000,2675000.000,2272000.000,1836000.000,2443000.000,2026000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,3083000.000,2675000.000,2272000.000,1836000.000,2443000.000,2026000.000
NetIncomeLoss,2216000.000,1886000.000,3586000.000,2156000.000,2808000.000,1902000.000
NoninterestExpensePrintingAndFulfillment,,,17000.000,17000.000,24000.000,17000.000
OperatingExpenses,4328000.000,3928000.000,2223000.000,1875000.000,,
OperatingLeasesIncomeStatementContingentRevenue,,2300000.000,1800000.000,1500000.000,1300000.000,
OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,1332000.000,1089000.000,676000.000,455000.000,317000.000,287000.000
OperatingLeasesIncomeStatementLeaseRevenue,6075000.000,5636000.000,3836000.000,3571000.000,3627000.000,3510000.000
OtherCostAndExpenseOperating,175000.000,177000.000,109000.000,92000.000,108000.000,103000.000
OtherIncome,97000.000,3000.000,216000.000,4000.000,2000.000,
PostageExpense,,,17000.000,8000.000,11000.000,12000.000
ProceedsFromCollectionOfLeaseReceivables,123000.000,152000.000,48000.000,2000.000,6000.000,3000.000
ProceedsFromContributedCapital,,,,,,135700000.000
ProfessionalFees,117000.000,159000.000,154000.000,179000.000,185000.000,207000.000
ProvisionForLoanAndLeaseLosses,14000.000,,,,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,730000.000,507000.000,461000.000,530000.000,445000.000
Revenues,6544000.000,5814000.000,5809000.000,4031000.000,4534000.000,3737000.000
SalesRevenueNet,6447000.000,5811000.000,5593000.000,4027000.000,4532000.000,3737000.000
