,2011-06-30,2011-09-30
AccountsPayableCurrent,85838000.000,84166000.000
AccountsReceivableNetCurrent,30260000.000,27234000.000
AccruedFeesAndOtherRevenueReceivable,36762000.000,36708000.000
AccruedLiabilitiesCurrent,26126000.000,41723000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,503829000.000,548446000.000
AllowanceForDoubtfulAccountsReceivableCurrent,181000.000,182000.000
AssetRetirementObligationsNoncurrent,5842000.000,
Assets,2743617000.000,3210560000.000
AssetsCurrent,174123000.000,228132000.000
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,119357000.000,132513000.000
CashAndCashEquivalentsAtCarryingValue,3943000.000,4180000.000
DeferredTaxLiabilitiesCurrent,15498000.000,34090000.000
DeferredTaxLiabilitiesNoncurrent,100048000.000,131034000.000
DerivativeAssetsCurrent,91295000.000,151849000.000
DerivativeAssetsNoncurrent,159632000.000,239273000.000
InventoryNet,3219000.000,
JuniorSubordinatedLongTermNotes,527481000.000,
Liabilities,1161800000.000,1517666000.000
LiabilitiesCurrent,172786000.000,202360000.000
LongTermLineOfCredit,325000000.000,
LongTermNotesPayable,25000000.000,1172406000.000
OtherAssetsCurrent,,8161000.000
OtherAssetsNoncurrent,23221000.000,29062000.000
OtherLiabilitiesNoncurrent,5643000.000,11866000.000
PrepaidExpenseCurrent,8644000.000,
PropertyPlantAndEquipmentGross,2890470000.000,3262539000.000
PropertyPlantAndEquipmentNet,2386641000.000,2714093000.000
PropertyPlantAndEquipmentOther,6775000.000,8058000.000
ProvedOilAndGasPropertySuccessfulEffortMethod,2006506000.000,2271995000.000
RetainedEarningsAccumulatedDeficit,120869000.000,231947000.000
UnprovedOilAndGasPropertySuccessfulEffortMethod,757832000.000,849973000.000
