,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
FiniteLivedIntangibleAssetsAccumulatedAmortization,64000000.000,80000000.000,93000000.000,111000000.000,132000000.000,151000000.000,163000000.000,181000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,70000000.000,,,,71000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,71000000.000,,,,71000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,71000000.000,,,,71000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,71000000.000,,,,71000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,70000000.000,,,,71000000.000,
FiniteLivedIntangibleAssetsGross,,,1455000000.000,,,,1449000000.000,
FiniteLivedIntangibleAssetsNet,1389000000.000,1377000000.000,1362000000.000,1338000000.000,1321000000.000,1303000000.000,1286000000.000,1268000000.000
InventoryNet,29000000.000,30000000.000,35000000.000,34000000.000,35000000.000,37000000.000,39000000.000,40000000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Liabilities,5028000000.000,4859000000.000,5174000000.000,5127000000.000,5076000000.000,6037000000.000,6032000000.000,6258000000.000
LiabilitiesAndStockholdersEquity,7044000000.000,6844000000.000,7608000000.000,7483000000.000,7437000000.000,8301000000.000,8167000000.000,8366000000.000
LiabilitiesCurrent,570000000.000,424000000.000,455000000.000,383000000.000,380000000.000,459000000.000,458000000.000,454000000.000
LiabilitiesNoncurrent,4458000000.000,4435000000.000,4719000000.000,4744000000.000,4696000000.000,5578000000.000,5574000000.000,5804000000.000
LongTermDebt,4769000000.000,4532000000.000,4885000000.000,4840000000.000,4789000000.000,5718000000.000,5782000000.000,6036000000.000
LongTermDebtAndCapitalLeaseObligations,3744000000.000,3690000000.000,3976000000.000,3932000000.000,3873000000.000,4764000000.000,4828000000.000,5061000000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,407000000.000,224000000.000,241000000.000,242000000.000,251000000.000,281000000.000,282000000.000,296000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,2606000000.000,,,,3492000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,241000000.000,,,,282000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,607000000.000,,,,439000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,919000000.000,,,,634000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,260000000.000,,,,643000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,252000000.000,,,,292000000.000,
LongTermDebtNoncurrent,4362000000.000,4308000000.000,4594000000.000,4550000000.000,4491000000.000,5382000000.000,5446000000.000,5679000000.000
MembersCapital,1729000000.000,1728000000.000,1963000000.000,1965000000.000,1965000000.000,1848000000.000,1850000000.000,1865000000.000
MembersEquity,2016000000.000,1985000000.000,2434000000.000,2356000000.000,2361000000.000,2264000000.000,2135000000.000,2108000000.000
MembersEquityAttributableToNoncontrollingInterest,200000000.000,195000000.000,,454000000.000,427000000.000,396000000.000,313000000.000,313000000.000
MinorityInterest,200000000.000,195000000.000,460000000.000,454000000.000,427000000.000,396000000.000,313000000.000,313000000.000
NotesAndLoansReceivableNetCurrent,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,17000000.000,16000000.000,15000000.000
NotesAndLoansReceivableNetNoncurrent,13000000.000,11000000.000,10000000.000,8000000.000,6000000.000,18000000.000,14000000.000,10000000.000
OperatingLeasesFutureMinimumPaymentsDue,,,182000000.000,,,,198000000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,12000000.000,,,,9000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,8000000.000,,,,9000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,9000000.000,,,,9000000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,9000000.000,,,,10000000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,9000000.000,,,,9000000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,135000000.000,,,,152000000.000,
OtherAccruedLiabilitiesCurrent,,79000000.000,67000000.000,53000000.000,39000000.000,94000000.000,84000000.000,54000000.000
OtherAssets,2088000000.000,2044000000.000,2231000000.000,2183000000.000,2171000000.000,2058000000.000,2062000000.000,2500000000.000
OtherAssetsNoncurrent,133000000.000,103000000.000,61000000.000,58000000.000,66000000.000,47000000.000,51000000.000,66000000.000
OtherLiabilitiesNoncurrent,52000000.000,53000000.000,64000000.000,64000000.000,63000000.000,78000000.000,76000000.000,79000000.000
PrepaidExpenseAndOtherAssetsCurrent,19000000.000,25000000.000,22000000.000,20000000.000,22000000.000,21000000.000,16000000.000,19000000.000
PropertyPlantAndEquipmentGross,4927000000.000,4933000000.000,5757000000.000,5779000000.000,,,6411000000.000,
PropertyPlantAndEquipmentNet,4478000000.000,4434000000.000,5056000000.000,5012000000.000,4947000000.000,5711000000.000,5460000000.000,5390000000.000
PropertyPlantAndEquipmentOther,4919000000.000,4929000000.000,5748000000.000,,,,,
PurchaseObligation,,,48000000.000,,,,45000000.000,
PurchaseObligationDueInNextTwelveMonths,,,12000000.000,,,,13000000.000,
RestrictedCashAndCashEquivalentsAtCarryingValue,38000000.000,69000000.000,48000000.000,60000000.000,55000000.000,138000000.000,164000000.000,106000000.000
RetainedEarningsAccumulatedDeficit,145000000.000,158000000.000,93000000.000,68000000.000,111000000.000,164000000.000,55000000.000,6000000.000
RetainedEarningsUndistributedEarningsFromEquityMethodInvestees,,,,,,,30000000.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2016000000.000,1985000000.000,2434000000.000,2356000000.000,2361000000.000,2264000000.000,2135000000.000,2108000000.000
UnrecordedUnconditionalPurchaseObligationBalanceOnFifthAnniversary,,,3000000.000,,,,3000000.000,
UnrecordedUnconditionalPurchaseObligationBalanceOnFourthAnniversary,,,3000000.000,,,,3000000.000,
UnrecordedUnconditionalPurchaseObligationBalanceOnSecondAnniversary,,,6000000.000,,,,5000000.000,
UnrecordedUnconditionalPurchaseObligationBalanceOnThirdAnniversary,,,3000000.000,,,,2000000.000,
UnrecordedUnconditionalPurchaseObligationDueAfterFiveYears,,,21000000.000,,,,19000000.000,
