,2011-12-31,2012-12-31,2013-12-31
EarningsPerShareBasicAndDiluted,-0.002,-0.002,-0.002
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340
GeneralAndAdministrativeExpense,13601.000,15396.000,15373.000
IncomeTaxExpenseBenefit,,0.000,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-5234.000,5227.000
IncreaseDecreaseInAccountsPayableTrade,13601.000,15394.000,-15373.000
IncreaseDecreaseInOtherReceivables,,-2.000,
NetIncomeLoss,-13601.000,-15396.000,-15373.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,5234.000,-5227.000
WeightedAverageNumberOfDilutedSharesOutstanding,7425000.000,,
WeightedAverageNumberOfSharesIssuedBasic,,7425000.000,7425000.000
WeightedAverageNumberOfSharesOutstandingBasic,7425000.000,,
