,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,70000.000,,,,,,
AccretionExpense,,,,,,,-1399000.000,,
AdjustmentForAmortization,7732000.000,9631000.000,12364000.000,13996000.000,14566000.000,14964000.000,16400000.000,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,12477000.000,,,,,,
AmortizationOfFinancingCosts,,,3243000.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,199727.000,1347653.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,42836000.000,32175000.000,,,50755000.000,36567000.000
BusinessAcquisitionsProFormaRevenue,,,,147308000.000,157462000.000,,,254311000.000,372470000.000
BusinessCombinationAcquisitionRelatedCosts,,24480000.000,15381000.000,17438000.000,11104000.000,19969000.000,15613000.000,11810000.000,25237000.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,9400000.000,1200000.000,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,17600000.000,26800000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,75470000.000,,,,-74310000.000,,
CommonStockDividendsPerShareDeclared,0.160,0.160,0.160,0.160,0.160,,0.160,0.170,0.180
ComprehensiveIncomeNetOfTax,,,49218000.000,2821000.000,70029000.000,129228000.000,57786000.000,7318000.000,23727000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,-133000.000,3000.000,,104000.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,2954000.000,70026000.000,,57682000.000,7207000.000,23353000.000
DebtInstrumentDecreaseRepayments,,,,,,,173837000.000,,
DebtInstrumentIncreaseAdditionalBorrowings,,,,,,,84301000.000,,
DebtInstrumentIncreaseDecreaseOtherNet,,,,,,,30000.000,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,,,,,,179000.000
Depreciation,15774000.000,19318000.000,24005000.000,,,,31518000.000,,
DepreciationAndAmortization,,,,,,,,56393000.000,53797000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,,7776000.000,11093000.000,12878000.000,13439000.000,11868000.000,15645000.000,17507000.000,17685000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,14781000.000,0.000,0.000,93676000.000,14076000.000,4931000.000,3078000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,712000.000,0.000,1470000.000,4944000.000,386000.000,195000.000,556000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,0.000,6700000.000,,,,
DividendsCommonStock,,,68664000.000,,,,77071000.000,,
EarningsPerShareBasic,,,,,,,,0.060,0.050
EarningsPerShareBasicAndDiluted,0.040,0.000,0.090,0.050,0.040,0.260,0.080,,
EarningsPerShareDiluted,,,,,,,,0.060,0.050
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,,,,,44349000.000,,14764000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetIssues,,,,,0.000,,0.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,,,,,22362000.000,,0.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,,,,,0.000,,0.000,,
GainLossOnSaleOfPropertyPlantEquipment,,,14781000.000,,,,14076000.000,,
GeneralAndAdministrativeExpense,2111000.000,3123000.000,4033000.000,4676000.000,5790000.000,416000.000,4030000.000,41436000.000,55252000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,23773000.000,30355000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,20457000.000,23090000.000,17100000.000,27208000.000,25753000.000,24008000.000,20929000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,0.050,0.050,0.040,0.050,0.050,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,0.050,0.040
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,0.050,0.040
IncomeLossFromDiscontinuedOperationsNetOfTax,,,15493000.000,0.000,1470000.000,98620000.000,14462000.000,5126000.000,3634000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,0.040,0.000,0.000,0.210,0.030,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,0.010,0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,0.010,0.010
IncomeLossFromEquityMethodInvestments,470000.000,354000.000,334000.000,552000.000,445000.000,852000.000,1309000.000,972000.000,
IncomeTaxExpenseBenefit,,,,,,,,-235000.000,9426000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,953000.000,,,,1222000.000,,
IncreaseDecreaseInDueToAffiliates,,,1555000.000,,,,2201000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-1498000.000,,,,-2322000.000,,
IncreaseDecreaseInRestrictedCash,,,1128000.000,,,,4380000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,3594760.000,16109936.000
InterestAndDividendIncomeSecurities,,13000.000,2417000.000,4976000.000,6478000.000,6624000.000,6025000.000,,
InterestAndFeeIncomeLoansCommercialRealEstate,,1384000.000,1372000.000,1476000.000,1769000.000,1956000.000,1923000.000,,
InterestAndOtherIncome,145000.000,74000.000,3317000.000,682000.000,38000.000,409000.000,-77000.000,-774000.000,285000.000
InterestExpense,19459000.000,24432000.000,29282000.000,32252000.000,44803000.000,33776000.000,39069000.000,48938000.000,40520000.000
InterestPaidCapitalized,,,,,,,43000.000,,
InterestPaidNet,,,,,,,31314000.000,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,25000.000,,,,196000.000,,
MinorityInterestIncreaseFromStockIssuance,,,2428000.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,438214000.000,,,,-152596000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,438214000.000,,,,-152596000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-416032000.000,,,,14883000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-416032000.000,,,,14883000.000,,
NetCashProvidedByUsedInOperatingActivities,,,53288000.000,,,,63403000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,53288000.000,,,,63403000.000,,
NetIncomeLoss,10480000.000,1271000.000,35937000.000,23223000.000,18567000.000,125611000.000,40111000.000,29023000.000,24189000.000
NetIncomeLossAttributableToNoncontrollingInterest,11000.000,11000.000,13000.000,-133000.000,3000.000,217000.000,104000.000,111000.000,374000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,,28418000.000,23425000.000
NoncashOrPartNoncashAcquisitionDebtAssumed1,,,,,,,0.000,,
NonoperatingIncomeExpense,-18844000.000,-24004000.000,-25631000.000,-31018000.000,-44320000.000,-20060000.000,-37837000.000,-48740000.000,-40235000.000
OperatingExpenses,52079000.000,72380000.000,77692000.000,88099000.000,84898000.000,83369000.000,97065000.000,177779000.000,295961000.000
OperatingIncomeLoss,29335000.000,25286000.000,46088000.000,54108000.000,61420000.000,47268000.000,63590000.000,72513000.000,70590000.000
OperatingLeasesIncomeStatementLeaseRevenue,,88990000.000,109524000.000,123795000.000,126588000.000,111426000.000,138985000.000,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,,-842000.000,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,-4835000.000,-2153000.000,,2807000.000,3977000.000,-3726000.000
OtherComprehensiveIncomeLossNetOfTax,,,,-20269000.000,51459000.000,,17571000.000,-21816000.000,-836000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,13281000.000,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,-2564000.000,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,9263000.000,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,14123000.000,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,-15434000.000,44349000.000,,14764000.000,-27745000.000,2890000.000
OtherOperatingActivitiesCashFlowStatement,,,,,,,198000.000,,
ParticipatingSecuritiesDistributedAndUndistributedEarnings,,,,,,,,605000.000,764000.000
PaymentsForDepositsOnRealEstateAcquisitions,,,15962000.000,,,,1125000.000,,
PaymentsForProceedsFromDepositOnLoan,,,448000.000,,,,775000.000,,
PaymentsForRepurchaseOfCommonStock,,,9357000.000,,,,27831000.000,,
PaymentsOfDividends,,,27727000.000,,,,33152000.000,,
PaymentsOfDividendsMinorityInterest,,,25000.000,,,,196000.000,,
PaymentsOfFinancingCosts,,,3667000.000,,,,1206000.000,,
PaymentsOfStockIssuanceCosts,,,75215000.000,,,,0.000,,
PaymentsToAcquireRealEstateAndRealEstateJointVentures,,,41910000.000,,,,,,
ProceedsFromIssuanceOfCommonStock,,,785738000.000,,,,0.000,,
ProceedsFromMinorityShareholders,,,2428000.000,,,,0.000,,
ProceedsFromNotesPayable,,,135144000.000,,,,84301000.000,,
ProceedsFromPrincipalRepaymentsOnLoansAndLeasesHeldForInvestment,,,217000.000,,,,173000.000,,
ProceedsFromSaleOfProductiveAssets,,,68409000.000,,,,54533000.000,,
