,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AmortizationOfDebtDiscountPremium,,,1835.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,2939624.000,,,
CargoAndFreightRevenue,,,,291.000,326.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-634826.000,,,
CostOfGoodsSold,,,,11071.000,5743.000,
Depreciation,3042.000,3780.000,3725.000,3042.000,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.020,-0.000,-0.000,-0.020
EffectOfExchangeRateOnCashAndCashEquivalents,,,-7104.000,,,
GrossProfit,,,,1954.000,976.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-36867.000,-95171.000,-501603.000,-77109.000,,
IncreaseDecreaseInAccountsAndOtherReceivables,,,57418.000,,,
IncreaseDecreaseInAccountsPayable,,,-1825.000,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,-72079.000,,,
IncreaseDecreaseInOtherReceivables,,,357.000,,,
InterestExpense,1114.000,1912.000,1835.000,1903.000,1894.000,1862.000
InvestmentIncomeInterest,,3.000,,,,
NetCashProvidedByUsedInOperatingActivities,,,-627722.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-627722.000,,,
NetIncomeLoss,-36867.000,-95171.000,-501603.000,-77109.000,-95065.000,-116729.000
NonoperatingIncomeExpense,3886.000,5304.000,5665.000,4644.000,7176.000,6370.000
OperatingExpenses,,,,,103217.000,
OperatingIncomeLoss,-40753.000,-100475.000,-507268.000,-81753.000,-102241.000,-123099.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-3099.000,-7667.000,-7104.000,8478.000,-2638.000,-22560.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,3099.000,7667.000,7104.000,,,
OtherComprehensiveIncomeLossNetOfTax,-39966.000,-102838.000,-508707.000,-68631.000,-97703.000,-139289.000
RentalIncomeNonoperating,5000.000,7213.000,7500.000,6256.000,8744.000,7500.000
ResearchAndDevelopmentExpense,,,,,70096.000,
SalesRevenueGoodsNet,,,,6807.000,6719.000,
SellingGeneralAndAdministrativeExpense,40753.000,100475.000,507268.000,83707.000,33121.000,-518644.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,20558139.000,20646502.000,21926111.000,21926111.000,21926111.000,-43770615.000
