,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,13569000.000,14953000.000,2336000.000,21034000.000,17745000.000,19410000.000,2598000.000,16650000.000,14179000.000,15256000.000,2691000.000,14816000.000,13727000.000,12961000.000,3387000.000,15408000.000
AccountsReceivableNetCurrent,2717000.000,2823000.000,3064000.000,4830000.000,4438000.000,5028000.000,5037000.000,4353000.000,3177000.000,3076000.000,3987000.000,4185000.000,3625000.000,2299000.000,3527000.000,1852000.000
AccruedIncomeTaxesCurrent,,,8848000.000,,,,3498000.000,,,,2359000.000,,,,1340000.000,
AccruedLiabilitiesCurrent,,,6812000.000,,,,6747000.000,,,,7775000.000,,,,8516000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,530860000.000,549361000.000,569477000.000,589942000.000,610628000.000,631421000.000,652947000.000,674698000.000,696178000.000,717792000.000,740236000.000,762300000.000,783679000.000,806784000.000,828670000.000,851344000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,1376000.000,,,,1099000.000,,,,882000.000,,,,1810000.000,
AssetRetirementObligation,,,23000000.000,,,,24700000.000,,,,26800000.000,,,,28500000.000,
Assets,4307669000.000,4323431000.000,4269519000.000,4273769000.000,4239935000.000,4231714000.000,4196063000.000,4194698000.000,4154723000.000,4136219000.000,4083017000.000,4052581000.000,4004208000.000,3976114000.000,3915058000.000,3871981000.000
AssetsCurrent,71947000.000,100473000.000,62719000.000,84720000.000,70089000.000,81053000.000,63221000.000,86152000.000,71381000.000,80764000.000,60042000.000,80125000.000,71780000.000,86456000.000,67441000.000,68936000.000
CashAndCashEquivalentsAtCarryingValue,19142000.000,50335000.000,31036000.000,50739000.000,28953000.000,39945000.000,26231000.000,49306000.000,25545000.000,37850000.000,20401000.000,38232000.000,20424000.000,39581000.000,19550000.000,22756000.000
DebtAndCapitalLeaseObligations,1500172000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1487762000.000,,,991279000.000,
DebtCurrent,15000.000,0.000,0.000,,,,,,,,,,,,,
DebtInstrumentCarryingAmount,1500172000.000,1500000000.000,1500000000.000,,,,1500000000.000,,,,1500000000.000,,,,1000000000.000,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,8721000.000,
DeferredFinanceCostsNet,,,,,,,,,,13700000.000,12900000.000,13700000.000,,,,
DeferredRentAssetNetCurrent,,,,,,,7519000.000,,,,10165000.000,,,,19833000.000,
