,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
FloorBrokerageExchangeAndClearanceFees,12135707.000,5144616.000,3948888.000,3175074.000,,
ForeignCurrencyTransactionGainLossUnrealized,,-148604.000,210469.000,186425.000,,
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,-9904462.000,31900455.000,43353776.000,7533170.000,-19389463.000
GainLossOnSaleOfCommodityContracts,,,,,15501602.000,-19188851.000
GainLossRelatedToLitigationSettlement,,0.000,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,-1.630,
IncomeTaxExpenseBenefit,,,,,0.000,0.000
InterestIncomeOperating,,,,,4352.000,355476.000
InvestmentIncomeInterest,97731.000,144258.000,87489.000,24574.000,,
InvestmentIncomeNet,,,,,-11073868.000,-9033055.000
ManagementFeeExpense,,,,,3371632.000,2862598.000
NetIncomeLoss,-84765642.000,-28730971.000,17426423.000,33533457.000,-3540698.000,-28422518.000
NetIncomeLossAllocatedToGeneralPartners,-886076.000,-322583.000,214588.000,355189.000,-44467.000,
NetIncomeLossAllocatedToLimitedPartners,-83879566.000,-28408388.000,17211835.000,33178268.000,-3496231.000,
NetIncomeLossPerOutstandingGeneralPartnershipUnit,,-2.520,1.810,,,
NetIncomeLossPerOutstandingGeneralPartnershipUnitNetOfTax,,,,5.430,-0.600,
NetIncomeLossPerOutstandingLimitedPartnershipUnit,,-2.520,1.810,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,5.430,-0.600,
NetRealizedOrUnrealizedGainLossOnTradingSecurities,,-9904462.000,31900455.000,43353776.000,,
NoninterestExpenseInvestmentAdvisoryFees,6943138.000,5144616.000,3948888.000,2888430.000,,
NoninterestExpenseRelatedToPerformanceFees,0.000,,,,,
OperatingExpenses,25602814.000,18970767.000,14561521.000,9844893.000,11078220.000,9388531.000
PartnersCapitalAccountPrivatePlacementOfUnits,,15421746.000,,,29916977.000,
PartnersCapitalAccountRedemptions,-47072605.000,59924043.000,45325609.000,52309447.000,24025626.000,
PartnersCapitalAccountSaleOfUnits,49782740.000,,10860039.000,,,
PartnersCapitalAccountUnitsRedeemed,-1854294.430,2798920.393,2187684.212,2503421.167,857328.669,
PartnersCapitalAccountUnitsSaleOfUnits,1823883.717,,530497.205,,,
PartnersCapitalAccountUnitsSoldInPrivatePlacement,,696407.475,,,1091102.630,
PrincipalTransactionsRevenue,,,,,7533170.000,-19389463.000
ProceedsFromLegalSettlements,0.000,0.000,,,,
ProfessionalFees,,8681535.000,6663745.000,,,
RealizedInvestmentGainsLosses,-56127142.000,-8986897.000,28140076.000,40377221.000,,
TradingGainsLosses,,,,43353776.000,,
TradingSecuritiesRealizedGainLoss,,-8986897.000,28140076.000,40377221.000,,
TradingSecuritiesUnrealizedHoldingGainLoss,,-917565.000,3760379.000,2976555.000,,
UnrealizedGainLossOnCommodityContracts,,,,,-7968432.000,-200612.000
UnrealizedGainLossOnInvestments,-3133417.000,-917565.000,3760379.000,2976555.000,,
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,12958913.998,11738439.564,9567470.582,7593571.507,6896944.943,
