,2011-03-31,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,2000000.000,-5000000.000,3000000.000,-8000000.000,-5000000.000,,
OtherComprehensiveIncomeLossNetOfTax,,,,,,,-10000000.000,-1000000.000,0.000,-4000000.000,-13000000.000,-2000000.000,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,28000000.000,-5000000.000,27000000.000,-3000000.000,,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,,,-3000000.000,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,,,,,0.000,,-2000000.000,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,,-3000000.000,,-2000000.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,,,,,,,-2000000.000,,-1000000.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,,,-1000000.000,0.000,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,,,,,0.000,-1000000.000,,,,,
OtherComprehensiveIncomeLossTax,,,,,,,,,,,,-1000000.000,3000000.000
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,5000000.000,3000000.000,-1000000.000,-1000000.000,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,3000000.000,1000000.000,0.000,0.000,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,39900000.000,-12000000.000,32000000.000,-9000000.000,2000000.000,-4000000.000,7000000.000,-11000000.000,1000000.000,-6000000.000,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,22400000.000,-5000000.000,16000000.000,-5000000.000,1000000.000,2000000.000,4000000.000,-7000000.000,-2000000.000,-3000000.000,,
PaymentsToAcquireEquityMethodInvestments,0.000,,0.000,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,0.000,,0.000,,727000000.000,,,73000000.000,145000000.000,,6000000.000,,
StockIssuedDuringPeriodSharesNewIssues,,,,,10120000.000,,,860600.000,,,,,
StockIssuedDuringPeriodValueNewIssues,,,,,73.500,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,92700000.000,96000000.000,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,127000000.000,129000000.000,133000000.000
WeightedAverageNumberOfSharesOutstandingBasic,92700000.000,96000000.000,,,,,,,,,,,
