,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,99.000,1840.000,-1466.000,350.000,1000.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.010,-0.010,-0.010
GeneralAndAdministrativeExpense,32028.000,28673.000,19366.000,16250.000,14900.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-34184.000,-33346.000,-24952.000,-22433.000,-21721.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,5087.000,14513.000,10400.000,8000.000,6900.000
IncreaseDecreaseInAccruedInterestReceivableNet,2156.000,4673.000,-5586.000,-6183.000,-6821.000
InterestExpense,-2156.000,-4673.000,5586.000,6183.000,6821.000
InterestExpenseDebt,2924.000,4673.000,5586.000,6183.000,6821.000
NetCashProvidedByUsedInFinancingActivities,27040.000,16000.000,7500.000,8600.000,9000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,27040.000,16000.000,7500.000,8600.000,9000.000
NetCashProvidedByUsedInOperatingActivities,-26941.000,-14160.000,-8966.000,-8250.000,-8000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-26941.000,-14160.000,-8966.000,-8250.000,-8000.000
NetIncomeLoss,-34184.000,-33346.000,-24952.000,-22433.000,-21721.000
OperatingExpenses,32028.000,28673.000,19366.000,16250.000,14900.000
OperatingIncomeLoss,-32028.000,-28673.000,-19366.000,-16250.000,-14900.000
OtherExpenses,-2156.000,-4673.000,,,
OtherNonoperatingIncomeExpense,,,-5586.000,-6183.000,-6821.000
ProceedsFromNotesPayable,27040.000,16000.000,7500.000,8600.000,9000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,5200.000,5000.000,3700.000,3400.000,2800.000
WeightedAverageNumberOfDilutedSharesOutstanding,2937000.000,2937000.000,2937000.000,2937000.000,2937000.000
