,2011-06-30,2012-03-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-162969.000,-128666.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-84084.000,,,,,,,,,,,,,-81389.000
IncomeLossFromEquityMethodInvestments,,,,18248.000,-39000.000,,-54650.000,,,,,,,
IncomeTaxExpenseBenefit,5260.000,-5677.000,7824.000,-2123.000,-611.000,90518.000,-1663.000,-2027.000,2311.000,5435.000,-8343.000,-677.000,8085.000,-5729.000
IncomeTaxesPaid,,,,,,,,,,,,-3.000,3.000,
IncomeTaxesPaidNet,,,7824.000,,627.000,,-1663.000,-2026.000,2286.000,2213.000,,,,
IncreaseDecreaseInAccountsPayable,,-39879.000,-136735.000,70032.000,-41436.000,-10273.000,-112767.000,21895.000,5705.000,302043.000,-63217.000,-147017.000,24450.000,-107490.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,38657.000,,,,,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,112710.000,-19947.000,-14589.000,6855.000,26396.000,-48140.000,-40660.000,18482.000,-128.000,352522.000,-204327.000,-89834.000,99094.000,-81596.000
IncreaseDecreaseInAccruedLiabilities,-29712.000,-19410.000,7963.000,-2223.000,-5479.000,-6926.000,31034.000,-34627.000,-1295.000,5341.000,-2009.000,-3227.000,-2810.000,157.000
IncreaseDecreaseInFinishedGoodsAndWorkInProcessInventories,-35521.000,,,,,,,,,,,,,
IncreaseDecreaseInInventories,,96087.000,-18237.000,3876.000,37479.000,-32631.000,-23042.000,14783.000,-6385.000,-114247.000,69363.000,-114170.000,-40144.000,-585.000
IncreaseDecreaseInOtherCurrentLiabilities,-17778.000,,,,,,,,,,,-1857.000,11737.000,38164.000
IncreaseDecreaseInOtherNoncurrentAssets,-30870.000,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,15843.000,-27266.000,-5123.000,14495.000,-22923.000,-45094.000,-3033.000,-7841.000,3769.000,24558.000,6088.000,5327.000,-16101.000,-1644.000
InterestExpense,-2776.000,3178.000,3263.000,2821.000,3492.000,2394.000,1894.000,2352.000,1976.000,2627.000,3229.000,2636.000,2572.000,2272.000
InterestPaid,,3130.000,3262.000,2935.000,-3493.000,9473.000,1895.000,2414.000,-1978.000,6625.000,3231.000,2700.000,2601.000,2272.000
LeaseAndRentalExpense,,,31427.000,,,,24897.000,,,,19973.000,,,10842.000
NetCashProvidedByUsedInFinancingActivities,0.000,,,,,,90415.000,,55987.000,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,,,90415.000,,55987.000,,,,,
NetCashProvidedByUsedInInvestingActivities,-30870.000,-51085.000,,105840.000,,,,,,,,-10314.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-30870.000,-51085.000,,105840.000,,,,,,,,-10314.000,,
NetCashProvidedByUsedInOperatingActivities,-4972.000,-244108.000,-71212.000,-58051.000,-159751.000,33197.000,-80817.000,-100123.000,-5472.000,-69172.000,54632.000,-106570.000,71515.000,-36657.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-4972.000,-244108.000,-71212.000,-58051.000,-159751.000,33197.000,-80817.000,-100123.000,-5472.000,-69172.000,54632.000,-106570.000,71515.000,-36657.000
NetIncomeLoss,-117445.000,-157292.000,-136490.000,-49834.000,-133275.000,-189614.000,-137274.000,-73964.000,-36917.000,-115370.000,-80966.000,-167085.000,67982.000,-75660.000
NetIncomeLossAttributableToNoncontrollingInterest,0.000,,,,,,,,,,,,,
NetIncomeLossAvailableToCommonStockholdersBasic,,-157292.000,,,,,,,,,,,,
OperatingExpenses,321552.000,354429.000,231218.000,266960.000,194167.000,190701.000,153548.000,141471.000,120999.000,124980.000,132916.000,125109.000,107387.000,108004.000
OperatingIncomeLoss,,-125818.000,-58076.000,-114045.000,-81945.000,-61422.000,-98894.000,-57306.000,-45297.000,-140037.000,-74348.000,-158702.000,19942.000,-68045.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,72137.000,-68604.000,4005.000,107599.000,-114614.000,-6661.000,32081.000,32322.000,-120269.000,17967.000,84351.000,-99825.000,50351.000
OtherIncome,0.000,,,,,,,,,,,,,
OtherNonoperatingIncome,,2330.000,1401.000,4541.000,44.000,2216.000,5970.000,-3256.000,-1203.000,1259.000,528.000,,,
OtherOperatingIncome,-17648.000,,,,,,,,,,,,,
PaymentsToAcquireMachineryAndEquipment,,51085.000,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,,,,10314.000,,
ProceedsFromBankDebt,0.000,,,,,,,,,,,,,
ProceedsFromOtherDebt,0.000,,,,,,,,,,,,,
ProceedsFromShortTermDebt,,,,,,,90415.000,,55987.000,,,,,
ProfitLoss,-117445.000,,,,,,,,,,,,,
ProvisionForDoubtfulAccounts,2860.000,4216.000,2489.000,23340.000,963.000,7173.000,2300.000,,,,-2550.000,5091.000,4194.000,15866.000
RepaymentsOfBankDebt,0.000,,,,,,,,,,,,,
ResearchAndDevelopmentExpense,52552.000,25833.000,15704.000,15453.000,17021.000,33213.000,,5983.000,0.000,,,715.000,2638.000,
Revenues,1063796.000,711214.000,456867.000,479484.000,345430.000,417830.000,212331.000,287755.000,416204.000,540668.000,192945.000,380874.000,407092.000,122009.000
SalesRevenueNet,1081444.000,711214.000,456867.000,479484.000,345430.000,417830.000,212331.000,287755.000,416204.000,540668.000,192945.000,380874.000,407092.000,122009.000
SellingGeneralAndAdministrativeExpense,269000.000,328596.000,215514.000,251507.000,177146.000,157488.000,153548.000,135488.000,120999.000,119798.000,132916.000,124394.000,104749.000,108004.000
WeightedAverageNumberOfDilutedSharesOutstanding,67448890.000,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,67448890.000,67448890.000,67448890.000,67448890.000,-134897780.000,67448890.000,67448890.000,67448890.000,-134897780.000,67448890.000,67448890.000,67448890.000,67448890.000
