,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AllocatedShareBasedCompensationExpense,9800.000,-37500.000,,,
AmortizationOfIntangibleAssets,,,,143500.000,89500.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1880676.000,1605333.000,705333.000,455333.000,455333.000
CashPeriodIncreaseDecrease,,,-83806.000,,
CostOfGoodsSold,,129893.000,83844.000,85947.000,75369.000
CostsAndExpenses,168228.000,299123.000,460052.000,359179.000,267567.000
Depreciation,8551.000,104781.000,,11172.000,11172.000
DepreciationAndAmortization,,,154371.000,154672.000,100672.000
EarningsPerShareBasicAndDiluted,0.006,-0.008,-0.020,-0.010,-0.010
GeneralAndAdministrativeExpense,104677.000,158760.000,199260.000,112470.000,106367.000
GrossProfit,,101890.000,54403.000,66761.000,56224.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,126908.000,-204991.000,-474045.000,-301032.000,-222930.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,15451.000,,
IncreaseDecreaseInAccountsReceivable,,,-12476.000,,
IncreaseDecreaseInInterestPayableNet,,,8396.000,,
IncreaseDecreaseInOtherOperatingAssets,,,-8003.000,,
InterestExpense,5506.000,7758.000,8396.000,8614.000,11587.000
InterestExpenseRelatedParty,,,,,5130.000
NetCashProvidedByUsedInFinancingActivities,,,110000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,110000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-193806.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-193806.000,,
NetIncomeLoss,126908.000,-204991.000,-474045.000,-301032.000,-222930.000
NonoperatingIncomeExpense,-5506.000,-7758.000,-68396.000,-8614.000,-11587.000
OperatingExpenses,,32692.000,47623.000,50836.000,45782.000
OperatingIncomeLoss,-121402.000,-197233.000,-405649.000,-292418.000,-211343.000
OperatingLeasesRentExpenseNet,,,,6366.000,6365.000
ProceedsFromIssuanceOfCommonStock,,,50000.000,,
ProceedsFromNotesPayable,,,60000.000,,
ResearchAndDevelopmentExpense,45200.000,40390.000,58798.000,41201.000,14746.000
Revenues,,,138247.000,152708.000,131593.000
SalesRevenueNet,,,138247.000,152708.000,131593.000
SalesRevenueServicesNet,46826.000,231783.000,,,
WeightedAverageNumberOfSharesOutstandingBasic,,25203558.000,,,
