,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CostsAndExpensesRelatedParty,,,,,,,,,,,10000.000,10000.000,10000.000,10000.000,10000.000,,,,,,,,
DebtInstrumentInterestRateDuringPeriod,,,,,,,,,,,,,,,,,,,,,,,0.060
EarningsPerShareBasic,,,,,,,,,,,,,,,-0.000,0.000,0.000,,0.000,0.000,0.000,,-0.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.000,-0.000,-0.010,-0.000,-0.000,0.000,-0.010,-0.000,0.000,-0.000,-0.020,,,,,,,,,
GeneralAndAdministrativeExpense,12466000.000,14745.000,17601.000,14005.000,14428.000,-26711.000,6404.000,13028.000,15036.000,-16607.000,6375.000,4472.000,3396.000,3651.000,7358.000,-3677.000,-4652.000,19854.000,6037.000,6112.000,3732.000,3836.000,7127.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,0.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,2260.000,,,,5703.000,,,,1869.000,,,,2550.000,,,,981.000,,,,-2315.000
IncreaseDecreaseInInterestPayableNet,,,3556.000,,,,4484.000,,,,5316.000,,,,6094.000,,,,6998.000,,,,7735.000
InterestExpense,2967000.000,3154.000,3556.000,3786.000,4068.000,4267.000,4484.000,-4861.000,4896.000,14813.000,-5316.000,-5514.000,-5768.000,102536.000,6094.000,,,,,,,,
InterestExpenseDebt,2967000.000,,,,,,,,,,,,,,,,,,,,,,
InterestExpenseRelatedParty,,,,,,,,,,,,,,,,6383.000,-6667.000,,6998.000,7223.000,7550.000,7719.000,7735.000
LeaseAndRentalExpense,0.000,,,,,,,,,,,,,,,,,,,,,,
ManagementFeeExpense,,,,,,,,,,,,,,,,-10000.000,-10000.000,,10000.000,10000.000,10000.000,10000.000,10000.000
NetCashProvidedByUsedInFinancingActivities,,,15341.000,,,,10701.000,,,,14506.000,,,,14808.000,,,,15056.000,,,,19442.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,15341.000,,,,10701.000,,,,14506.000,,,,14808.000,,,,15056.000,,,,19442.000
NetCashProvidedByUsedInOperatingActivities,,,-15341.000,,,,-10701.000,,,,-14506.000,,,,-14808.000,,,,-15056.000,,,,-19442.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-15341.000,,,,-10701.000,,,,-14506.000,,,,-14808.000,,,,-15056.000,,,,-19442.000
NetIncomeLoss,-15433000.000,,-21157.000,-17791.000,-18496.000,-17556.000,-20888.000,-17889.000,-19932.000,-18484.000,-21691.000,-19986.000,-19164.000,-19638.000,-23452.000,-20060.000,21319.000,-62670.000,-23035.000,-23335.000,-21282.000,-21555.000,-24862.000
NonoperatingIncomeExpense,,-3154.000,-3556.000,-3786.000,-4068.000,,-4484.000,-4861.000,-4896.000,,5316.000,5514.000,5768.000,,,,,,,,,,
OperatingExpenses,,14745.000,17601.000,14005.000,14428.000,13289.000,16404.000,13028.000,15036.000,13393.000,16375.000,14472.000,13396.000,13651.000,17358.000,,,,16037.000,,,,17127.000
OperatingIncomeLoss,-12466000.000,,,,,,,,,,,,,,,13677.000,14652.000,,,-16112.000,-13732.000,,
OtherNonoperatingExpense,,,,,,,,,,,,,,,6094.000,,,,,,,,
ProceedsFromNotesPayable,,,15341.000,,,,10701.000,,,,14506.000,,,,14808.000,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,,,,,,,,15056.000,,,,19442.000
ProfitLoss,,-17899.000,,,,,,,,,,,,,,,,,,,,,
SalesRevenueServicesNet,0.000,,,,,,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,5199000.000,5199000.000,5199000.000,-10398000.000,5199000.000,5199000.000,5199000.000,-10398000.000,5199000.000,,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,5199000000.000,,,,,,,,,,,5199000.000,5199000.000,,5199000.000,5199000.000,5199000.000,,5199000.000,5199000.000,5199000.000,,5199000.000
