,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedFeesAndOtherRevenueReceivable,,,,,,,,,,,,,,,,,,,,,,,,350.000
AccruedInvestmentIncomeReceivable,,,,,,,,,,,,,,,,,,,86062.000,,,,,
Assets,6860226.000,6443647.000,9985235.000,10749072.000,6114833.000,7109330.000,6858005.000,6655702.000,6275434.000,6521209.000,5084838.000,5005045.000,3428248.000,3012700.000,3287338.000,5326851.000,5840621.000,4621096.000,3172655.000,3214650.000,3940369.000,5484378.000,6813528.000,5330429.000
Cash,1029655.000,1067386.000,,,835645.000,839544.000,433948.000,403153.000,657550.000,498354.000,156450.000,317030.000,245292.000,184230.000,419877.000,447007.000,520691.000,593555.000,454939.000,690093.000,505446.000,473908.000,446210.000,347807.000
CashAndCashEquivalentsAtCarryingValue,5666394.000,5550510.000,8629549.000,9603818.000,4881610.000,6161991.000,5938635.000,5933776.000,5583142.000,5933300.000,4441883.000,4356337.000,2944457.000,2693806.000,2780596.000,4553035.000,5079253.000,3840997.000,2467765.000,2510873.000,3037699.000,4307864.000,5923778.000,4496951.000
CommissionsPayableToBrokerDealersAndClearingOrganizations,171.000,171.000,171.000,265.000,177.000,177.000,177.000,177.000,177.000,177.000,177.000,177.000,132.000,132.000,132.000,132.000,132.000,252.000,247.000,247.000,247.000,247.000,247.000,247.000
Deposits,,,,,2515690.000,3799703.000,3170489.000,3134835.000,3038598.000,3229561.000,1396239.000,1471273.000,1387743.000,1076030.000,1398537.000,3198106.000,3798008.000,2632616.000,2322704.000,2400966.000,2743145.000,3581772.000,5169988.000,3644758.000
DepositsMoneyMarketDeposits,,,,,3201565.000,3201832.000,3202094.000,3202094.000,3202094.000,3202094.000,3202094.000,3202094.000,1802006.000,1802006.000,1801936.000,1801936.000,1801936.000,1801936.000,600000.000,800000.000,800000.000,1200000.000,1200000.000,1200000.000
DividendsReceivable,45.000,27.000,46.000,78.000,81.000,79.000,83.000,80.000,86.000,73.000,73.000,75.000,61.000,61.000,61.000,61.000,59.000,61.000,17.000,174.000,179.000,281.000,361.000,531.000
DueFromOfficersOrStockholders,91597.000,132084.000,132085.000,17679.000,36164.000,58478.000,87974.000,22308.000,44900.000,71133.000,100808.000,30167.000,59459.000,51287.000,66534.000,17071.000,40012.000,62796.000,,22903.000,45448.000,74612.000,100743.000,121245.000
DueToOfficersOrStockholdersCurrentAndNoncurrent,3389.000,3307.000,5022.000,5572.000,2881.000,3456.000,3388.000,3350.000,3095.000,3279.000,2512.000,2551.000,1656.000,1523.000,1758.000,2590.000,2872.000,2306.000,1473.000,1636.000,1945.000,2194.000,3321.000,2825.000
GeneralPartnersCapitalAccount,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
InterestReceivable,,,5.000,9.000,,5.000,0.000,,,,,,,,,,,,,,,,,
Liabilities,103525.000,146294.000,147927.000,28546.000,46942.000,71908.000,104222.000,28801.000,53475.000,82420.000,113428.000,34250.000,64759.000,51254.000,58275.000,39769.000,31071.000,43866.000,53429.000,43327.000,32507.000,54449.000,75165.000,813894.000
LiabilitiesAndStockholdersEquity,6860226.000,6443647.000,9985235.000,10749072.000,6114833.000,7109330.000,6858005.000,6655702.000,6275434.000,6521209.000,5084838.000,5005045.000,3428248.000,3012700.000,3287338.000,5326851.000,5840621.000,4621096.000,3172655.000,3214650.000,3940369.000,5484378.000,6813528.000,5330429.000
LimitedPartnersCapitalAccount,6756701.000,6297353.000,9837308.000,10720526.000,6067891.000,7037422.000,6753783.000,6626901.000,6221959.000,6438789.000,4971410.000,4970795.000,3363489.000,2961446.000,3229063.000,5287082.000,5809550.000,4577230.000,3119226.000,3171323.000,3907862.000,5429929.000,6738363.000,4516535.000
LimitedPartnersCapitalAccountUnitsOutstanding,200000.000,200000.000,300000.000,300000.000,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,150000.000,150000.000,100000.000,100000.000,150000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,350000.000,400000.000,300000.000
ManagementFeePayable,,,,,,,,,,,,,,,12.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,73.000,0.000
OtherAssets,234924.000,232970.000,231016.000,229768.000,227773.000,225755.000,223737.000,222347.000,220386.000,218403.000,216419.000,215084.000,213112.000,211118.000,,,,,,,,,,
OtherLiabilities,777.000,142816.000,559.000,1054.000,574.000,449.000,446.000,458.000,453.000,478.000,421.000,382.000,345.000,236.000,,,,,,,,,,
PartnersCapital,6756701.000,6297353.000,9837308.000,10720526.000,6067891.000,7037422.000,6753783.000,6626901.000,6221959.000,6438789.000,4971410.000,4970795.000,3363489.000,2961446.000,3229063.000,5287082.000,5809550.000,4577230.000,3119226.000,3171323.000,3907862.000,5429929.000,6738363.000,4516535.000
PrepaidExpenseCurrentAndNoncurrent,,,,,,,,,,,,,,,209018.000,207219.000,205399.000,203559.000,201718.000,199898.000,198078.000,196239.000,194399.000,192599.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,644438.000,1309022.000,,,,,,,,,,,,,,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6756701.000,6297353.000,9837308.000,10720526.000,6067891.000,7037422.000,6753783.000,6626901.000,6221959.000,6438789.000,4971410.000,4970795.000,3363489.000,2961446.000,3229063.000,5287082.000,5809550.000,4577230.000,3119226.000,3171323.000,3907862.000,5429929.000,6738363.000,4516535.000
