,2011-11-30,2012-02-29,2012-05-31,2013-08-31
AccruedLiabilitiesCurrent,253017.000,268784.000,326935.000,871002.000
AdditionalPaidInCapital,13543134.000,13081703.000,13814060.000,39361624.000
Assets,,117.000,13.000,
CashAndCashEquivalentsAtCarryingValue,7282.000,117.000,13.000,
CommonStockHeldInTrust,585077.000,79902.000,79902.000,105259.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.000
CommonStockSharesAuthorized,844828987.000,844828987.000,844828987.000,2000000000.000
CommonStockSharesIssued,726828492.000,726828492.000,484552.000,1036003087.000
CommonStockSharesOutstanding,726798492.000,726798492.000,484532.000,120829653.000
CommonStockValueOutstanding,726829.000,726829.000,485.000,10360.000
ConvertibleLongTermNotesPayable,,,,264750.000
ConvertibleNotesPayableCurrent,11063.000,7000.000,7000.000,258162.000
DebtInstrumentUnamortizedDiscount,8437.000,0.000,0.000,6588.000
DeferredTaxAssetsGross,,,,3403286.000
DeferredTaxAssetsValuationAllowance,,,,3403286.000
DepositLiabilitiesAccruedInterest,,,,237.000
DerivativeLiabilitiesCurrent,68648.000,34338.000,42147.000,925112.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,46490969.000
DueToAffiliateCurrent,101250.000,101250.000,101250.000,101250.000
DueToOtherRelatedPartiesClassifiedCurrent,,280.000,285.000,19649.000
DueToRelatedPartiesCurrent,468255.000,533597.000,603463.000,975940.000
EmployeeRelatedLiabilitiesCurrent,2969093.000,3114248.000,3273373.000,4035302.000
InterestPayableCurrent,469504.000,535023.000,604889.000,976177.000
Liabilities,4144075.000,4378423.000,4679129.000,7224244.000
LiabilitiesAndStockholdersEquity,7282.000,117.000,13.000,
LiabilitiesFairValueDisclosure,,,,925112.000
NotesPayableCurrent,15000.000,30000.000,30000.000,34500.000
NotesPayableRelatedPartiesClassifiedCurrent,256500.000,287500.000,293250.000,
OperatingLossCarryforwards,,,,9723673.000
OtherNotesPayableCurrent,,,,3090.000
PreferredStockValueOutstanding,3000.000,3000.000,,
RetainedEarningsAccumulatedDeficit,-7419591.000,-7419591.000,-7419591.000,-7419591.000
StockholdersEquity,-4136793.000,-4378306.000,-4679116.000,-7224244.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-4136793.000,-4378306.000,-4679116.000,
TreasuryStockShares,30000.000,30000.000,20.000,
TreasuryStockValue,3000.000,3000.000,3000.000,3000.000
