,2014-02-02,2015-02-01,2016-01-31,2017-01-29
AdjustmentsToAdditionalPaidInCapitalOther,-1000000.000,1000000.000,2000000.000,-1000000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,16000000.000,17000000.000,16000000.000,20000000.000
AdvertisingExpense,35000000.000,33000000.000,35000000.000,34000000.000
AllocatedShareBasedCompensationExpense,0.000,,,
AmortizationOfIntangibleAssets,135000000.000,99000000.000,15000000.000,14000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,12044000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-26000000.000,-30000000.000,184000000.000,-194000000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,807000000.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,2000000.000,
ComprehensiveIncomeNetOfTax,-231000000.000,-10000000.000,1484000000.000,197000000.000
CostOfRevenue,6015000000.000,6324000000.000,4932000000.000,4907000000.000
CurrentFederalTaxExpenseBenefit,,1000000.000,-165000000.000,3000000.000
CurrentForeignTaxExpenseBenefit,4000000.000,6000000.000,4000000.000,5000000.000
CurrentIncomeTaxExpenseBenefit,8000000.000,8000000.000,-173000000.000,10000000.000
CurrentStateAndLocalTaxExpenseBenefit,4000000.000,1000000.000,-12000000.000,2000000.000
DeferredFederalIncomeTaxExpenseBenefit,48000000.000,47000000.000,-829000000.000,118000000.000
DeferredForeignIncomeTaxExpenseBenefit,1000000.000,,1000000.000,
DeferredIncomeTaxExpenseBenefit,54000000.000,48000000.000,-912000000.000,129000000.000
DeferredIncomeTaxesAndTaxCredits,,55000000.000,-839000000.000,129000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,5000000.000,1000000.000,-84000000.000,11000000.000
DefinedContributionPlanCostRecognized,17000000.000,19000000.000,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,19000000.000,17000000.000
DepreciationAndAmortization,242000000.000,207000000.000,111000000.000,95000000.000
DepreciationDepletionAndAmortization,246000000.000,226000000.000,134000000.000,102000000.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,8000000.000,186000000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,-10000000.000,14000000.000,219000000.000,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,-1000000.000,7000000.000,73000000.000,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,1185000000.000,
DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization,,,18000000.000,
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,154000000.000,
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,,206000000.000,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,172000000.000,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,34000000.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,82000000.000,285000000.000,1391000000.000,
EarningsPerShareBasic,-1.310,0.020,7.470,0.980
EarningsPerShareBasicAndDiluted,-1.310,0.020,,
EarningsPerShareDiluted,-1.310,0.020,7.310,0.970
EffectOfExchangeRateOnCashAndCashEquivalents,-5000000.000,-5000000.000,-2000000.000,1000000.000
EffectiveIncomeTaxRateContinuingOperations,-0.422,1.077,-4.502,0.405
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,,0.350,0.350
ExtinguishmentOfDebtAmount,889000000.000,889000000.000,,
ExtinguishmentOfDebtGainLossIncomeTax,0.000,0.000,0.000,
GainLossOnSaleOfBusiness,,,186000000.000,-6000000.000
GoodwillImpairmentLoss,0.000,0.000,0.000,0.000
GoodwillTranslationAdjustments,-1000000.000,-1000000.000,,
