,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,264293.000,,,,571094.000,
ComprehensiveIncomeNetOfTax,687932.000,-407708.000,-433910.000,573660.000,-252128.000,-416386.000
CostOfRevenue,5103379.000,2885118.000,1434593.000,2256022.000,3893434.000,735095.000
DepreciationDepletionAndAmortization,19240.000,,,,18732.000,
EarningsPerShareBasic,0.010,-0.010,,,0.000,-0.010
EarningsPerShareBasicAndDiluted,,,-0.010,,,
EarningsPerShareDiluted,0.010,-0.010,,,,
GainLossRelatedToLitigationSettlement,,-150000.000,-150000.000,,,
GrossProfit,1314557.000,277921.000,321449.000,1399828.000,457693.000,169540.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,-259007.000,
IncomeTaxesPaid,,,,,20000.000,
IncreaseDecreaseInAccountsPayable,2466501.000,,,,-1281560.000,
IncreaseDecreaseInAccountsReceivable,3146082.000,,,,1211715.000,
IncreaseDecreaseInAccruedLiabilities,57009.000,,,,-404164.000,
IncreaseDecreaseInDeferredRevenue,-616479.000,,,,-88432.000,
IncreaseDecreaseInInventories,-625298.000,,,,-3545211.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,4909.000,,,,-19659.000,
InterestExpense,1590.000,1513.000,,,,
InterestPaid,1272.000,,,,,
InvestmentIncomeNet,5459.000,5487.000,5783.000,5895.000,5840.000,5491.000
NetCashProvidedByUsedInFinancingActivities,-23728.000,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-23728.000,,,,,
NetCashProvidedByUsedInInvestingActivities,-5453.000,,,,-5831.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5453.000,,,,-5831.000,
NetCashProvidedByUsedInOperatingActivities,293474.000,,,,576925.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,293474.000,,,,576925.000,
NetIncomeLoss,687940.000,-407689.000,-423766.000,570271.000,-259007.000,-415251.000
OperatingExpenses,630486.000,539584.000,600998.000,798557.000,722540.000,590282.000
OperatingIncomeLoss,684071.000,-261663.000,-279549.000,601271.000,-264847.000,-420742.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-8.000,-19.000,-10144.000,3389.000,6879.000,-1135.000
PaymentsToAcquireMarketableSecurities,5453.000,,,,5831.000,
RepaymentsOfRelatedPartyDebt,23728.000,,,,,
Revenues,6417936.000,3163039.000,1756042.000,3655850.000,4351127.000,904635.000
SalesRevenueNet,6417936.000,3163039.000,1756042.000,3655850.000,4351127.000,904635.000
SellingGeneralAndAdministrativeExpense,425530.000,334629.000,327427.000,536420.000,484339.000,371969.000
ShareBasedCompensation,204956.000,204955.000,273571.000,262137.000,238201.000,218313.000
WeightedAverageNumberOfDilutedSharesOutstanding,63629568.000,61320774.000,,,,
WeightedAverageNumberOfSharesOutstandingBasic,61320774.000,61320774.000,,,62346991.000,62416048.000
