,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-1912.000,,,,5299.000,,,,-11162.000,,,
CostsAndExpenses,75207.000,73473.000,68423.000,28895.000,75459.000,32284.000,25636.000,51325.000,18780.000,4706.000,2634.000,4906.000
CostsIncurredExplorationCosts,6233.000,6301.000,2049.000,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.010,0.010,0.000,0.000,0.010,,,,,,-0.020,
FeesAndCommissionsTransferAgent,,,,,-28179.000,-3296.000,-2024.000,-1954.000,-13143.000,-1486.000,-827.000,-4019.000
ForeignCurrencyTransactionGainLossBeforeTax,,227.000,-845.000,,-1072.000,-200.000,,,11.000,40.000,1675.000,-1688.000
ForeignCurrencyTransactionLossBeforeTax,162.000,,,,,,,,,,,
GeneralAndAdministrativeExpense,322.000,2995.000,3684.000,-632.000,1278.000,3468.000,112.000,298.000,1802.000,1360.000,2482.000,-1801.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,4681.000,,,,-2442.000,,,,3843.000,,,
IncreaseDecreaseInAccountsReceivable,-9.000,,,,,,,,-4868.000,,,
IncreaseDecreaseInDueToRelatedParties,22500.000,,,,22500.000,,,,-1093.000,,,
IncreaseDecreaseInPrepaidExpense,,,,,-1000.000,,,,,,,
ManagementFeeExpense,22500.000,22500.000,22500.000,22500.000,22500.000,22500.000,22500.000,22500.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,59700.000,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,59700.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-1912.000,,,,-54401.000,,,,-11162.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1912.000,,,,-54401.000,,,,-11162.000,,,
NetIncomeLoss,-75207.000,-73473.000,-68423.000,-28895.000,-75459.000,-32284.000,-25636.000,-51325.000,-18780.000,-4706.000,264366.000,-4906.000
OperatingIncomeLoss,,,,,,,,,,,-2634.000,
ProceedsFromIssuanceOfLongTermDebt,,,,,59700.000,,,,,,,
ProfessionalFees,6000.000,1575.000,500.000,4404.000,3930.000,2820.000,1000.000,1450.000,3846.000,1900.000,1000.000,1000.000
StockIssuedDuringPeriodValueIssuedForServices,46123.000,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,14059000.000,14059000.000,14059000.000,-28118000.000,14059000.000,14059000.000,14059000.000,-28118000.000,14059000.000,14059000.000,14059000.000,-28118000.000
