,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,10000000.000,11000000.000,10000000.000,,15000000.000,15000000.000,17000000.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,8000000.000,9000000.000,19000000.000,-11900000.000,25000000.000,26000000.000,26000000.000,25400000.000,25000000.000,23900000.000,-50000000.000,24700000.000,26700000.000,26900000.000,-51500000.000,31600000.000,34600000.000,32000000.000,-64100000.000,35200000.000,34800000.000,32900000.000,-85100000.000,33100000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,,,,77000000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,202000000.000,15000000.000,,,0.000,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,-24000000.000,280000000.000,178000000.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-855000000.000,,,,-668000000.000,49000000.000,-363000000.000,-109000000.000,714000000.000,-308000000.000,288000000.000,-345000000.000,-134000000.000,-352000000.000,634000000.000,-274000000.000,-71000000.000,-335000000.000,262000000.000,-485000000.000,14000000.000,-246000000.000,704000000.000,-524000000.000
ComprehensiveIncomeNetOfTax,106000000.000,40000000.000,-151000000.000,-551000000.000,-98000000.000,-280000000.000,-175000000.000,-318000000.000,-562000000.000,-463000000.000,445000000.000,-342000000.000,-162000000.000,-179000000.000,-525000000.000,-150000000.000,-126000000.000,-125000000.000,-253000000.000,-65000000.000,-62000000.000,-65000000.000,211000000.000,-155000000.000
ContributionOfProperty,,,,,,,,,,,,30000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
CostOfGoodsSold,2348000000.000,2409000000.000,2497000000.000,3788000000.000,1966000000.000,2018000000.000,1975000000.000,1823000000.000,1876000000.000,1960000000.000,2708000000.000,1875000000.000,1791000000.000,1751000000.000,2579000000.000,1816000000.000,1810000000.000,1815000000.000,2633000000.000,1793000000.000,1834000000.000,1795000000.000,2649000000.000,1723000000.000
DebtInstrumentPeriodicPaymentPrincipal,,,,,,,,,,,,,1250000.000,,,,,,,,,,,
