,2012-03-31,2012-09-30
AmortizationOfDebtDiscountPremium,7428.000,
AmortizationOfFinancingCosts,300.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,231.000,
DerivativeGainLossOnDerivativeNet,-17247.000,-129.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,335.000,
FairValueOptionChangesInFairValueGainLoss1,,67350.000
GeneralAndAdministrativeExpense,12693.000,15216.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-3647.000,
IncreaseDecreaseInDerivativeAssetsAndLiabilities,,13632.000
IncreaseDecreaseInDueToRelatedParties,5803.000,
InterestExpense,9805.000,4293.000
NetCashProvidedByUsedInFinancingActivities,26000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,26000.000,
NetCashProvidedByUsedInOperatingActivities,-26104.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-26104.000,
NetIncomeLoss,-53465.000,-38038.000
OperatingExpenses,26413.000,33616.000
OperatingIncomeLoss,-26413.000,-33616.000
OtherGeneralAndAdministrativeExpense,,10000.000
ProceedsFromRelatedPartyDebt,26000.000,
ProfessionalFees,13720.000,8400.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,42603000.000
