,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayable,589233.000,,507818.000,517150.000,630042.000,630006.000,73009.000,81870.000,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,595442.000,,,,,,,,,,,,
AccountsPayableCurrent,,,,,,,,,107148.000,110997.000,125540.000,127249.000,144389.000,149090.000
AccountsPayableOtherCurrent,520788.000,520788.000,520788.000,520788.000,520788.000,520788.000,520788.000,520788.000,,,,,,
AccruedLiabilitiesCurrent,,,,,101644.000,109635.000,118850.000,126486.000,138934.000,153398.000,82405.000,92488.000,102946.000,112790.000
AccruedLiabilitiesCurrentAndNoncurrent,97229.000,94177.000,91641.000,97275.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,11100.000,9054.000,,,,,,,,,,,-70002.000,-70002.000
AdditionalPaidInCapital,11490159.000,11490159.000,11734022.000,11734022.000,11734022.000,11734022.000,11734022.000,11734022.000,11734022.000,11734022.000,11734022.000,11734022.000,11734022.000,11777926.000
Assets,,50702.000,39406.000,103110.000,45520.000,34696.000,25621.000,16635.000,37580.000,27663.000,9033.000,993.000,993.000,1893.000
AssetsCurrent,23425.000,16050.000,8675.000,76300.000,22632.000,15521.000,9403.000,2293.000,25114.000,17073.000,9033.000,993.000,993.000,1893.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,-31859.000,,,,,
CommonStockParOrStatedValuePerShare,74556.000,74556.000,82329.000,82329.000,82329.000,82329.000,82329.000,82329.000,82329.000,82329.000,82329.000,82329.000,82329.000,82329.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,49154.000,49154.000,49154.000,49154.000,49154.000,49154.000,49154.000,49154.000,49154.000,49154.000,49154.000,49154.000,49154.000,5250.000
CommonStockSharesAuthorized,,,,,,,,,525000000.000,525000000.000,525000000.000,525000000.000,525000000.000,525000000.000
CommonStockSharesIssued,,103459.000,,,,,,,82329481.000,82329481.000,82329481.000,82329481.000,82329481.000,82329481.000
CommonStockholdersEquity,-1243368.000,-1286001.000,-1241589.000,-1277293.000,-1146856.000,-1181796.000,-655762.000,-691035.000,,,-819800.000,,,
ConversionOfStockAmountIssued,36400.000,36400.000,36400.000,36400.000,36400.000,36400.000,36400.000,36400.000,,,,,,
ConvertibleLongTermNotesPayable,250943.000,250943.000,,,,,,,371964.000,385741.000,477489.000,515895.000,,
ConvertibleNotesPayable,116921.000,152444.000,23200.000,281274.000,303334.000,,,,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,346415.000,358610.000,,,,,,
DebtConversionConvertedInstrumentAmount,103459.000,103459.000,144103.000,144103.000,144103.000,144103.000,144103.000,144103.000,,,,,,
DeferredDiscountsFinanceChargesAndInterestIncludedInReceivables,-268692.000,,,,,,,,,,,,,
