,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccumulatedDepreciationDepletionAndAmortizationReclassificationsOfPropertyPlantAndEquipment,,2764000.000,,,,
AssetImpairmentCharges,,,0.000,,,
AssetRetirementObligationAccretionExpense,96600.000,110000.000,123100.000,91700.000,216300.000,169700.000
AssetRetirementObligationLiabilitiesSettled,,,100500.000,,-269600.000,6000.000
AssetRetirementObligationRevisionOfEstimate,653800.000,-4000.000,-742100.000,2209900.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,1332500.000,371500.000,-447000.000,-1257000.000,181200.000,
CashPeriodIncreaseDecrease,,,,,,-9400.000
ComprehensiveIncomeNetOfTax,-71099300.000,79000.000,3960800.000,-35706000.000,-6282800.000,-603800.000
ContributionOfProperty,5799500.000,,,,,
CostsAndExpenses,,23788100.000,18372800.000,52592900.000,13354000.000,5954500.000
DeferredFederalStateAndLocalTaxExpenseBenefit,,,,,0.000,0.000
DepletionOfOilAndGasProperties,6989200.000,13917300.000,10650900.000,6513600.000,2361600.000,1898700.000
DerivativeGainLossOnDerivativeNet,,,,,654500.000,2800.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,-35400.000,3800.000
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves10PercentAnnualDiscountForEstimatedTimingOfCashFlows,,39356600.000,69621400.000,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureCashInflows,,146305000.000,203683400.000,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureNetCashFlows,,82668000.000,128101100.000,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts,,63637000.000,,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts1,,,-75582300.000,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesStandardizedMeasure,,43311400.000,58479700.000,,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,5461300.000,13342300.000,,,,
ExplorationAbandonmentAndImpairmentExpense,,,,,557800.000,
GainLossOnFairValueHedgeIneffectivenessNet,,0.000,0.000,0.000,,
GainLossOnSaleOfDerivatives,,,,-86700.000,-210700.000,-633000.000
GainLossOnSaleOfOilAndGasProperty,,,409100.000,,,
GainsLossesOnSalesOfAssets,,,409100.000,,,
GeneralAndAdministrativeExpense,117900.000,151300.000,153800.000,131300.000,137800.000,132000.000
GrossProfit,,17680800.000,17180400.000,10643000.000,2646200.000,1810000.000
ImpairmentOfLongLivedAssetsHeldForUse,74303200.000,218800.000,,,,
ImpairmentOfOilAndGasProperties,75598700.000,218000.000,0.000,41132400.000,6420500.000,212400.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,0.000,0.000
IncreaseDecreaseDueFromAffiliates,1007200.000,4102900.000,-1956500.000,-1459900.000,-1779000.000,155400.000
IncreaseDecreaseInAccruedLiabilities,653500.000,-496900.000,21300.000,-28300.000,-2900.000,24700.000
IncreaseDecreaseInAssetRetirementObligations,,,,,-557600.000,-6000.000
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,405700.000,,,
NaturalGasProductionRevenue,7265400.000,,,,,
NetCashProvidedByUsedInFinancingActivities,-5461300.000,-13342300.000,-19913700.000,-14351400.000,-4757000.000,-2133200.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-5461300.000,-13342300.000,-19913700.000,-14351400.000,-4757000.000,-2133200.000
NetCashProvidedByUsedInInvestingActivities,,,37500.000,529800.000,346100.000,16300.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,37500.000,529800.000,346100.000,16300.000
NetCashProvidedByUsedInOperatingActivities,6793800.000,13713800.000,19429200.000,12564600.000,4592100.000,2107500.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,6793800.000,13713800.000,19429200.000,12564600.000,4592100.000,2107500.000
NetIncomeLoss,-74241500.000,3283400.000,6661700.000,-35907300.000,-6023700.000,-600000.000
NetIncomeLossAllocatedToGeneralPartners,-20108900.000,3253700.000,4232200.000,-2650200.000,-1945000.000,88000.000
NetIncomeLossAllocatedToLimitedPartners,-54132600.000,29700.000,2429500.000,-33257100.000,-4078700.000,-688000.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-7218.000,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,324.000,-4434.000,-544.000,-92.000
OilAndGasProductionExpense,5799700.000,9390700.000,7445000.000,5467600.000,4317800.000,3541700.000
OilAndGasRevenue,13065100.000,27071500.000,24625400.000,16110600.000,7618500.000,5354500.000
OilAndGasSalesRevenue,,,,,6964000.000,5351700.000
OperatingCostsAndExpenses,87306600.000,,,,,
OperatingIncomeLoss,,,,-36482300.000,-5735500.000,-600000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPeriodIncreaseDecrease,3142200.000,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,-3204400.000,-2700900.000,,,
OtherComprehensiveIncomeLossNetOfTax,,,,201300.000,-259100.000,-3800.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,1998900.000,-97700.000,-35400.000,3800.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,1006600.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-113900.000,250300.000,-284000.000,,,
OtherNoncashExpense,1295500.000,784100.000,424800.000,,,
OtherNonoperatingIncome,,,,575000.000,,
PartnersCapitalAccountContributions,7131700.000,,,,,
PartnersCapitalAccountDistributions,5461300.000,13342300.000,19913700.000,14351400.000,4757000.000,2133200.000
PaymentsOfCapitalDistribution,,,19913700.000,14351400.000,4757000.000,2133200.000
PaymentsToAcquireOilAndGasEquipment,,,20200.000,,,
PriceRiskCashFlowHedgeGainOrLossReclassifiedToEarningsNet,-2739700.000,-3272100.000,,,,
ProceedsFromLegalSettlements,,,,-575000.000,,
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,,,57700.000,124100.000,150000.000,16300.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,26700.000,,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,4832500.000,7598800.000,,,
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,82300.000,,,,
ResultsOfOperationsDepreciationDepletionAndAmortizationAndValuationProvisions,,13917300.000,10650900.000,,,
ResultsOfOperationsImpairmentOfOilAndGasProperties,,218800.000,,40388700.000,6320500.000,212400.000
ResultsOfOperationsIncomeBeforeIncomeTaxes,,3544700.000,6529500.000,-36259300.000,-6035900.000,-301100.000
ResultsOfOperationsProductionOrLiftingCosts,,9390700.000,7445000.000,,,
ResultsOfOperationsRevenueFromOilAndGasProducingActivities,13065100.000,27071500.000,25034500.000,16110600.000,,
