,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
FloorBrokerageExchangeAndClearanceFees,3829692.000,3323075.000,2288483.000,1292276.000,1021750.000,693267.000
GeneralAndAdministrativeExpense,610341.000,354502.000,295416.000,191895.000,151427.000,100714.000
IncomeLossAttributableToParent,-6799014.000,-5672687.000,-3960159.000,-2251753.000,,
IncomeTaxExpenseBenefit,,,0.000,0.000,0.000,0.000
NetIncomeLoss,,-18594612.000,-3128862.000,4998084.000,-4402600.000,-5231038.000
NetIncomeLossAllocatedToLimitedPartners,-42318117.000,-18594612.000,-3128862.000,4998084.000,,
NetInvestmentIncome,,,,,-1778885.000,-1195691.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,-35519103.000,-12921925.000,831297.000,7249837.000,-2623715.000,
OperatingExpenses,6799014.000,5672687.000,3960159.000,2251753.000,1778885.000,1197700.000
OtherExpenses,,,,,,864.000
PartnersCapitalAccountContributions,,,,,1660047.000,
PartnersCapitalAccountRedemptions,36657698.000,54548476.000,62246171.000,38417326.000,14196918.000,19297918.000
PartnersCapitalAccountSaleOfUnits,76384741.000,16107308.000,3152783.000,1677289.000,,
RealizedInvestmentGainsLosses,,,,,,-2220037.000
TradingGainsLosses,,,,,,-4035347.000
TradingSecuritiesRealizedGainLoss,8966984.000,1497579.000,-3265524.000,-7174464.000,-5289822.000,
TradingSecuritiesUnrealizedHoldingGainLoss,-44486087.000,-14419504.000,4096821.000,14424301.000,2666107.000,
UnrealizedGainLossOnInvestments,,,,,,-1815310.000
