,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,9329000.000,,,,12291000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,3069000.000,,,,5174000.000,
OtherAccruedLiabilitiesCurrent,1834000.000,4095000.000,2449000.000,1789000.000,3471000.000,2886000.000,3683000.000,2770000.000
OtherAssetsMiscellaneousNoncurrent,5337000.000,11394000.000,14079000.000,16021000.000,17185000.000,21302000.000,21063000.000,19341000.000
OtherAssetsNoncurrent,5337000.000,11394000.000,14079000.000,16021000.000,17185000.000,21302000.000,21063000.000,19341000.000
OtherLiabilitiesNoncurrent,639000.000,605000.000,571000.000,552000.000,536000.000,648000.000,463000.000,453000.000
OtherLongTermDebtCurrent,338000.000,344000.000,49000.000,,,,,
OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,0.000,0.000,0.000,,,,,
PartnersCapital,171981000.000,185097000.000,182370000.000,173013000.000,163766000.000,225822000.000,226570000.000,226606000.000
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrent,2507000.000,0.000,0.000,,,,,
PrepaidExpenseCurrent,3434000.000,5028000.000,4080000.000,3643000.000,2682000.000,4739000.000,3512000.000,3517000.000
PropertyPlantAndEquipmentGross,701568000.000,687775000.000,692482000.000,694369000.000,695982000.000,873767000.000,876690000.000,879689000.000
PropertyPlantAndEquipmentNet,396002000.000,375199000.000,371753000.000,365586000.000,358960000.000,441661000.000,434512000.000,427162000.000
RoyaltyGuaranteesCommitmentsAmount,278000.000,278000.000,0.000,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,171981000.000,185097000.000,182370000.000,173013000.000,163766000.000,225822000.000,226570000.000,226606000.000
UnrecordedUnconditionalPurchaseObligationBalanceOnFirstAnniversary,2691000.000,,,,,,,
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount,2691000.000,771000.000,,294000.000,196000.000,245000.000,,
UnrecordedUnconditionalPurchaseObligationDueAfterFiveYears,0.000,,,,,,,
WorkersCompensationLiabilityCurrent,1025000.000,959000.000,1144000.000,1154000.000,1130000.000,1383000.000,1380000.000,1391000.000
WorkersCompensationLiabilityNoncurrent,2917000.000,3219000.000,2343000.000,2395000.000,2420000.000,3133000.000,3090000.000,3036000.000
