,2011-06-30,2011-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,653000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,5496000.000
ComprehensiveIncomeNetOfTax,,13749000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,48529000.000,37180000.000
CostsAndExpenses,193668000.000,111408000.000
DeferredIncomeTaxesAndTaxCredits,,-4892000.000
DepreciationDepletionAndAmortization,20974000.000,21062000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,-730000.000
ForeignCurrencyTransactionGainLossBeforeTax,284000.000,-196000.000
ForeignCurrencyTransactionGainLossUnrealized,,-750000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-82846000.000,18769000.000
IncomeTaxExpenseBenefit,-2056000.000,-1306000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-8967000.000
IncreaseDecreaseInAccountsReceivable,,13118000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,-6835000.000
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,37000.000
IncreaseDecreaseInIncomeTaxesReceivable,,-1001000.000
IncreaseDecreaseInInventories,,-5232000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,-4741000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-795000.000
InterestAndDebtExpense,20673000.000,22099000.000
InvestmentIncomeInterest,56000.000,69000.000
NetCashProvidedByUsedInFinancingActivities,,-2679000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-2679000.000
NetCashProvidedByUsedInInvestingActivities,,-4331000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-4331000.000
NetCashProvidedByUsedInOperatingActivities,,13236000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,13236000.000
NetIncomeLoss,-80790000.000,20075000.000
NonoperatingIncomeExpense,-20333000.000,-22226000.000
OperatingIncomeLoss,-62513000.000,40995000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,-246000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecrease,,7000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,-6080000.000
OtherSalesRevenueNet,,1937000.000
PaymentsToAcquirePropertyPlantAndEquipment,,4331000.000
RepaymentsOfLongTermDebt,,2216000.000
ResearchAndDevelopmentArrangementContractToPerformForOthersCompensationEarned,1371000.000,
ResearchAndDevelopmentArrangementContractToPerformForOthersCostsIncurredGross,1506000.000,
ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,50190000.000,
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,19645000.000,15754000.000
Revenues,131155000.000,152403000.000
RoyaltyRevenue,3086000.000,
SalesRevenueGoodsNet,126698000.000,150466000.000
SalesRevenueNet,131155000.000,152403000.000
SellingGeneralAndAdministrativeExpense,39260000.000,33267000.000
ShareBasedCompensation,,653000.000
SponsorFees,892000.000,1431000.000
