,2012-03-31,2013-03-31,2014-03-31,2016-03-31
CashPeriodIncreaseDecrease,-29136.000,-10111.000,-2124.000,
Depreciation,,,,461.000
EarningsPerShareBasicAndDiluted,-0.010,0.000,-0.010,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,
FairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInEarnings,,0.000,,
GainLossRelatedToLitigationSettlement,,,,12000.000
GeneralAndAdministrativeExpense,29136.000,,,
IncomeTaxExpenseBenefit,,,120500.000,
IncreaseDecreaseInAccountsPayable,,-26413.000,-1633.000,8073.000
IncreaseDecreaseInDueFromRelatedParties,,20730.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,,-10111.000,,
InvestmentAdvisoryFees,,,,0.000
NetCashProvidedByUsedInFinancingActivities,,,471916.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,471916.000,
NetCashProvidedByUsedInInvestingActivities,,,-122765.000,25000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-122765.000,25000.000
NetCashProvidedByUsedInOperatingActivities,-29136.000,,-351275.000,-25000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-29136.000,,-351275.000,-25000.000
NetIncomeLoss,-29136.000,-57254.000,-904255.000,-161565.000
OperatingExpenses,,20730.000,,173565.000
OperatingIncomeLoss,,-57254.000,-904255.000,-173565.000
OtherExpenses,3637.000,,,
OtherNonoperatingIncomeExpense,,,,12000.000
OtherSellingGeneralAndAdministrativeExpense,,,,0.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,122765.000,
ProceedsFromContributedCapital,,,1000.000,
ProceedsFromIssuanceOfCommonStock,,,460000.000,
ProceedsFromRelatedPartyDebt,,,90916.000,
ProfessionalFees,25499.000,,,
ProfitLoss,-29136.000,-57254.000,,
RepaymentsOfNotesPayable,,,80000.000,
SaleOfStockConsiderationReceivedPerTransaction,,50000.000,,
SellingGeneralAndAdministrativeExpense,,-57254.000,354255.000,123104.000
StockIssuedDuringPeriodSharesShareBasedCompensation,,,250000.000,
StockIssuedDuringPeriodValueIssuedForCash,,,460000.000,
StockIssuedDuringPeriodValueIssuedForServices,,,425000.000,
StockOptionPlanExpense,,,550000.000,50000.000
StockholdersEquityNoteStockSplitConversionRatio,,16.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5557500.000,86601333.000,70697050.000,73399871.000
