,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,6640.000,,,,230.000,,,,194968.000
EarningsPerShareBasicAndDiluted,,,,,-0.000,-0.000,,,-0.010
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-107957.000,-128365.000,,-60285.000,-39893.000,-52249.000,,-388822.000
IncreaseDecreaseInAccountsPayable,-14656.000,,,,-4979.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,-36417.000
IncreaseDecreaseInAccountsPayableRelatedParties,38194.000,,,,58294.000,,,,-85168.000
IncreaseDecreaseInAccruedLiabilities,,,,,7200.000,,,,
LaborAndRelatedExpense,32572.000,32295.000,,,,,,,121284.000
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,705375.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,705375.000
NetCashProvidedByUsedInOperatingActivities,6640.000,,,,230.000,,,,-510407.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,6640.000,,,,230.000,,,,-510407.000
NetIncomeLoss,-90229.000,-107957.000,-128365.000,-22070.000,-60285.000,-39893.000,-52249.000,-504733.000,-388822.000
OperatingExpenses,90229.000,107957.000,128365.000,22070.000,60285.000,39893.000,52249.000,504733.000,388822.000
OperatingIncomeLoss,-90229.000,-107957.000,-128365.000,,,,,,
OtherSellingGeneralAndAdministrativeExpense,,11586.000,1344.000,,56.000,109.000,5692.000,20920.000,9489.000
ProceedsFromIssuanceOfCommonStock,,,,,,,,,705375.000
ProfessionalFees,19563.000,31920.000,83826.000,-75976.000,16902.000,9784.000,14071.000,33529.000,140550.000
StockIssuedDuringPeriodSharesNewIssues,,,,,,,,,7811250.000
StockIssuedDuringPeriodSharesOther,,,,,,,,,5553750.000
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,781125.000
StockIssuedDuringPeriodValueOther,,,,,,,,,705375.000
StockRepurchasedAndRetiredDuringPeriodShares,,,,,,,,,66667.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,37862068.000,37872068.000,38203911.000,-75895301.000,38921911.000,38428264.000,37921911.000,-112676707.000,47140271.000
