,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,-2523.000,,,,-30846.000,,,,7100.000
CashPeriodIncreaseDecrease,,7983.000,,25642.000,,,,-733.000,,,,,,,,,,
ComprehensiveIncomeNetOfTax,-27213.000,-39780.000,-32641.000,-26139.000,-28354.000,-60345.000,-28045.000,-29144.000,292.000,-6707.000,-10476.000,-37936.000,-49304.000,-25028.000,-19401.000,-17473.000,-20591.000,-55807.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,-55761.000
CostOfRevenue,,,,,,,,,,,,,,,0.000,0.000,,0.000
DebtInstrumentIncreaseDecreaseOtherNet,,,,,,,,,0.000,,,,,,,,,
Depreciation,,444.000,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000
EffectOfExchangeRateOnCash,,,,,,,,,,0.000,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,-67.000,,,,,,1.000,,,,,,-677.000,,,,-516.000
GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,15073.000,,52668.000
GrossProfit,,,,,,,,,,,,,,,0.000,0.000,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,-55291.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,-55291.000
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,0.000
IncomeTaxesPaid,,,,,,,,,,,,,,,,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-589.000,,4411.000,,,,-21094.000,,,,,,,,,,5901.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,,,,,,,,,,1905.000,,,,1450.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,,-5597.000,,,,354.000,,,,
IncreaseDecreaseInAccruedTaxesPayable,,-1654.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInDueFromAffiliatesCurrent,,,,-3800.000,,,,-7071.000,,,,,,,,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,,,,-5915.000,,,,
IncreaseDecreaseInPrepaidExpense,,-2800.000,,,,,,,,,,,,-2625.000,,,,
InterestExpense,,,,,,,,,891.000,,1792.000,1915.000,,2549.000,2133.000,2188.000,4896.000,2623.000
InterestIncomeOperating,,,,,,,,,-1.000,,0.000,0.000,,,,,,
InterestPaid,,,,,,,,,,,,,,,,,,0.000
InvestmentIncomeInterest,62.000,11.000,3.000,,,,,,,,,,,,,,,
LeaseAndRentalExpense,,,8446.000,8400.000,8757.000,8757.000,7182.000,8757.000,,0.000,0.000,0.000,17178.000,,,,,
