,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,94600.000,188600.000,303000.000,411500.000,553100.000
AccruedLiabilitiesCurrent,15500.000,12700.000,8400.000,16500.000,18200.000,11500.000,300.000,3800.000,2700.000,13000.000,9400.000,20000.000,7800.000,10500.000,10500.000,11900.000,5100.000,12900.000,10300.000,15600.000,10900.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,365300.000,306000.000,8500.000,7000.000,3900.000,-6000.000,-11700.000,-14800.000,-12800.000,-9700.000,-8000.000,-8900.000,-9000.000,-6300.000,4700.000,3700.000,2600.000,1700.000,1100.000,800.000,400.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AssetRetirementObligation,1438600.000,1459600.000,1586600.000,1606800.000,1627000.000,1647200.000,1635200.000,1657400.000,1679600.000,1701900.000,1523400.000,1546000.000,1568600.000,1591200.000,2307000.000,2340000.000,2373000.000,2406000.000,2439000.000,2461600.000,2484900.000
Assets,7592500.000,7368600.000,4454500.000,4264600.000,4128300.000,4033800.000,3867500.000,3679200.000,3594000.000,3442300.000,3160900.000,3150800.000,3101200.000,2958300.000,1665000.000,1612700.000,1628800.000,905600.000,969900.000,1025900.000,1088000.000
AssetsCurrent,579900.000,547000.000,414900.000,321100.000,281000.000,299500.000,303500.000,228400.000,283900.000,268900.000,237300.000,268800.000,265300.000,167100.000,157100.000,118300.000,150800.000,212100.000,55800.000,48400.000,46800.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,0.000,0.000,,,,0.000,0.000,,0.000,0.000,0.000,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,22285400.000,,,,22479100.000,,,,24589200.000,,,,25398000.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,3550200.000,,,,2916300.000,,,,1499400.000,,,,690200.000,,
CapitalizedCostsSupportEquipmentAndFacilities,,,,,,,335300.000,,,,332100.000,,,,332100.000,,,,332100.000,,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,,,,25500300.000,,,,25063300.000,,,,25756500.000,,,,25756100.000,,
Cash,,,,,,,,,,,,,,,,,,,,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,59800.000,71400.000,29800.000,33100.000,25000.000,9000.000,27600.000,29700.000,27700.000,0.000,32200.000,,,0.000,,,0.000,0.000,0.000,,
DerivativeAssetFairValueNet,,,,,,,17100.000,12000.000,,,,,,,,,,,,,
DerivativeAssets,,,,,,,,,,,,,,,,,,,,15300.000,6800.000
DerivativeAssetsCurrent,,,,,,,,,,,,,,,,,,,,15300.000,6800.000
DerivativeFairValueOfDerivativeAsset,,,,,,,17100.000,,,,,,,,,,,,,,
DerivativeFairValueOfDerivativeNet,,,,,,,,12000.000,11300.000,12000.000,8700.000,7200.000,6200.000,8200.000,18700.000,20100.000,15600.000,16700.000,18400.000,,
DueFromRelatedPartiesCurrent,520100.000,475600.000,385100.000,288000.000,,,,,,,,,,,,,,,,,
DueFromRelatedPartiesNoncurrent,191300.000,150400.000,91700.000,70300.000,,,,,,,,,,,,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,,,,,5513300.000,,,,191900.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,,,,,,,,,,,,1466700.000,,,,4500.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,,,,,,,,,,,,,4046600.000,,,,187400.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,,,,,,,,,,,,419600.000,,,,100.000,,
GeneralPartnersCapitalAccount,1027200.000,998200.000,695100.000,651900.000,632200.000,629100.000,635700.000,601500.000,602300.000,576500.000,568300.000,570400.000,564700.000,521800.000,-53700.000,-80900.000,-112200.000,-340200.000,-367400.000,-393100.000,-422800.000
LiabilitiesAndStockholdersEquity,7592500.000,7368600.000,4454500.000,4264600.000,4128300.000,4033800.000,3867500.000,3679200.000,3594000.000,3442300.000,3160900.000,3150800.000,3101200.000,2958300.000,1665000.000,1612700.000,1628800.000,905600.000,969900.000,1025900.000,1088000.000
