,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-09-30,2015-03-31,2015-09-30,2017-03-31
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,24872.000
AmortizationOfIntangibleAssets,1250.000,,,,2500.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,-465874.000,,-80922.000
CashPeriodIncreaseDecrease,16000.000,,,,-4700.000,,,,,,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,,0.000,,
CostOfGoodsSold,,,,,,,,,,,32830.000,38930.000
Depreciation,,,,,,,,,,,,839.000
DepreciationAndAmortization,,,,,,,,,,,,839.000
DividendsPreferredStock,,,,,,,,,,,,0.000
EarningsPerShareBasic,,,,,,,,,0.000,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,,,,,,,-0.020,-0.040,-0.010
EarningsPerShareDiluted,,,,,,,,,0.000,,,
GeneralAndAdministrativeExpense,15510.000,15241.000,12600.000,,16650.000,40627.000,10643.000,,127943.000,,,
GrossProfit,,,,,,,,,,,-11220.000,-20310.000
IncomeLossFromContinuingOperations,,,,,,,,,-127943.000,-506946.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,-1703684.000,-524160.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,,,,,,,,-506946.000,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,-1703684.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,,-0.020,-0.040,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,-488818.000,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,0.000,0.000,
IncomeTaxExpenseBenefit,,,,,,,,,,,0.000,0.000
IncomeTaxesPaidNet,,,,,,,,,,0.000,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,300.000,,,,9000.000,,,,,37507.000,,-102139.000
IncreaseDecreaseInDeferredRevenue,5000.000,,,,-10833.000,,,,,,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,,,,,,,,-29011.000,,
IncreaseDecreaseInInsuranceAssets,,,,,,,,,,-40410.000,,-22978.000
IncreaseDecreaseInInventories,,,,,,,,,,,,29127.000
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,36986.000,,
IncreaseDecreaseInRoyaltiesPayable,450.000,,,,450.000,,,,,,,
IncreaseDecreaseInSecurityDeposits,,,,,,,,,,,,-7440.000
InterestExpense,,,,,,,,,10804.000,18128.000,12401.000,24560.000
InterestExpenseOther,,,,,,,,,,,7561.000,
InterestPaid,,,,,,,,,,0.000,,0.000
InvestmentIncomeInterest,,,,,,,,,,,,-1598.000
NetCashProvidedByUsedInFinancingActivities,9510.000,,,,,,,,,-465874.000,,500000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,9510.000,,,,,,,,,-465874.000,,500000.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,0.000,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,0.000,,0.000
NetCashProvidedByUsedInOperatingActivities,6490.000,,,,-4700.000,,,,,-465874.000,,-580922.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,6490.000,,,,-4700.000,,,,,-465874.000,,-580922.000
NetIncomeLoss,-510.000,-241.000,2400.000,-16553.000,-5817.000,-29794.000,190.000,-53798.000,,-506946.000,-1703684.000,-524160.000
NonoperatingIncomeExpense,,,,,,,,,,,12401.000,
OperatingCostsAndExpenses,,,,,,,,,,,1546976.000,
OperatingExpenses,,,,,,,,,127943.000,488818.000,1680063.000,456016.000
OperatingIncomeLoss,,,,,,,,,,,-1691283.000,-476326.000
OtherExpenses,,,,,,,,,,,,47834.000
OtherNoncashIncomeExpense,,,,,,,,,,18128.000,,
ProceedsFromRelatedPartyDebt,9510.000,,24510.000,,,,,,,,,0.000
ProceedsFromSaleOfLoansReceivable,,,,,,,,,,,,500000.000
ProfitLoss,,,,,,,,,-138747.000,-506946.000,,-524160.000
ProvisionForDoubtfulAccounts,,,,,,,,,,0.000,,
ResearchAndDevelopmentExpense,,,,,,,,,,,133087.000,140365.000
Revenues,15000.000,15000.000,15000.000,-1667.000,10833.000,10833.000,10833.000,-10832.000,,,21610.000,18620.000
SalesRevenueNet,15000.000,15000.000,15000.000,-1667.000,10833.000,10833.000,10833.000,-10832.000,,,21610.000,18620.000
SellingGeneralAndAdministrativeExpense,,,,,,,,,,,,314812.000
ShareBasedCompensation,,,,,,,,,,36000.000,,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,33000000.000,33000000.000,,,,,,,33000000.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,33000000.000,33000000.000,33000000.000,-66000000.000,,33018000.000,39417206.000,52515879.000
WeightedAverageNumberOfSharesOutstandingBasic,,,33000000.000,,,,,,33000000.000,,,
