,2012-03-31
AdjustmentForAmortization,230000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,160664.000
CashAndCashEquivalentsPeriodIncreaseDecrease,174035.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-1868432.000
CostOfRevenue,2632197.000
CostOfServicesLicensesAndServices,2636587.000
DebtConversionConvertedInstrumentSharesIssued1,0.000
Depreciation,3706.000
EarningsPerShareBasicAndDiluted,-0.040
EffectOfExchangeRateOnCashAndCashEquivalents,17195.000
GrossProfit,1921925.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1882546.000
IncomeTaxExpenseBenefit,4669.000
IncomeTaxesPaid,4669.000
IncreaseDecreaseInAccountsPayableTrade,71632.000
IncreaseDecreaseInAccountsReceivable,-141227.000
IncreaseDecreaseInAccruedLiabilities,-1054.000
IncreaseDecreaseInDeferredRevenue,-6694.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,55109.000
InterestExpenseDebt,899.000
InterestPaid,899.000
InvestmentIncomeInterest,82.000
IssuanceOfStockAndWarrantsForServicesOrClaims,700472.000
LicenseAndServicesRevenue,4553595.000
NetCashProvidedByUsedInFinancingActivities,456142.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,456142.000
NetCashProvidedByUsedInInvestingActivities,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000
NetCashProvidedByUsedInOperatingActivities,-299302.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-299302.000
NonoperatingIncomeExpense,-700472.000
NotesIssued1,0.000
OperatingExpenses,3103182.000
OperatingIncomeLoss,-1181257.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,18783.000
PaymentsToAcquirePropertyPlantAndEquipment,0.000
ProceedsFromIssuanceOfCommonStock,456070.000
ProceedsFromRepaymentsOfRelatedPartyDebt,72.000
ProfitLoss,-1887215.000
ProvisionForDoubtfulAccounts,83305.000
Revenues,4554122.000
SalesRevenueNet,4554122.000
SellingGeneralAndAdministrativeExpense,3103182.000
ShareBasedCompensation,592664.000
StockIssued1,0.000
StockIssuedDuringPeriodSharesOther,0.000
StockIssuedDuringPeriodSharesShareBasedCompensationForfeited,0.000
StockIssuedDuringPeriodValueOther,241948.000
StockIssuedDuringPeriodValueShareBasedCompensationForfeited,432000.000
TechnologyServicesCosts,-4390.000
TechnologyServicesRevenue,527.000
