,2011-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2434000.000
AmortizationOfFinancingCosts,696000.000
AmortizationOfFinancingCostsAndDiscounts,3043000.000
AssetImpairmentCharges,4162000.000
BusinessCombinationAcquisitionRelatedCosts,4633000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,418000.000
CapitalExpendituresIncurredButNotYetPaid,3056000.000
ComprehensiveIncomeNetOfTax,-69455000.000
CostOfGoodsSoldDepreciation,27598000.000
DeferredIncomeTaxExpenseBenefit,1570000.000
DepreciationAndAmortization,8969000.000
DepreciationDepletionAndAmortization,36567000.000
EarningsPerShareBasic,-3.050
EarningsPerShareDiluted,-3.050
GainLossOnDispositionOfAssets,-233000.000
GrossProfit,71751000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-67482000.000
IncomeTaxExpenseBenefit,1973000.000
IncomeTaxesPaidNet,442000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,3940000.000
IncreaseDecreaseInFairValueOfHedgedItemInPriceRiskFairValueHedge,86000.000
IncreaseDecreaseInInventories,-690000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-228000.000
IncreaseDecreaseInReceivables,4906000.000
IncreaseDecreaseInRestrictedCash,2913000.000
InterestExpense,58714000.000
InterestPaid,55462000.000
InvestmentIncomeInterest,15000.000
NetCashProvidedByUsedInContinuingOperations,-32229000.000
NetCashProvidedByUsedInFinancingActivities,20020000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,20020000.000
NetCashProvidedByUsedInInvestingActivities,-30231000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-30231000.000
NetCashProvidedByUsedInOperatingActivities,-22018000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-22018000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-69455000.000
NotesAssumed1,1973000.000
NotesIssued1,-1973000.000
OperatingExpenses,57210000.000
OperatingIncomeLoss,-8087000.000
PaymentsOfDebtIssuanceCosts,696000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,13339000.000
PaymentsToAcquireIntangibleAssets,17000.000
PaymentsToAcquireInvestments,1039000.000
PaymentsToAcquirePropertyPlantAndEquipment,15071000.000
ProceedsFromLongTermLinesOfCredit,-132425000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,840000.000
ProceedsFromStockOptionsExercised,16000.000
ProfitLoss,-69455000.000
RepaymentsOfLongTermLinesOfCredit,-153125000.000
SalesRevenueGoodsNet,328463000.000
ShareBasedCompensation,2242000.000
StockIssuedDuringPeriodValueStockOptionsExercised,16000.000
WeightedAverageNumberOfDilutedSharesOutstanding,22758000.000
WeightedAverageNumberOfSharesOutstandingBasic,22758000.000
