,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
AccountsAndNotesReceivableNet,,,2715893.000,,,,,,,,,,,,,,,,,,,
AccountsAndOtherReceivablesNetCurrent,,,0.000,,,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,2392821.000,3160745.000,2581787.000,2578018.000,2109309.000,2400052.000,1643339.000,1603309.000,1672760.000,1932301.000,782591.000,776433.000,936680.000,1484391.000,798470.000,2534677.000,1907667.000,3417702.000,2642112.000,2359544.000,2881459.000,2949117.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,1285714.000,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,0.000,,,,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,1351074.000,1417001.000,1482722.000,1551154.000,1620926.000,1691284.000,1762156.000,1835999.000,1911266.000,1987146.000,,,,,,,,,
AccountsReceivableNetCurrent,1700897.000,1830805.000,,2040530.000,1720683.000,2086142.000,2239594.000,2312881.000,1554031.000,1696113.000,2023563.000,1056859.000,716690.000,636700.000,1453416.000,1802986.000,1028252.000,1535513.000,3536574.000,2599299.000,1050445.000,393657.000
AccountsReceivableRelatedParties,,,,,,2985051.000,,,,,,,,,,,,,,,,
AccountsReceivableRelatedPartiesCurrent,,,,,,,3477907.000,,,86569.000,219505.000,260109.000,278532.000,400930.000,519659.000,486583.000,536933.000,93582.000,150113.000,135621.000,172255.000,121577.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-6759696.000,-7041313.000,,7667005.000,7988371.000,8321845.000,-8710820.000,8979523.000,9313497.000,8855444.000,9126961.000,9460936.000,,,-9563157.000,9942123.000,,,11081196.000,11599772.000,,
AdditionalPaidInCapital,53089293.000,53089293.000,53089293.000,53102649.000,53116005.000,53129361.000,53142717.000,53156073.000,53169429.000,53182785.000,53336106.000,53349462.000,53446748.000,53490079.000,53503435.000,53516791.000,53587099.000,53600456.000,53613811.000,53670764.000,53790764.000,53790764.000
AllowanceForDoubtfulAccountsReceivable,,75000.000,,,,,34000.000,,,,17000.000,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,50000.000,50000.000,50000.000,50000.000,50000.000,100000.000,100000.000,100000.000,71462.000,71462.000,71462.000,71462.000,13260.000,13260.000,13260.000,13260.000,13260.000,31860.000,31660.000,31660.000
AllowanceForDoubtfulAccountsReceivableNoncurrent,,,,,,,17000.000,,,,-17000.000,,,,,,,,,,,
Assets,12260598.000,12989825.000,12381653.000,13080508.000,12484734.000,12710433.000,12044577.000,13208078.000,12906421.000,15992574.000,15766991.000,15393651.000,14398792.000,15332395.000,14439741.000,15391012.000,15063058.000,19978415.000,19900208.000,21706640.000,23584501.000,25556137.000
AssetsCurrent,4122229.000,5040972.000,3912021.000,4375974.000,4178782.000,4680983.000,3770067.000,4508710.000,4350128.000,5255674.000,5694666.000,5410359.000,3808640.000,5567620.000,5243665.000,6304910.000,6040772.000,7264464.000,5958617.000,4756699.000,3415900.000,4707204.000
BuildingsAndImprovementsGross,,,,,,,,,,,,,,,4663339.000,,,,4663339.000,4663339.000,,
CapitalLeaseObligations,,,,461369.000,435152.000,417492.000,381727.000,,,,0.000,,,,,,,,,,,
Cash,,288537.000,194400.000,1020461.000,313300.000,381822.000,,717879.000,621997.000,382824.000,661263.000,853633.000,562619.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,598898.000,288537.000,194400.000,1020461.000,313300.000,381822.000,366896.000,717879.000,621997.000,382824.000,661263.000,853633.000,562619.000,205311.000,598887.000,718193.000,818385.000,508243.000,897377.000,685158.000,669668.000,483027.000
CommitmentsAndContingencies,,,,,,,,446250.000,325000.000,252000.000,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,2611.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000
