,2011-03-25,2011-06-17,2011-09-09,2011-12-31,2012-03-23,2012-06-15,2012-09-07,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,214000000.000,185000000.000,202000000.000,244000000.000,298000000.000,224000000.000,230000000.000,248000000.000,243000000.000,215000000.000,228000000.000,242000000.000,278000000.000,218000000.000,221000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,5439000000.000,5572000000.000,5715000000.000,5912000000.000,6013000000.000,6153000000.000,6313000000.000,6499000000.000,6507000000.000,6596000000.000,6727000000.000,6812000000.000,6808000000.000,6980000000.000,7079000000.000,7177000000.000,7304000000.000,7382000000.000,7506000000.000,7638000000.000,7643000000.000,7692000000.000,7873000000.000,7848000000.000,7945000000.000,8121000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,11000000.000,,,,5000000.000,,,,-2000000.000,,,,-2000000.000,,,,-7000000.000,,,,-5000000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-9000000.000,,,,11000000.000,,,,-7000000.000,,,,-67000000.000,,,,-137000000.000,,,,-121000000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-1000000.000,,,,12000000.000,,,,-9000000.000,-2000000.000,3000000.000,-32000000.000,-50000000.000,-87000000.000,-84000000.000,-119000000.000,-107000000.000,-94000000.000,-71000000.000,-79000000.000,-83000000.000,-78000000.000,-77000000.000
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,8492000000.000,8494000000.000,8485000000.000,8494000000.000,8476000000.000,8519000000.000,8396000000.000,8224000000.000,8302000000.000,8214000000.000,8146000000.000,8111000000.000,8077000000.000,8089000000.000,8102000000.000
Assets,,,,,,,,,,,,12814000000.000,12209000000.000,12215000000.000,12135000000.000,12207000000.000,12010000000.000,12041000000.000,11980000000.000,11784000000.000,11690000000.000,11592000000.000,11542000000.000,11408000000.000,11776000000.000,11854000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,74000000.000,,,,24000000.000,55000000.000,30000000.000,35000000.000,5000000.000,150000000.000,138000000.000,98000000.000
BuildingsAndImprovementsGross,13080000000.000,13240000000.000,13124000000.000,13168000000.000,13183000000.000,13317000000.000,13792000000.000,13665000000.000,13409000000.000,13483000000.000,13478000000.000,13435000000.000,13283000000.000,13354000000.000,13318000000.000,13336000000.000,13368000000.000,13665000000.000,13631000000.000,13646000000.000,13584000000.000,13504000000.000,13696000000.000,13483000000.000,13720000000.000,13777000000.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,6000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,7000000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,1183000000.000,1183000000.000,1211000000.000,,,418000000.000,418000000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,1031000000.000,1091000000.000,1091000000.000,1106000000.000,,,417000000.000,417000000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,,,1000000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,,,,6000000.000,,,,1000000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,1012000000.000,1164000000.000,1156000000.000,1174000000.000,,,409000000.000,409000000.000,,,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,139000000.000,75000000.000,76000000.000,134000000.000,134000000.000,,401000000.000,400000000.000,400000000.000,,,,,,
