,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AmortizationOfFinancingCostsAndDiscounts,,,1233370.000,,,,1094855.000,
AmortizationOfIntangibleAssets,1354013.000,421463.000,421463.000,421463.000,421463.000,421463.000,421463.000,421463.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,186755.000,,,,54995.000,
CostOfGoodsSold,53703042.000,53558919.000,56256698.000,51646706.000,52497119.000,53525576.000,54376558.000,52328510.000
DeferredIncomeTaxExpenseBenefit,,,-231382.000,,,,398912.000,
Depreciation,,,4172510.000,,,,4318242.000,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.500,
EntityWideRevenueMajorCustomerAmount,,,,,0.000,,0.000,
ExtinguishmentOfDebtGainLossNetOfTax,,,417950.000,,,,,
GainLossOnDispositionOfAssets,6738.000,35789.000,-4076.000,81865.000,-19015.000,11673.000,52743.000,5405.000
GainLossOnRepurchaseOfDebtInstrument,,,,337332.000,81600.000,,679000.000,0.000
GainsLossesOnExtinguishmentOfDebt,1167225.000,0.000,417950.000,,,,678678.000,0.000
GrossProfit,11296934.000,13456552.000,13685560.000,13363261.000,13314654.000,12942952.000,13674060.000,14059879.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-6287781.000,-2165005.000,-328770.000,-252470.000,189672.000,-99697.000,824994.000,509434.000
IncomeTaxExpenseBenefit,-2403298.000,-1201780.000,-163090.000,-237132.000,-88988.000,91491.000,430123.000,404385.000
IncreaseDecreaseInAccountsPayable,,,-254225.000,,,,-751713.000,
IncreaseDecreaseInAccountsReceivable,,,1420459.000,,,,1316335.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,,,-35836.000,
IncreaseDecreaseInAccruedLiabilities,,,7044234.000,,,,4991089.000,
IncreaseDecreaseInDueToAffiliatesCurrent,,,0.000,,,,,
IncreaseDecreaseInIncomeTaxesReceivable,,,,,,,0.000,
IncreaseDecreaseInInventories,,,273571.000,,,,-1033774.000,
IncreaseDecreaseInOtherCurrentAssets,,,-1321352.000,,,,177894.000,
IncreaseDecreaseInOtherNoncurrentAssets,,,-14397.000,,,,48207.000,
IncreaseDecreaseInOtherOperatingLiabilities,,,-48143.000,,,,-67724.000,
InterestCostsCapitalized,,,,,,,-45668.000,
InterestExpense,-5707688.000,-6104129.000,5506470.000,5332736.000,5107708.000,5105195.000,4972515.000,4843227.000
InventoryWriteDown,,,46700.000,,,,,
InvestmentIncomeInterest,-541.000,-6279.000,4892.000,341.000,985.000,637.000,17114.000,763.000
NetCashProvidedByUsedInFinancingActivities,,,-8883796.000,,,,-7238886.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-8883796.000,,,,-7238886.000,
NetCashProvidedByUsedInInvestingActivities,,,-2465859.000,,,,-2243000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-2465859.000,,,,-2243000.000,
NetCashProvidedByUsedInOperatingActivities,,,11536410.000,,,,9536881.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,11536410.000,,,,9536881.000,
NetIncomeLoss,,,-165680.000,-15338.000,278660.000,-191188.000,394871.000,105049.000
NoncashOrPartNoncashAcquisitionPayablesAssumed1,,,-636750.000,,,,244378.000,
NonoperatingIncomeExpense,-6867296.000,6166016.000,-5081193.000,-5043660.000,-5032683.000,-4792233.000,-4290133.000,-4867452.000
OperatingExpenses,10717419.000,9455541.000,8933137.000,8572071.000,8092299.000,8250416.000,8558933.000,8682993.000
OperatingIncomeLoss,579515.000,4001010.000,4752423.000,4791190.000,5222355.000,4692536.000,5115127.000,5376886.000
OtherNoncashExpense,,,,,,,-678678.000,
OtherNonoperatingIncomeExpense,-7076.000,68166.000,2435.000,-48597.000,-7560.000,-7648.000,-13410.000,-24988.000
PaymentsOfDebtIssuanceCosts,,,,,,,7500.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,2464874.000,,,,2267357.000,
ProceedsFromLinesOfCredit,,,23968135.000,,,,18542082.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,-985.000,,,,70025.000,
ProfitLoss,-3884483.000,-963225.000,,,,,,
ProvisionForDoubtfulAccounts,,,-19669.000,,,,8168.000,
RepaymentsOfLinesOfCredit,,,27800000.000,,,,20102000.000,
RepaymentsOfNotesPayable,,,5051931.000,,,,5671468.000,
RestructuringCharges,458627.000,1269885.000,4764.000,-1819.000,44455.000,172942.000,66748.000,-4144.000
RestructuringReserveSettledWithCash,,,,,,,74000.000,
SalesRevenueGoodsNet,64999976.000,67015471.000,69942258.000,65009967.000,65811773.000,66468528.000,68050618.000,66388389.000
SellingGeneralAndAdministrativeExpense,8911517.000,7799982.000,8502834.000,8234292.000,7607366.000,7667684.000,8123465.000,8271079.000
ShareBasedCompensation,,,0.000,,,,4637.000,
