,2014-12-31,2015-12-31,2016-12-31
AccretionOfDiscount,33450000.000,54911000.000,
AllocatedShareBasedCompensationExpense,2102000.000,3929000.000,3800000.000
AmortizationOfFinancingCosts,112000.000,314000.000,401000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,1567155.000
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortization,,,169528000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,14348000.000,-14571000.000,8674000.000
CostsIncurredAcquisitionOfOilAndGasProperties,57689000.000,43907000.000,205826000.000
CostsIncurredAcquisitionOfOilAndGasPropertiesWithProvedReserves,10879000.000,4121000.000,31441000.000
CostsIncurredAcquisitionOfUnprovedOilAndGasProperties,46810000.000,39786000.000,174385000.000
DebtConversionConvertedInstrumentAmount1,437115000.000,0.000,0.000
DepletionOfOilAndGasProperties,27601000.000,35436000.000,29820000.000
DevelopmentWellsDrilledNetProductive,,,33.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,19926000.000,,
ExtensionsDiscoveriesAdditionsAndImprovedRecoveryLessRelatedCosts,287837000.000,181330000.000,104451000.000
GasGatheringTransportationMarketingAndProcessingCosts,,259000.000,415000.000
GeneralAndAdministrativeExpense,3198000.000,5236000.000,5209000.000
ImpairmentOfOilAndGasProperties,0.000,3423000.000,47469000.000
IncreaseDecreaseInAccountsPayableRelatedParties,-9779000.000,4000.000,-4000.000
IncreaseDecreaseInFutureIncomeTaxExpenseEstimatesOnFutureCashFlowsRelatedToProvedOilAndGasReserves,-1650000.000,-1884000.000,51000.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,1709000.000,-1968000.000,1945000.000
IncreaseDecreaseInOtherCurrentAssets,253000.000,,
IncreaseDecreaseInPrepaidExpense,,595000.000,-224000.000
IncreaseDecreaseInReceivables,,,4144000.000
IncreaseDecreaseInRestrictedCash,500000.000,0.000,0.000
IncreaseDueToPurchasesOfMineralsInPlace,10879000.000,2963000.000,23651000.000
InterestCostsCapitalized,5275000.000,0.000,0.000
InterestExpense,487000.000,1110000.000,2455000.000
InterestExpenseRelatedParty,10755000.000,0.000,0.000
InterestPaidNet,16983000.000,745000.000,1953000.000
LimitedPartnersCapitalAccountDistributionAmount,,,9574000.000
NetCashProvidedByUsedInFinancingActivities,59350000.000,-34496000.000,145768000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,59350000.000,-34496000.000,145768000.000
NetCashProvidedByUsedInInvestingActivities,-96815000.000,-43907000.000,-205721000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-96815000.000,-43907000.000,-205721000.000
NetCashProvidedByUsedInOperatingActivities,51813000.000,63832000.000,68627000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,51813000.000,63832000.000,68627000.000
NetIncomeLossAllocatedToLimitedPartners,29634000.000,24419000.000,-10899000.000
NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,,0.310,-0.130
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,0.310,-0.130
NetIncreaseDecreaseInSalesAndTransferPricesAndProductionCosts,-17266000.000,-269154000.000,-42155000.000
NonoperatingIncomeExpense,-10783000.000,44000.000,-1588000.000
OilAndGasRevenue,,,79146000.000
OperatingExpenses,37350000.000,50484000.000,88457000.000
OperatingIncomeLoss,40417000.000,24375000.000,-9311000.000
OtherNonoperatingIncome,459000.000,1154000.000,867000.000
PartnersCapitalAccountContributions,437115000.000,,
PartnersCapitalAccountPublicSaleOfUnits,232198000.000,,93462000.000
PartnersCapitalAccountUnitBasedCompensation,2102000.000,3929000.000,3815000.000
PartnersCapitalAccountUnitsUnitbasedCompensation,,,24350.000
PaymentsOfCapitalDistribution,148760000.000,68555000.000,64824000.000
PaymentsOfDebtIssuanceCosts,1277000.000,441000.000,442000.000
PaymentsOfStockIssuanceCosts,2348000.000,0.000,546000.000
PaymentsToAcquireInvestments,33850000.000,0.000,0.000
PaymentsToAcquireMineralRights,57689000.000,43907000.000,
PaymentsToAcquireOilAndGasProperty,5276000.000,0.000,0.000
ProceedsFromIssuanceOfCommonLimitedPartnersUnits,234546000.000,0.000,125580000.000
ProceedsFromLinesOfCredit,78000000.000,34500000.000,164000000.000
ProductionTaxExpense,5377000.000,5531000.000,5544000.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,1174000.000,599000.000,
RepaymentsOfLinesOfCredit,78000000.000,0.000,78000000.000
RepaymentsOfSubordinatedDebt,2885000.000,0.000,0.000
ResultsOfOperationsOilAndGasProducingActivitiesNetIncomeExcludingCorporateOverheadAndInterestCosts,44789000.000,30210000.000,-4411000.000
RevisionsOfPreviousQuantityEstimates,-28270000.000,-71399000.000,-42883000.000
RoyaltyRevenue,77767000.000,74859000.000,78837000.000
SalesAndTransfersOfOilAndGasProducedNetOfProductionCosts,72390000.000,69328000.000,74628000.000
ShareBasedCompensation,2102000.000,3929000.000,3815000.000
StandardizedMeasureOfDiscountedFutureNetCashFlowOfProvedOilAndGasReservesOther,13400000.000,15088000.000,8531000.000
StandardizedMeasureOfDiscountedFutureNetCashFlowRelatingToProvedOilAndGasReservesAccretionOfDiscount,,,39800000.000
WeightedAverageLimitedPartnershipUnitsOutstanding,,79717000.000,83081000.000
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,,79727000.000,83081000.000
