,2012-01-31,2012-04-30
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,-223776.000,
CostOfRevenue,21977.000,5841.000
GainLossOnDerivativeInstrumentsNetPretax,-77182.000,
GrossProfit,5899.000,10169.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.010,0.010
InterestExpense,-57123.000,68489.000
InterestExpenseRelatedParty,-1046.000,1028.000
LiabilitiesFairValueAdjustment,,51133.000
NetIncomeLoss,-509546.000,172612.000
NonoperatingIncomeExpense,-359127.000,
OperatingCostsAndExpenses,156318.000,62131.000
OperatingIncomeLoss,-150419.000,51962.000
OtherCostAndExpenseOperating,22016.000,16181.000
OtherGeneralAndAdministrativeExpense,33000.000,
OtherIncome,,120650.000
ProfessionalFees,34002.000,
Revenues,27876.000,16010.000
SalariesAndWages,,12450.000
SalesRevenueNet,27876.000,-104640.000
ServiceManagementCosts,67300.000,20000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,5346848495.000
WeightedAverageNumberOfSharesOutstandingBasic,5818131679.000,
