,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,99800000.000,121300000.000,151200000.000,186200000.000,215300000.000,209300000.000,192000000.000,128500000.000,105800000.000,122400000.000,110600000.000,104900000.000,96000000.000,87000000.000,94600000.000,93100000.000,68000000.000,80700000.000,73900000.000,72000000.000,76700000.000,79500000.000
AccountsReceivableNetCurrent,96800000.000,93300000.000,83300000.000,71800000.000,56900000.000,56300000.000,38800000.000,52900000.000,61300000.000,56500000.000,44800000.000,47800000.000,54500000.000,76100000.000,65000000.000,42000000.000,41600000.000,31400000.000,52000000.000,52700000.000,60300000.000,76000000.000
AccruedIncomeTaxesCurrent,15100000.000,3500000.000,4300000.000,2200000.000,3200000.000,400000.000,500000.000,600000.000,800000.000,800000.000,600000.000,700000.000,1700000.000,3500000.000,2100000.000,1800000.000,1900000.000,1500000.000,400000.000,1100000.000,1300000.000,500000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,231700000.000,234300000.000,256700000.000,273300000.000,286200000.000,312600000.000,179600000.000,195200000.000,208000000.000,224700000.000,121300000.000,153100000.000,185700000.000,205100000.000,209500000.000,222100000.000,249300000.000,262800000.000,282200000.000,318900000.000,341000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,83800000.000,94000000.000,-4100000.000,24000000.000,51400000.000,16400000.000,78400000.000,57900000.000,31800000.000,-16000000.000,13400000.000,-30700000.000,-76300000.000,-34300000.000,-92500000.000,-138300000.000,-234800000.000,-217700000.000,-288900000.000,-321800000.000,-252300000.000,-255200000.000
AdditionalPaidInCapitalCommonStock,49200000.000,49300000.000,51100000.000,52600000.000,53600000.000,231200000.000,232300000.000,233800000.000,227700000.000,227200000.000,229700000.000,230700000.000,230000000.000,85500000.000,87500000.000,86600000.000,86200000.000,80200000.000,81800000.000,82500000.000,82700000.000,82900000.000
AssetRetirementObligation,,,,32800000.000,,,,36600000.000,,,,43800000.000,,,,35300000.000,,,,33800000.000,,
AssetRetirementObligationsNoncurrent,30400000.000,31100000.000,31300000.000,32800000.000,33600000.000,34000000.000,34900000.000,36600000.000,35100000.000,35200000.000,36100000.000,43800000.000,43800000.000,45500000.000,45300000.000,35300000.000,34600000.000,35500000.000,34300000.000,33800000.000,35700000.000,36200000.000
Assets,2463700000.000,2907400000.000,2814000000.000,2994200000.000,3083100000.000,3454700000.000,3617800000.000,3410200000.000,3428000000.000,3401100000.000,3441100000.000,3085500000.000,2983500000.000,3058100000.000,2989000000.000,2846300000.000,2610400000.000,2601300000.000,2448600000.000,2376400000.000,2473300000.000,2433300000.000
AssetsCurrent,523500000.000,797000000.000,595200000.000,501600000.000,363900000.000,624100000.000,594400000.000,804200000.000,740200000.000,652700000.000,576200000.000,496000000.000,460800000.000,473900000.000,508900000.000,448600000.000,394300000.000,353600000.000,347900000.000,323900000.000,321600000.000,289300000.000
CapitalLeaseObligations,,,,,,,,42300000.000,,97200000.000,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,,,,,,,11600000.000,,,,,,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,,,7200000.000,7200000.000,9000000.000,50100000.000,58000000.000,74500000.000,76600000.000,71600000.000,68700000.000,63000000.000,57400000.000,51500000.000,45700000.000,46400000.000,40000000.000,33800000.000,27400000.000,21400000.000,15300000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,8200000.000,,,,72100000.000,,,,90500000.000,,,,68500000.000,,,,53000000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,1000000.000,,,,14100000.000,,,,21800000.000,,,,22800000.000,,,,25600000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,1800000.000,,,,11300000.000,,,,2700000.000,,,,0.000,,,,600000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,1700000.000,,,,16300000.000,,,,19000000.000,,,,2700000.000,,,,1800000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,1600000.000,,,,15600000.000,,,,24000000.000,,,,18900000.000,,,,4400000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,1600000.000,,,,14800000.000,,,,23000000.000,,,,24100000.000,,,,20600000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,500000.000,,,,,,,,,,,,,,,,,,
CapitalizedCostsSupportEquipmentAndFacilities,,,,,,,,,900000.000,,,,,,,,,,,,,
