,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,,,14000000.000,18000000.000,15000000.000,15000000.000,15000000.000,16000000.000,15000000.000,16000000.000,19000000.000,21000000.000,20000000.000,21000000.000,24000000.000,25000000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,,-9000000.000,-1000000.000,,-3000000.000,-4000000.000,-1000000.000,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,14000000.000,11000000.000,,-11000000.000,-13000000.000,-11000000.000,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,-11000000.000,-11000000.000,,15000000.000,15000000.000,17000000.000,21000000.000,28000000.000,26000000.000,28000000.000,29000000.000,30000000.000,26000000.000,31000000.000,36000000.000,40000000.000,41000000.000,44000000.000,50000000.000,52000000.000,52000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-966000000.000,,,,-1576000000.000,,,,-983000000.000,,,,1115000000.000,,,,1464000000.000,,,,191000000.000,
ComprehensiveIncomeNetOfTax,482000000.000,-164000000.000,503000000.000,44000000.000,540000000.000,270000000.000,177000000.000,224000000.000,448000000.000,544000000.000,230000000.000,349000000.000,383000000.000,196000000.000,-177000000.000,536000000.000,90000000.000,147000000.000,530000000.000,155000000.000,314000000.000,91000000.000,423000000.000,637000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,1000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,-176000000.000,536000000.000,90000000.000,147000000.000,530000000.000,155000000.000,314000000.000,91000000.000,423000000.000,637000000.000
CurrentForeignTaxExpenseBenefit,,,,,,,,,,,,,364000000.000,,,,,,,,,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,-23000000.000,-40000000.000,158000000.000,417000000.000,205000000.000,-81000000.000,185000000.000,172000000.000,296000000.000,259000000.000,280000000.000,104000000.000,102000000.000,51000000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,-42000000.000,-78000000.000,,209000000.000,-64000000.000,-207000000.000,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,119000000.000,,,,-156000000.000,,,,-34000000.000,,,,-299000000.000,,,,123000000.000,,,,56000000.000,
FinancialServicesRevenue,2123000000.000,2053000000.000,1976000000.000,1938000000.000,1960000000.000,2008000000.000,2015000000.000,2079000000.000,2175000000.000,1536000000.000,2076000000.000,2137000000.000,2214000000.000,2179000000.000,2197000000.000,2257000000.000,2368000000.000,2458000000.000,2506000000.000,2595000000.000,2649000000.000,2673000000.000,2636000000.000,2699000000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,48000000.000,43000000.000,,39000000.000,40000000.000,35000000.000,36000000.000,39000000.000,35000000.000,35000000.000,31000000.000,32000000.000,32000000.000,30000000.000,32000000.000,30000000.000,33000000.000,30000000.000,29000000.000,34000000.000,38000000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,-68000000.000,-78000000.000,,80000000.000,70000000.000,76000000.000,79000000.000,77000000.000,60000000.000,70000000.000,93000000.000,79000000.000,72000000.000,87000000.000,98000000.000,101000000.000,97000000.000,113000000.000,132000000.000,125000000.000,112000000.000
ForeignCurrencyTransactionGainLossRealized,,,,-7000000.000,76000000.000,,-208000000.000,37000000.000,188000000.000,65000000.000,7000000.000,31000000.000,-170000000.000,-104000000.000,-151000000.000,140000000.000,-106000000.000,-44000000.000,-219000000.000,-209000000.000,-157000000.000,10000000.000,-34000000.000,56000000.000
GainsLossesOnExtinguishmentOfDebt,,,,-6000000.000,-3000000.000,,0.000,-1000000.000,0.000,0.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,604000000.000,581000000.000,452000000.000,438000000.000,393000000.000,414000000.000,507000000.000,454000000.000,427000000.000,368000000.000,499000000.000,434000000.000,498000000.000,423000000.000,483000000.000,506000000.000,541000000.000,556000000.000,514000000.000,400000000.000,567000000.000,398000000.000,481000000.000,619000000.000
IncomeTaxExpenseBenefit,221000000.000,231000000.000,157000000.000,142000000.000,38000000.000,146000000.000,143000000.000,179000000.000,155000000.000,-200000000.000,187000000.000,170000000.000,-220000000.000,12000000.000,177000000.000,166000000.000,176000000.000,204000000.000,156000000.000,104000000.000,181000000.000,65000000.000,148000000.000,173000000.000
IncreaseDecreaseInDeferredIncomeTaxes,,,-135000000.000,,,,21000000.000,,,,-149000000.000,,,,-366000000.000,,,,-107000000.000,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,88000000.000,,,,170000000.000,,,,-62000000.000,,,,-96000000.000,,,,-116000000.000,,,,,
InterestAndFeeIncomeOtherLoans,14000000.000,12000000.000,13000000.000,13000000.000,17000000.000,13000000.000,15000000.000,14000000.000,43000000.000,20000000.000,21000000.000,21000000.000,20000000.000,19000000.000,18000000.000,14000000.000,12000000.000,13000000.000,12000000.000,7000000.000,10000000.000,9000000.000,17000000.000,17000000.000
InterestExpense,895000000.000,888000000.000,803000000.000,774000000.000,741000000.000,709000000.000,683000000.000,682000000.000,691000000.000,674000000.000,666000000.000,673000000.000,663000000.000,654000000.000,638000000.000,599000000.000,582000000.000,597000000.000,646000000.000,687000000.000,697000000.000,725000000.000,729000000.000,769000000.000
InvestmentIncomeNet,,,,20000000.000,21000000.000,,15000000.000,5000000.000,18000000.000,12000000.000,14000000.000,15000000.000,12000000.000,12000000.000,25000000.000,20000000.000,30000000.000,-6000000.000,28000000.000,24000000.000,19000000.000,14000000.000,23000000.000,24000000.000
NetCashProvidedByUsedInFinancingActivities,,,-134000000.000,,,,1596000000.000,,,,2396000000.000,,,,5999000000.000,,,,5992000000.000,,,,2169000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-134000000.000,,,,1596000000.000,,,,2396000000.000,,,,5999000000.000,,,,5992000000.000,,,,2169000000.000,
