,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-10000.000
AdvertisingExpense,21000.000
AmortizationOfDeferredLoanOriginationFeesNet,-1000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-16000.000
ComprehensiveIncomeNetOfTax,105000.000
DeferredIncomeTaxExpenseBenefit,-8000.000
Depreciation,43000.000
EquipmentExpense,37000.000
FederalDepositInsuranceCorporationPremiumExpense,23000.000
ForeclosedRealEstateExpense,1000.000
GainLossOnSaleOfLoansAndLeases,18000.000
GainsLossesOnSalesOfOtherRealEstate,1000.000
ImpairedFinancingReceivableAverageRecordedInvestment,618000.000
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,618000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,156000.000
IncomeTaxExpenseBenefit,49000.000
IncreaseDecreaseInAccruedInterestReceivableNet,10000.000
IncreaseDecreaseInAdvancePaymentsByBorrowersForTaxesAndInsurance,210000.000
IncreaseDecreaseInDeposits,-588000.000
IncreaseDecreaseInLifeInsuranceLiabilities,-12000.000
IncreaseDecreaseInOtherAccruedLiabilities,73000.000
IncreaseDecreaseInOtherLoans,6028000.000
IncreaseDecreaseInPrepaidExpensesOther,203000.000
InformationTechnologyAndDataProcessing,58000.000
InterestAndFeeIncomeLoansCommercial,6000.000
InterestAndFeeIncomeLoansHeldForSaleMortgages,948000.000
InterestAndFeeIncomeOtherLoans,3000.000
InterestExpense,253000.000
InterestExpenseBorrowings,51000.000
InterestExpenseDeposits,202000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,792000.000
InterestIncomeExpenseNet,802000.000
InterestIncomeOperating,1055000.000
InterestIncomeSecuritiesTaxable,39000.000
InterestPaidNet,248000.000
NetCashProvidedByUsedInFinancingActivities,5870000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5870000.000
NetCashProvidedByUsedInInvestingActivities,-5873000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5873000.000
NetCashProvidedByUsedInOperatingActivities,-13000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-13000.000
NetIncomeLoss,107000.000
NoninterestExpense,719000.000
NoninterestIncome,83000.000
NoninterestIncomeOther,22000.000
OfficersCompensation,19000.000
OtherComprehensiveIncomeLossNetOfTax,-2000.000
OtherComprehensiveIncomeLossTax,-2000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,-4000.000
OtherNoninterestExpense,97000.000
PaymentsToAcquireFederalHomeLoanBankStock,261000.000
ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,7450000.000
ProceedsFromSaleAndMaturityOfHeldToMaturitySecurities,46000.000
ProceedsFromSaleOfAvailableForSaleSecurities,360000.000
ProceedsFromSaleOfForeclosedAssets,10000.000
ProvisionForLoanAndLeaseLosses,10000.000
RepaymentsOfDebtAndCapitalLeaseObligations,1202000.000
SalariesWagesAndOfficersCompensation,420000.000
ServicingFeesNet,42000.000
