,2014-06-30,2014-09-30
AccountsPayableTradeCurrent,9861000.000,220000.000
AccountsReceivableNetCurrent,81463000.000,97162000.000
AssetRetirementObligation,10505000.000,12337000.000
AssetRetirementObligationCurrent,9000.000,9000.000
AssetRetirementObligationsNoncurrent,10496000.000,12328000.000
Assets,2753715000.000,3085890000.000
AssetsCurrent,326027000.000,122038000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,680532000.000,892027000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,396000.000,1055000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,1258000.000,1390000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,1638000.000,2734000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,678894000.000,889293000.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,227195000.000,277347000.000
CapitalizedCostsUncompletedWellsEquipmentAndFacilities,47138000.000,54122000.000
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,1111196000.000,1314766000.000
CashAndCashEquivalentsAtCarryingValue,242895000.000,4847000.000
DebtInstrumentFaceAmount,1150000000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,139000.000,
DeferredTaxLiabilitiesCurrent,,251000.000
DeferredTaxLiabilitiesNoncurrent,4815000.000,6836000.000
DerivativeAssetsCurrent,,16948000.000
DerivativeAssetsNoncurrent,318000.000,9327000.000
DerivativeLiabilitiesCurrent,33542000.000,
DerivativeLiabilitiesNoncurrent,3320000.000,
InterestPayableCurrent,14293000.000,33337000.000
InventoryNet,1176000.000,1910000.000
Liabilities,1407173000.000,1620128000.000
LiabilitiesAndStockholdersEquity,2753715000.000,3085890000.000
LiabilitiesCurrent,238402000.000,214812000.000
LongTermDebtNoncurrent,1150000000.000,1386000000.000
OilAndGasPropertyFullCostMethodNet,2399365000.000,2927031000.000
OtherAssetsCurrent,354000.000,1171000.000
OtherAssetsNoncurrent,2097000.000,2393000.000
OtherLiabilitiesCurrent,9555000.000,4819000.000
OtherLiabilitiesNoncurrent,140000.000,152000.000
PartnersCapital,1346542000.000,1465762000.000
RelatedPartyTransactionDueFromToRelatedParty,,-1754000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1346542000.000,1465762000.000
UnamortizedDebtIssuanceExpense,25908000.000,25101000.000
