,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,4008000.000,,,,3246000.000,,,,4049000.000,,,,4066000.000,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,90000.000,,,,1000.000,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,500000.000,,,,,,,,,,,,,,,,,,,
AmortizationOfAcquiredIntangibleAssets,480000.000,898000.000,1165000.000,1381000.000,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,59000.000,,,,59000.000,,,
AmortizationOfIntangibleAssets,,,,,1304000.000,1305000.000,1304000.000,-2778000.000,309000.000,310000.000,309000.000,309000.000,309000.000,310000.000,309000.000,309000.000,309000.000,310000.000,309000.000,309000.000
BusinessAcquisitionsProFormaNetIncomeLoss,-16778000.000,-10259000.000,-8662000.000,-22862000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,37266000.000,38626000.000,42771000.000,45164000.000,,45538000.000,47997000.000,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,7504000.000,8283000.000,31000.000,366000.000,492000.000,2326000.000,413000.000,815000.000,702000.000,224000.000,332000.000,157000.000,176000.000,120000.000,84000.000,196000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,413000.000,,,,83000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-6222000.000,,,,1695000.000,,,,-7230000.000,,,,-591000.000,,,,-455000.000,,,
ComprehensiveIncomeNetOfTax,-18631000.000,-11136000.000,-10854000.000,-23257000.000,-17477000.000,-13866000.000,-7783000.000,-13246000.000,-10263000.000,-10393000.000,-4690000.000,-10041000.000,-10184000.000,-4984000.000,-3601000.000,-6810000.000,-5744000.000,-4623000.000,-2631000.000,-3747000.000
CostOfGoodsAndServicesSold,12633000.000,14099000.000,14217000.000,14158000.000,14299000.000,14475000.000,15607000.000,8524000.000,16356000.000,17414000.000,17988000.000,18148000.000,19548000.000,19146000.000,18920000.000,19253000.000,18756000.000,18855000.000,19196000.000,19596000.000
DepreciationDepletionAndAmortization,1713000.000,,,,3476000.000,,,,2810000.000,,,,3644000.000,,,,3578000.000,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,,,,,11011000.000,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,-1537000.000,,,,0.000,0.000,0.000,0.000,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,,,,,303000.000,,,,0.000,0.000,0.000,0.000,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,,,,,280000.000,,,,0.000,0.000,0.000,0.000,,,,
DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,,,,,,,,,-10729000.000,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,,,,,,,,23000.000,,,,0.000,0.000,0.000,0.000,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,,,,,,,282000.000,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,2535000.000,,,,0.000,0.000,0.000,0.000,,,,
