,2011-05-05,2011-08-05,2011-10-28,2011-12-31,2012-05-03,2012-08-03,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,696776000.000,,,770000000.000,676000000.000,749000000.000,717000000.000,616000000.000,634000000.000,689000000.000,683000000.000,594000000.000,512000000.000,670000000.000,533000000.000,498000000.000,449000000.000,525000000.000,519000000.000,582000000.000,511000000.000,574000000.000
AccountsReceivableNetNoncurrent,,,,29807000.000,,,,,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,56517000.000,,,48000000.000,116000000.000,99000000.000,91000000.000,75000000.000,69000000.000,84000000.000,715000000.000,277000000.000,64000000.000,96000000.000,61000000.000,71000000.000,57000000.000,257000000.000,130000000.000,132000000.000,169000000.000,256000000.000
AccruedLiabilitiesCurrent,,,,1435603000.000,,,1504000000.000,1392000000.000,1235000000.000,1336000000.000,1282000000.000,1272000000.000,1204000000.000,1278000000.000,1307000000.000,1287000000.000,1083000000.000,1147000000.000,1137000000.000,1136000000.000,1086000000.000,1116000000.000,1180000000.000,1202000000.000,1149000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,4061901000.000,,,,3837000000.000,,,,3163000000.000,,,,3113000000.000,,,,3078000000.000,,,,3131000000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,549144000.000,,,,574000000.000,,,,290000000.000,,,,393000000.000,,,,379000000.000,371000000.000,365000000.000,358000000.000,405000000.000,395000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,773367000.000,,,,867000000.000,,,,674000000.000,,,,-265000000.000,,,,-1100000000.000,-961000000.000,-1100000000.000,-1100000000.000,-1400000000.000,-1200000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,224223000.000,,,277000000.000,293000000.000,155000000.000,12000000.000,292000000.000,384000000.000,420000000.000,359000000.000,-148000000.000,-658000000.000,-1226000000.000,-1046000000.000,-1370000000.000,-1504000000.000,-1332000000.000,-1470000000.000,-1468000000.000,-1807000000.000,-1643000000.000
AdditionalPaidInCapitalCommonStock,,,,686155000.000,,,921000000.000,1012000000.000,1012000000.000,1019000000.000,1032000000.000,1046000000.000,1043000000.000,1064000000.000,1076000000.000,1096000000.000,1102000000.000,1113000000.000,1124000000.000,1135000000.000,1141000000.000,1158000000.000,1174000000.000,1188000000.000,1184000000.000
AdvancesOnInventoryPurchases,,,,39875000.000,,,,52000000.000,,,,30000000.000,,,,30000000.000,,,,22000000.000,,,,20000000.000,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,46000000.000,,,,43000000.000,,,,42000000.000,,,,43000000.000,
Assets,,,,17983514000.000,,,19023000000.000,19309000000.000,19206000000.000,19199000000.000,19751000000.000,19966000000.000,20170000000.000,19936000000.000,19028000000.000,17678000000.000,15937000000.000,16348000000.000,16104000000.000,15729000000.000,15437000000.000,15222000000.000,15709000000.000,15201000000.000,15529000000.000
AssetsCurrent,,,,6849346000.000,,,7650000000.000,7960000000.000,8110000000.000,8213000000.000,9582000000.000,9816000000.000,10028000000.000,9791000000.000,9152000000.000,8076000000.000,6667000000.000,7033000000.000,6969000000.000,6720000000.000,6241000000.000,6167000000.000,6185000000.000,6123000000.000,6430000000.000
