,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,2000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,38000000.000,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,10000000.000,,,,10000000.000,,,,11000000.000,,,,9000000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,,,,,,,,,,,,12000000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,7000000.000,,,,33000000.000,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,7000000.000,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,1000000.000,,,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,9000000.000,,,,,,,,,,,,,,,,,,,,,,,
CapitalLeaseObligationsIncurred,3000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-113000000.000,,,,-50000000.000,,,,-68000000.000,,,,420000000.000,,,,-930000000.000,,,,-853000000.000,,,,-715000000.000,
CommonStockDividendsPerShareDeclared,0.150,,,,0.300,,,,0.600,,,,0.110,,,,0.160,,,,0.190,,,,0.220,
ComprehensiveIncomeNetOfTax,668000000.000,654000000.000,574000000.000,-87000000.000,762000000.000,575000000.000,853000000.000,632000000.000,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,668000000.000,654000000.000,573000000.000,-88000000.000,761000000.000,575000000.000,853000000.000,632000000.000,655000000.000,884000000.000,1015000000.000,679000000.000,872000000.000,939000000.000,735000000.000,633000000.000,641000000.000,1068000000.000,933000000.000,750000000.000,1015000000.000,906000000.000,1164000000.000,726000000.000,1142000000.000,1341000000.000
CostsAndExpenses,665000000.000,782000000.000,816000000.000,1738000000.000,758000000.000,846000000.000,854000000.000,996000000.000,799000000.000,868000000.000,970000000.000,1206000000.000,892000000.000,994000000.000,1083000000.000,1398000000.000,879000000.000,1139000000.000,1161000000.000,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,37000000.000,,,,-20000000.000,,,,8000000.000,
DepreciationAndAmortization,42000000.000,49000000.000,51000000.000,52000000.000,54000000.000,56000000.000,58000000.000,62000000.000,62000000.000,61000000.000,64000000.000,71000000.000,73000000.000,81000000.000,83000000.000,84000000.000,87000000.000,92000000.000,94000000.000,93000000.000,95000000.000,93000000.000,93000000.000,92000000.000,92000000.000,111000000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-13000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
DividendsCommonStockCash,20000000.000,,,,38000000.000,,,,73000000.000,,,,130000000.000,,,,183000000.000,,,,209000000.000,,,,236000000.000,
EarningsPerShareBasic,4.310,4.770,5.650,0.170,5.380,5.560,6.190,4.890,6.250,6.980,7.300,-17.960,0.730,0.800,0.880,0.700,0.890,0.810,0.860,0.800,0.860,0.890,1.080,0.870,1.000,1.100
EarningsPerShareDiluted,4.290,4.760,5.630,0.170,5.360,5.550,6.170,4.860,6.230,6.960,7.270,-17.900,0.730,0.800,0.870,0.700,0.890,0.810,0.860,0.790,0.860,0.890,1.080,0.860,1.000,1.100
EffectOfExchangeRateOnCashAndCashEquivalents,62000000.000,,,,45000000.000,,,,-50000000.000,,,,1000000.000,,,,-222000000.000,,,,69000000.000,,,,23000000.000,
EffectiveIncomeTaxRateContinuingOperations,0.328,0.318,0.305,-0.645,0.318,0.280,0.276,-0.575,0.305,0.312,0.299,-0.608,0.320,0.322,0.285,-0.639,0.239,0.257,0.277,-0.541,0.283,0.280,0.275,-0.557,0.269,0.277
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,7000000.000,,,,33000000.000,,,,14000000.000,,,,38000000.000,,,,27000000.000,,,,22000000.000,,,,0.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,7000000.000,,,,33000000.000,,,,,,,,,,,,,,,,,,,,0.000,
FairValueOfAssetsAcquired,,,,,,,,,,,,,246000000.000,,,,13000000.000,,,,0.000,,,,,
GeneralAndAdministrativeExpense,494000000.000,540000000.000,565000000.000,597000000.000,579000000.000,591000000.000,620000000.000,639000000.000,608000000.000,621000000.000,701000000.000,719000000.000,670000000.000,740000000.000,797000000.000,977000000.000,650000000.000,810000000.000,883000000.000,998000000.000,868000000.000,930000000.000,933000000.000,983000000.000,951000000.000,1075000000.000
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,160000000.000,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,836000000.000,892000000.000,1030000000.000,-12000000.000,999000000.000,973000000.000,1066000000.000,894000000.000,1102000000.000,1233000000.000,1254000000.000,911000000.000,1281000000.000,1373000000.000,1418000000.000,1007000000.000,1340000000.000,1241000000.000,1352000000.000,1025000000.000,1337000000.000,1365000000.000,1633000000.000,1311000000.000,1478000000.000,1628000000.000
IncomeTaxExpenseBenefit,274000000.000,284000000.000,314000000.000,-30000000.000,318000000.000,273000000.000,294000000.000,289000000.000,336000000.000,385000000.000,375000000.000,288000000.000,411000000.000,442000000.000,403000000.000,206000000.000,320000000.000,320000000.000,375000000.000,135000000.000,378000000.000,382000000.000,449000000.000,378000000.000,397000000.000,451000000.000
IncreaseDecreaseInAccountsPayable,8000000.000,,,,-88000000.000,,,,-93000000.000,,,,-46000000.000,,,,1000000.000,,,,-75000000.000,,,,57000000.000,
IncreaseDecreaseInAccountsReceivable,2000000.000,,,,-7000000.000,,,,25000000.000,,,,15000000.000,,,,30000000.000,,,,87000000.000,,,,120000000.000,
IncreaseDecreaseInAccruedLiabilities,-132000000.000,,,,1000000.000,,,,-30000000.000,,,,29000000.000,,,,-214000000.000,,,,27000000.000,,,,10000000.000,
IncreaseDecreaseInIncomeTaxesReceivable,,,,,,,,,-149000000.000,,,,0.000,,,,63000000.000,,,,3000000.000,,,,5000000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,-67000000.000,,,,-14000000.000,,,,-52000000.000,,,,-50000000.000,,,,-26000000.000,,,,-109000000.000,,,,-71000000.000,
IncreaseDecreaseInPrepaidExpense,-60000000.000,,,,53000000.000,,,,7000000.000,,,,43000000.000,,,,57000000.000,,,,180000000.000,,,,660000000.000,
IncreaseDecreaseInRestrictedCash,,,,,,,,,,,,,-183000000.000,,,,0.000,,,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,1000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,10000000.000,2000000.000,6000000.000,7000000.000,6000000.000,3000000.000,4000000.000,7000000.000,5000000.000,5000000.000,-3000000.000,7000000.000,6000000.000,15000000.000,11000000.000,16000000.000,17000000.000,17000000.000,15000000.000,12000000.000,20000000.000,22000000.000,23000000.000,30000000.000,39000000.000,39000000.000
InterestIncomeExpenseNonoperatingNet,,,11000000.000,,,,,,,,,,,,,,,,,,,,,,,
InvestmentIncomeNet,12000000.000,11000000.000,17000000.000,12000000.000,9000000.000,9000000.000,9000000.000,10000000.000,8000000.000,11000000.000,11000000.000,8000000.000,7000000.000,6000000.000,8000000.000,7000000.000,9000000.000,6000000.000,5000000.000,5000000.000,10000000.000,10000000.000,12000000.000,11000000.000,15000000.000,14000000.000
InvestmentIncomeNonoperating,12000000.000,11000000.000,17000000.000,12000000.000,9000000.000,9000000.000,9000000.000,10000000.000,8000000.000,,,,,,,,,,,,,,,,,
LeaseAndRentalExpense,2000000.000,2000000.000,1000000.000,4000000.000,,,,,,,,,,,,,,,,,,,,,,
LiabilitiesAssumed1,,,,,,,,,,,,,42000000.000,,,,0.000,,,,0.000,,,,,
LitigationSettlementExpense,,,,,,20000000.000,0.000,,,0.000,0.000,,,,,,,61000000.000,0.000,,,107000000.000,0.000,,15000000.000,0.000
MarketingAndAdvertisingExpense,129000000.000,193000000.000,200000000.000,319000000.000,125000000.000,179000000.000,176000000.000,295000000.000,129000000.000,186000000.000,205000000.000,321000000.000,149000000.000,173000000.000,203000000.000,337000000.000,142000000.000,176000000.000,184000000.000,319000000.000,135000000.000,184000000.000,184000000.000,308000000.000,170000000.000,214000000.000
NetCashProvidedByUsedInFinancingActivities,-665000000.000,,,,-220000000.000,,,,-783000000.000,,,,-279000000.000,,,,-1100000000.000,,,,-1545000000.000,,,,-1237000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-665000000.000,,,,-220000000.000,,,,-783000000.000,,,,-279000000.000,,,,-1100000000.000,,,,-1545000000.000,,,,-1237000000.000,
NetCashProvidedByUsedInInvestingActivities,135000000.000,,,,-302000000.000,,,,-107000000.000,,,,130000000.000,,,,-519000000.000,,,,-385000000.000,,,,-246000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,135000000.000,,,,-302000000.000,,,,-107000000.000,,,,130000000.000,,,,-519000000.000,,,,-385000000.000,,,,-246000000.000,
NetCashProvidedByUsedInOperatingActivities,355000000.000,,,,427000000.000,,,,872000000.000,,,,568000000.000,,,,911000000.000,,,,1008000000.000,,,,745000000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,355000000.000,,,,427000000.000,,,,872000000.000,,,,568000000.000,,,,911000000.000,,,,1008000000.000,,,,745000000.000,
NetIncomeLoss,562000000.000,608000000.000,717000000.000,19000000.000,682000000.000,700000000.000,772000000.000,605000000.000,766000000.000,848000000.000,879000000.000,623000000.000,870000000.000,,,,,,,,,,,,,
NetIncomeLossAttributableToNoncontrollingInterest,,,-1000000.000,,-1000000.000,0.000,0.000,0.000,1000000.000,2000000.000,,,0.000,,,,1000000.000,,,,2000000.000,,,,1000000.000,
NetIncomeLossAvailableToCommonStockholdersBasic,561000000.000,608000000.000,717000000.000,20000000.000,682000000.000,700000000.000,772000000.000,605000000.000,766000000.000,848000000.000,879000000.000,623000000.000,870000000.000,,,,,,,,,,,,,
