,2015-03-31,2015-06-30,2015-09-30,2016-06-30,2017-03-31
AmortizationOfDebtDiscountPremium,35534.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,52.000
CashPeriodIncreaseDecrease,-17494.000,,,,
CostOfRevenue,15000.000,0.000,0.000,0.000,
EarningsPerShareBasic,-0.010,-0.010,,,
EarningsPerShareBasicAndDiluted,,,-0.010,0.000,0.000
GeneralAndAdministrativeExpense,,,12185.000,,
GrossProfit,15000.000,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-57379.000,-54233.000,-68153.000,-2645.000,-19345.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,
IncomeTaxesPaidNet,0.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,23951.000,,,,7711.000
IncreaseDecreaseInPrepaidExpense,-19600.000,,,,
InterestExpense,-38759.000,-12759.000,-2068.000,0.000,-175.000
InterestPaid,0.000,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,0.000,,,,
NetCashProvidedByUsedInFinancingActivities,0.000,,,,11686.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,11686.000
NetCashProvidedByUsedInOperatingActivities,-17494.000,,,,-11634.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-17494.000,,,,-11634.000
NetIncomeLoss,-57379.000,,,-2645.000,-19345.000
OperatingExpenses,27520.000,9724.000,,2645.000,19170.000
OperatingIncomeLoss,-18620.000,,-62185.000,-2645.000,-19170.000
OtherComprehensiveIncomeLossBeforeTax,,-41474.000,,,
OtherExpenses,-38759.000,,,,-175.000
OtherIncome,,0.000,-3900.000,,
OtherIncomeTaxExpenseBenefitContinuingOperations,,-12759.000,,,
OtherNonoperatingIncomeExpense,,,-5968.000,,
ProceedsFromIssuanceOfCommonStock,0.000,,,,
ProceedsFromMinorityShareholders,,,,,11686.000
ProfitLoss,-57379.000,-54233.000,-68153.000,,-19345.000
Revenues,30000.000,0.000,0.000,0.000,0.000
SalesRevenueNet,30000.000,0.000,3900.000,0.000,0.000
ShareBasedCompensation,0.000,0.000,0.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,11480403.000,,
WeightedAverageNumberOfSharesOutstandingBasic,8718629.000,8718628.000,,26157195.000,26157195.000
