,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AssetRetirementObligationAccretionExpense,,,,,,,3783.000,,,,3864.000,
AssetRetirementObligationLiabilitiesSettled,,,,,,,16562.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,742.000,,,,7206.000,,,,25805.000,
CostsAndExpenses,123417.000,127149.000,207443.000,135288.000,112355.000,115771.000,106280.000,107996.000,117568.000,106005.000,110572.000,182834.000
DepreciationDepletionAndAmortization,21444.000,29969.000,20139.000,31055.000,27214.000,22542.000,22167.000,22693.000,22965.000,22068.000,17788.000,21269.000
GeneralAndAdministrativeExpense,18734.000,13684.000,9408.000,18902.000,12311.000,11335.000,11509.000,15782.000,8998.000,10133.000,6359.000,22176.000
IncreaseDecreaseInDueFromAffiliatesCurrent,,,-45416.000,,,,-26179.000,,,,4590.000,
IncreaseDecreaseInDueToAffiliatesCurrent,,,65108.000,,,,29369.000,,,,45084.000,
IncreaseDecreaseInPrepaidTaxes,,,9855.000,,,,465.000,,,,292.000,
InterestIncomeOperating,,,,,,,,,,,,100.000
LeaseOperatingExpense,65666.000,60859.000,165101.000,68095.000,60385.000,68708.000,69889.000,56234.000,73994.000,59980.000,70312.000,129200.000
NaturalGasProductionRevenue,182082.000,229863.000,104120.000,134848.000,120152.000,127551.000,118692.000,135001.000,120289.000,125034.000,165283.000,115459.000
NetCashProvidedByUsedInFinancingActivities,,,-42018.000,,,,-83547.000,,,,-106098.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-42018.000,,,,-83547.000,,,,-106098.000,
NetCashProvidedByUsedInInvestingActivities,,,-8561.000,,,,308.000,,,,-15.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-8561.000,,,,308.000,,,,-15.000,
NetCashProvidedByUsedInOperatingActivities,,,51321.000,,,,90445.000,,,,131918.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,51321.000,,,,90445.000,,,,131918.000,
NetIncomeLoss,82499.000,185279.000,-73229.000,74978.000,29575.000,41537.000,21511.000,54407.000,35443.000,62399.000,70064.000,-35850.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,5.500,12.350,-4.880,5.000,1.970,2.770,1.430,3.630,2.360,4.160,4.670,-2.390
OilAndCondensateRevenue,23834.000,82565.000,30094.000,75418.000,21778.000,29757.000,9099.000,27402.000,32722.000,43370.000,15353.000,31425.000
PartnersCapitalAccountDistributions,,,42018.000,,,,83547.000,,,,106098.000,
PaymentsOfCapitalDistribution,,,42018.000,,,,83547.000,,,,106098.000,
PaymentsToExploreAndDevelopOilAndGasProperties,,,8561.000,,,,,,,,15.000,
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,,,,,,,308.000,,,,,
ProductionTaxExpense,14026.000,19095.000,9053.000,13453.000,8662.000,9403.000,-1068.000,9504.000,7882.000,10116.000,12249.000,6319.000
ResultsOfOperationsAccretionOfAssetRetirementObligations,3547.000,3542.000,3742.000,3783.000,3783.000,3783.000,3783.000,3783.000,3729.000,3708.000,3864.000,3870.000
Revenues,205916.000,312428.000,134214.000,210266.000,141930.000,157308.000,127791.000,162403.000,153011.000,168404.000,180636.000,146984.000
SalesRevenueNet,205916.000,312428.000,134214.000,210266.000,141930.000,157308.000,127791.000,162403.000,153011.000,168404.000,180636.000,146984.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,15000.000,15000.000,15000.000,,15000.000,,15000.000,15000.000,15000.000,-30000.000,15000.000,15000.000
