,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,282000000.000,233000000.000,384000000.000,605000000.000,408000000.000,286000000.000,406000000.000,606000000.000,366000000.000,292000000.000,454000000.000,625000000.000,505000000.000,285000000.000,465000000.000,683000000.000,475000000.000,271000000.000,330000000.000,609000000.000,409000000.000,243000000.000,382000000.000,692000000.000
AccountsReceivableNetCurrent,407000000.000,453000000.000,417000000.000,704000000.000,804000000.000,793000000.000,725000000.000,751000000.000,807000000.000,804000000.000,752000000.000,844000000.000,941000000.000,940000000.000,848000000.000,894000000.000,994000000.000,930000000.000,833000000.000,867000000.000,929000000.000,920000000.000,854000000.000,990000000.000
AccruedLiabilitiesCurrent,211000000.000,245000000.000,291000000.000,395000000.000,455000000.000,435000000.000,396000000.000,362000000.000,422000000.000,390000000.000,,,572000000.000,575000000.000,497000000.000,309000000.000,403000000.000,355000000.000,349000000.000,323000000.000,402000000.000,344000000.000,358000000.000,408000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,333000000.000,,,,369000000.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,100000000.000,63000000.000,85000000.000,73000000.000,94000000.000,84000000.000,64000000.000,32000000.000,53000000.000,19000000.000,-20000000.000,16000000.000,-35000000.000,-74000000.000,-163000000.000,-146000000.000,-218000000.000,-250000000.000,-187000000.000,-187000000.000,-196000000.000,-218000000.000,-210000000.000,-185000000.000
AdditionalPaidInCapital,472000000.000,478000000.000,490000000.000,1959000000.000,1977000000.000,1997000000.000,2037000000.000,2055000000.000,2030000000.000,2054000000.000,2061000000.000,2100000000.000,2127000000.000,2168000000.000,2156000000.000,2165000000.000,2235000000.000,2197000000.000,2221000000.000,2259000000.000,2270000000.000,2288000000.000,2276000000.000,2300000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,26000000.000,29000000.000,30000000.000,40000000.000,48000000.000,64000000.000,65000000.000,55000000.000,53000000.000,49000000.000,44000000.000,37000000.000,38000000.000,43000000.000,45000000.000,45000000.000,48000000.000,55000000.000,57000000.000,55000000.000,55000000.000,54000000.000,55000000.000,59000000.000
Assets,3952000000.000,4005000000.000,7297000000.000,10942000000.000,10992000000.000,11026000000.000,10921000000.000,11326000000.000,11563000000.000,11231000000.000,11247000000.000,12467000000.000,12483000000.000,12467000000.000,12282000000.000,12605000000.000,12598000000.000,12083000000.000,11784000000.000,12120000000.000,12275000000.000,11988000000.000,11822000000.000,13284000000.000
AssetsCurrent,674000000.000,658000000.000,656000000.000,1019000000.000,1111000000.000,1343000000.000,1311000000.000,1363000000.000,1414000000.000,1362000000.000,1400000000.000,1396000000.000,1378000000.000,1546000000.000,1452000000.000,1436000000.000,1426000000.000,1294000000.000,1182000000.000,1264000000.000,1354000000.000,1361000000.000,1320000000.000,1483000000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,31000000.000,,,,23000000.000,,,,18000000.000,,,,13000000.000,,,,12000000.000,,
