,2011-12-31,2012-12-31,2013-12-31
AdjustmentForAmortization,16765.000,17059.000,17060.000
CashAndCashEquivalentsPeriodIncreaseDecrease,51936.000,-51974.000,36888.000
CostOfRevenue,7705.000,22786.000,7352.000
DepreciationAndAmortization,,17059.000,17060.000
EarningsPerShareBasic,-0.001,-0.001,-0.001
GainsLossesOnExtinguishmentOfDebt,,,-238433.000
GrossProfit,-3657.000,-20062.000,39329.000
IncreaseDecreaseInAccountsPayable,26950.000,32452.000,-27554.000
IncreaseDecreaseInAccountsReceivable,,,-1948.000
IncreaseDecreaseInAccruedLiabilities,216000.000,216000.000,216000.000
IncreaseDecreaseInInventories,1613.000,0.000,1613.000
InterestExpense,,,873027.000
NetCashProvidedByUsedInFinancingActivities,192510.000,305305.000,553181.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,192510.000,305305.000,553181.000
NetCashProvidedByUsedInInvestingActivities,-72205.000,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-72205.000,0.000,
NetCashProvidedByUsedInOperatingActivities,-68369.000,-357279.000,-516293.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-68369.000,-357279.000,-516293.000
NetIncomeLoss,-447947.000,-682598.000,-2253225.000
OperatingIncomeLoss,,,-756765.000
PartnersCapitalAccountContributions,30000.000,,
PaymentsForPurchaseOfOtherAssets,72205.000,0.000,
ProceedsFromConvertibleDebt,,,499733.000
ProceedsFromIssuanceOfCommonStock,297991.000,116000.000,7500.000
ProceedsFromIssuanceOrSaleOfEquity,,10000.000,
ProceedsFromRelatedPartyDebt,12400.000,0.000,45948.000
ProfitLoss,,-682598.000,-2253225.000
RelatedPartyCosts,,216000.000,216000.000
RepaymentsOfRelatedPartyDebt,117881.000,-179305.000,
Revenues,4048.000,2724.000,46681.000
SalesRevenueNet,4048.000,2724.000,46681.000
SellingGeneralAndAdministrativeExpense,444290.000,662536.000,796094.000
ShareBasedCompensation,121476.000,59808.000,35777.000
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,,467922.000
StockIssuedDuringPeriodValueIssuedForServices,,59808.000,
StockIssuedDuringPeriodValueNewIssues,,116000.000,7500.000
StockIssuedDuringPeriodValuePurchaseOfAssets,22205.000,,
StockIssuedDuringPeriodValueShareBasedCompensation,8303.000,,95585.000
WeightedAverageNumberOfSharesOutstandingBasic,,1183769653.000,1403922478.000
