,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,16400000.000
AmortizationOfIntangibleAssets,23600000.000,24600000.000,21900000.000,21800000.000,25700000.000,20800000.000,13900000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,15872000.000,15731000.000,16382000.000,14600000.000,0.000,-17102000.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,83700000.000,,,,92100000.000
CostOfServices,139700000.000,144000000.000,154400000.000,162100000.000,169200000.000,172100000.000,176800000.000
DepreciationAndAmortization,38400000.000,40600000.000,38900000.000,39300000.000,43400000.000,38500000.000,31600000.000
DepreciationDepletionAndAmortization,,,38900000.000,,,,31600000.000
EarningsPerShareBasic,,,,,0.060,,
EarningsPerShareBasicAndDiluted,-0.460,-0.040,-0.150,-0.110,,,
EarningsPerShareDiluted,,,,,0.050,,
FairValueOfAssetsAcquired,,,0.000,,,,
GainsLossesOnExtinguishmentOfDebt,-21400000.000,0.000,,0.000,0.000,,-1700000.000
GeneralAndAdministrativeExpense,75800000.000,44600000.000,48200000.000,52800000.000,52800000.000,67400000.000,61000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-71100000.000,-4300000.000,-16900000.000,-11500000.000,7400000.000,-500000.000,-2100000.000
IncomeTaxExpenseBenefit,200000.000,900000.000,1400000.000,-400000.000,-900000.000,300000.000,1000000.000
IncomeTaxesPaidNet,,,1100000.000,,,,1400000.000
IncreaseDecreaseInDeferredRevenue,,,82300000.000,,,,94700000.000
IncreaseDecreaseInDepositOtherAssets,,,6700000.000,,,,-1900000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,-12300000.000,,,,-5200000.000
InterestExpense,16600000.000,14600000.000,14300000.000,14300000.000,14400000.000,14200000.000,12800000.000
InterestPaid,,,11600000.000,,,,8800000.000
MarketingAndAdvertisingExpense,50800000.000,49300000.000,57500000.000,60000000.000,53400000.000,57900000.000,67400000.000
NetCashProvidedByUsedInFinancingActivities,,,-5700000.000,,,,-4900000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-5700000.000,,,,-4900000.000
NetCashProvidedByUsedInInvestingActivities,,,-15900000.000,,,,-29600000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-15900000.000,,,,-29600000.000
NetCashProvidedByUsedInOperatingActivities,,,105300000.000,,,,126600000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,105300000.000,,,,126600000.000
NetIncomeLoss,-29800000.000,-2500000.000,-10500000.000,-8900000.000,4800000.000,-1900000.000,600000.000
NetIncomeLossAttributableToNoncontrollingInterest,-41500000.000,-2700000.000,-7800000.000,-2200000.000,3500000.000,1100000.000,-3700000.000
OperatingExpenses,428100000.000,400800000.000,432400000.000,446500000.000,450900000.000,468000000.000,484000000.000
OperatingIncomeLoss,-33600000.000,10300000.000,1300000.000,9700000.000,21200000.000,17900000.000,5700000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,-1800000.000,,,,
OtherNoncashIncomeExpense,,,-4400000.000,,,,-2700000.000
OtherNonoperatingIncomeExpense,500000.000,0.000,700000.000,-800000.000,-700000.000,-1100000.000,1700000.000
PartnersCapitalAccountDistributions,,,5000000.000,,,,
PaymentsForCapitalImprovements,,,100000.000,,,,1100000.000
PaymentsForPreviousAcquisition,,,1500000.000,,,,
PaymentsOfDebtIssuanceCosts,,,,,,,9100000.000
PaymentsOfDividends,,,5100000.000,,,,7000000.000
PaymentsOfStockIssuanceCosts,,,0.000,,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,0.000,,,,4000000.000
PaymentsToAcquireShortTermInvestments,,,3900000.000,,,,6400000.000
ProceedsFromIssuanceOrSaleOfEquity,,,6400000.000,,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,,,0.000,,,,600000.000
ProfitLoss,-71300000.000,-5200000.000,-18300000.000,-11100000.000,8300000.000,-800000.000,-3100000.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,4600000.000,6100000.000,-1300000.000,,-5000000.000
RepaymentsOfLongTermDebt,,,2800000.000,,,,0.000
RepaymentsOfOtherDebt,,,2700000.000,,,,2700000.000
SalesRevenueServicesNet,394500000.000,411100000.000,433700000.000,456200000.000,472100000.000,485900000.000,489700000.000
ShareBasedCompensation,,,12000000.000,,,,16400000.000
StockGrantedDuringPeriodValueSharebasedCompensation,,,12000000.000,,,,
StockIssuedDuringPeriodValueConversionOfUnits,,,,,,,0.000
StockIssuedDuringPeriodValueRestrictedStockAwardGross,,,,,,,-2000000.000
StockIssuedDuringPeriodValueShareBasedCompensationGross,,,,,,,13900000.000
StockholdersEquityOther,,,-6400000.000,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,0.000,0.000,0.000,0.000,13010000.000,-13010000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,64635000.000,64999000.000,67834000.000,79872000.000,96743000.000,-164614000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,64635000.000,64999000.000,67834000.000,79872000.000,,,
WeightedAverageNumberOfSharesOutstandingBasic,64635000.000,64999000.000,67834000.000,79872000.000,83733000.000,-151604000.000,
