,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AdjustmentForAmortization,,,,,114.000,,0.000,,,,
CashPeriodIncreaseDecrease,3262.000,,,,-539.000,,,,5.000,,
CashProvidedByUsedInDiscontinuedOperationsFinancingActivities,660.000,,,,,,,,,,
CashProvidedByUsedInDiscontinuedOperationsOperatingActivities,1094.000,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,-3254.000,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000
GeneralAndAdministrativeExpense,1309.000,3025.000,160.000,326.000,653.000,3754.000,248.000,-2309.000,1733.000,185.000,155.000
IncomeLossFromDiscontinuedOperationsNetOfTax,-3254.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,19595.000,,,,-24366.000,,,,1080.000,,
NetCashProvidedByUsedInFinancingActivities,14000.000,,,,40000.000,,,,1738.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,14000.000,,,,40000.000,,,,1738.000,,
NetCashProvidedByUsedInInvestingActivities,-364.000,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-364.000,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-12128.000,,,,-40539.000,,,,-1733.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-12128.000,,,,-40539.000,,,,-1733.000,,
NetIncomeLoss,-31723.000,-26307.000,-13943.000,-11857.000,-16287.000,-22317.000,-11061.000,-12285.000,-2813.000,-33152.000,-6775.000
OperatingExpenses,28469.000,26307.000,13943.000,11857.000,16287.000,22317.000,11061.000,1072.000,2813.000,33152.000,6775.000
ProceedsFromRelatedPartyDebt,14000.000,,,,40000.000,,,,1750.000,,
ProceedsFromRepaymentsOfBankOverdrafts,,,,,,,,,-12.000,,
ProfessionalFees,27160.000,23282.000,13783.000,11531.000,15634.000,18563.000,10813.000,3381.000,1080.000,32967.000,6620.000
ProfitLoss,-28469.000,-26307.000,-13943.000,-11857.000,-16287.000,-22317.000,-11061.000,-1072.000,-2813.000,-33152.000,-6775.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,938880000.000,938880000.000,938880000.000
