,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfDebtDiscountPremium,,,101000.000,,128000.000,,,,17000.000,,,,14000.000,,,,,,,,
AmortizationOfFinancingCosts,,,55000.000,,126000.000,,,,146000.000,,,,120000.000,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,,140000.000,,,,174000.000
AmortizationOfIntangibleAssets,1270000.000,1271000.000,1270000.000,1270000.000,2066000.000,1670000.000,1750000.000,1276000.000,773000.000,710000.000,635000.000,610000.000,610000.000,597000.000,605000.000,606000.000,605000.000,606000.000,605000.000,606000.000,605000.000
CapitalExpendituresIncurredButNotYetPaid,,,0.000,,2000.000,,,,0.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1175000.000,,351000.000,,,,-3149000.000,,,,2257000.000,,,,-3031000.000,,,,-3913000.000
DebtInstrumentPeriodicPaymentPrincipal,,,,,,,,,500000.000,,,,,,,,,,,,
DebtIssuanceCosts,,,,,,,,,,,,,2800000.000,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,300000.000,,243000.000,,,,,,,,2563000.000,,,,,,,,
Depreciation,692000.000,699000.000,729000.000,701000.000,968000.000,953000.000,850000.000,764000.000,733000.000,723000.000,661000.000,643000.000,602000.000,610000.000,617000.000,606000.000,607000.000,600000.000,598000.000,595000.000,588000.000
DirectOperatingCosts,1218000.000,1385000.000,1783000.000,1833000.000,3348000.000,3657000.000,3751000.000,3794000.000,4366000.000,4256000.000,4636000.000,4877000.000,5188000.000,5468000.000,7001000.000,6944000.000,7487000.000,7380000.000,7714000.000,7620000.000,8999000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,0.394,,,,,,,,,,,,,,,,
GainLossOnDispositionOfAssets,-97000.000,27000.000,,0.000,,,,,,,,,,,,,,,,,
GainLossOnDispositionOfProperty,,,0.000,,,,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,0.000,0.000,,,,,,,,-21000.000,,,,,,,,,,,-2133000.000
GoodwillAcquiredDuringPeriod,,,,,13759000.000,,,,,,,,,,,,,,,,698000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,1763000.000,1476000.000,,5405000.000,5695000.000,6065000.000,8942000.000,7173000.000,7973000.000,7011000.000,8114000.000,6550000.000,7079000.000,7898000.000,10276000.000,4863000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-341000.000,-834000.000,754000.000,1337000.000,697000.000,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,311000.000,313000.000,323000.000,338000.000,274000.000,686000.000,752000.000,-4153000.000,2101000.000,2217000.000,2371000.000,3334000.000,2821000.000,3070000.000,3111000.000,3170000.000,2508000.000,2775000.000,3050000.000,4004000.000,1881000.000
IncomeTaxesPaidNet,,,0.000,,5000.000,,,,4000.000,,,,11000.000,,,,48000.000,,,,417000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,88000.000,,921000.000,,,,694000.000,,,,-33000.000,,,,742000.000,,,,
