,2011-12-31,2012-12-31,2013-12-31
GeneralAndAdministrativeExpense,146504.000,79885.000,56798.000
IncomeLossAttributableToParent,-6818614.000,-1933107.000,1035521.000
InterestIncomeOperating,9400.000,7617.000,3305.000
InvestmentIncomeNet,-2311663.000,-1320059.000,-965864.000
ManagementFeeExpense,,,227195.000
NetIncomeLoss,-6818614.000,-1933107.000,1035521.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,-242.650,-102.280,69.760
OperatingExpenses,2321063.000,1327676.000,969169.000
OtherExpenses,37471.000,42282.000,48684.000
PartnersCapitalAccountRedemptions,,,4581581.000
PartnersCapitalAccountUnitsRedeemed,11826.959,5959.072,6082.254
PrincipalTransactionsRevenue,-4506951.000,-613048.000,2001385.000
ProfessionalFees,66983.000,87343.000,70900.000
RealizedInvestmentGainsLosses,-4392693.000,-299640.000,1867640.000
SellingExpense,1328951.000,726318.000,518023.000
SubsidiaryOfLimitedLiabilityCompanyOrLimitedPartnershipOwnershipInterest,,0.150,0.155
UnrealizedGainLossOnInvestments,-114258.000,-313408.000,133745.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,29984.546,20215.961,15112.445
