,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,347308.000
CashAndCashEquivalentsPeriodIncreaseDecrease,26778.000,-22355.000,-3434.000,9282.000
CostsAndExpenses,,610402.000,146476.000,134353.000
DebtConversionConvertedInstrumentAmount1,,13100.000,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,374308.000
DividendsCommonStock,60000.000,,,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,0.000,-0.020
GainLossOnInvestments,,,,43164.000
GeneralAndAdministrativeExpense,151177.000,169579.000,114261.000,134353.000
IncomeLossFromContinuingOperations,-448010.000,,,
IncomeLossFromEquityMethodInvestments,,,,-43164.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,17032.000,-5389.000,16432.000,-2994.000
IncreaseDecreaseInAccountsPayableRelatedParties,,5005.000,44506.000,35720.000
IncreaseDecreaseInPrepaidExpense,-76699.000,76699.000,-4167.000,-5208.000
InterestExpense,,,,71845.000
InterestRevenueExpenseNet,-84.000,-268.000,-3729.000,
NetCashProvidedByUsedInFinancingActivities,534455.000,512000.000,90000.000,420000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,534455.000,512000.000,90000.000,420000.000
NetCashProvidedByUsedInInvestingActivities,,,,-292500.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-292500.000
NetCashProvidedByUsedInOperatingActivities,-507677.000,-534355.000,-93434.000,-118218.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-507677.000,-534355.000,-93434.000,-118218.000
NetIncomeLoss,-448010.000,-610670.000,-150205.000,-249362.000
OperatingIncomeLoss,-447926.000,-610402.000,-146476.000,-134353.000
OtherNonoperatingIncomeExpense,,,,-115009.000
OtherOperatingIncomeExpenseNet,,-268.000,-3729.000,
PaymentsToAcquireInterestInJointVenture,,,,292500.000
ProceedsFromConvertibleDebt,,13000.000,,270000.000
ProceedsFromIssuanceOfCommonStock,150000.000,479000.000,,
ProceedsFromIssuanceOrSaleOfEquity,,,,150000.000
ProceedsFromLoans,384455.000,20000.000,90000.000,
ProfitLoss,-448010.000,-610670.000,-150205.000,-249362.000
ResearchAndDevelopmentExpense,296749.000,440823.000,32215.000,
StockIssuedDuringPeriodValueNewIssues,150000.000,411500.000,,150000.000
StockIssuedDuringPeriodValueOther,465285.000,13100.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,86899164.000,48825572.000,49615297.000,12563806.000
