,2014-01-31,2015-01-31
AcquisitionCosts,-2676.000,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-28268.000,-29720.000
AdjustmentsToAdditionalPaidInCapitalOther,2438.000,2438.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-935.000,
ContributionOfProperty,,172.000
CostOfRevenue,5772.000,43300.000
CostsAndExpenses,41772.000,32739.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,935.000,5766.000
GrossProfit,1732.000,-43300.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-40040.000,-76039.000
IncreaseDecreaseInAccountsPayableTrade,,39339.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,1137.000
IncreaseDecreaseInAccruedLiabilities,4672.000,5843.000
IncreaseDecreaseInFinanceReceivables,2676.000,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,27333.000,23782.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,2000.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,5100.000,
NetCashProvidedByUsedInContinuingOperations,27333.000,23782.000
NetIncomeLoss,-40040.000,-76039.000
OperatingCostsAndExpenses,36672.000,32739.000
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,935.000,5766.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,935.000,
OtherComprehensiveIncomeLossNetOfTax,-39105.000,-70273.000
PartnersCapitalAccountContributions,2438.000,
ProceedsFromContributedCapital,,172.000
ProfitLoss,-40040.000,
Revenues,7504.000,
SalesRevenueNet,7504.000,
ShareBasedCompensation,5100.000,
StockIssuedDuringPeriodValueOther,7100.000,
WeightedAverageNumberOfSharesOutstandingBasic,28349250.000,70000000.000
