,2011-01-01,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AcquiredFiniteLivedIntangibleAssetWeightedAverageUsefulLife,,10.000,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,,5200000.000,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,22000000.000,,,,23000000.000,,,,32000000.000,,,18000000.000,,,
AllocatedShareBasedCompensationExpense,,17900000.000,16100000.000,21200000.000,22700000.000,21600000.000,21200000.000,22300000.000,22400000.000,22000000.000,21000000.000,31000000.000,19000000.000,23000000.000,19000000.000,18000000.000,21000000.000,32000000.000,22000000.000,25000000.000,18000000.000,14000000.000,14000000.000,17600000.000
AmortizationOfDeferredHedgeGains,,,,,,,,800000.000,,1000000.000,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,6300000.000,7100000.000,7500000.000,7200000.000,7100000.000,6700000.000,6800000.000,6800000.000,6500000.000,9000000.000,10000000.000,9000000.000,7000000.000,6000000.000,7000000.000,6000000.000,6000000.000,6000000.000,6000000.000,5000000.000,6000000.000,6000000.000,6000000.000,6100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,400000.000,700000.000,800000.000,-1500000.000,400000.000,,,,500000.000,,,,1200000.000,,,,2600000.000,,,2900000.000,,,
AssetImpairmentCharges,,,,,,,,11400000.000,,,,0.000,,,,,,8000000.000,7000000.000,9000000.000,19000000.000,27000000.000,11000000.000,196800000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,,16000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,30200000.000,,,,48000000.000,,,,38000000.000,,,,52000000.000,,,55000000.000,,,
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,,,,,,,,4000000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-21500000.000,,,,-203100000.000,,,,-34000000.000,,,,-86000000.000,,,,-10000000.000,,,1000000.000,,,
CashFlowHedgeGainLossReclassifiedToEarningsNet,,1600000.000,,,,,,,,,,,,,,,,,,,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,15000000.000,,,,33000000.000,,,,11000000.000,,,,-4000000.000,,,,-37000000.000,,,-13000000.000,,,
CommonStockDividendsPerShareDeclared,0.100,0.200,0.200,0.200,0.200,0.400,0.400,0.400,0.400,0.400,0.400,0.450,0.450,0.450,0.450,0.450,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500
ComprehensiveIncomeNetOfTax,,208300000.000,,,,158200000.000,249800000.000,179000000.000,60000000.000,169000000.000,237000000.000,227000000.000,163000000.000,161000000.000,128000000.000,153000000.000,-19000000.000,75000000.000,147000000.000,98000000.000,-33000000.000,57000000.000,39000000.000,-179200000.000
ConversionOfStockSharesConverted1,,,,,,,,950000.000,,,,,,,,,,,,,,,,
CostOfGoodsSold,640100000.000,564900000.000,826000000.000,774000000.000,696500000.000,601300000.000,766700000.000,752000000.000,669000000.000,649000000.000,831000000.000,843000000.000,817000000.000,665000000.000,862000000.000,874000000.000,841000000.000,652000000.000,857000000.000,852000000.000,657000000.000,867000000.000,731000000.000,746700000.000
DeferredIncomeTaxExpenseBenefit,,-7100000.000,,,,-6300000.000,,,,-8000000.000,,,,-3000000.000,,,,-18000000.000,,,3000000.000,,,
Depreciation,-44100000.000,48300000.000,48500000.000,49600000.000,49900000.000,49400000.000,50500000.000,53800000.000,51800000.000,51000000.000,56000000.000,58000000.000,58000000.000,63000000.000,65000000.000,72000000.000,69000000.000,68000000.000,71000000.000,71000000.000,72000000.000,70000000.000,72000000.000,69400000.000
DepreciationDepletionAndAmortization,,55400000.000,56000000.000,56800000.000,57000000.000,56100000.000,57300000.000,60600000.000,58300000.000,60000000.000,66000000.000,67000000.000,65000000.000,69000000.000,72000000.000,78000000.000,75000000.000,74000000.000,77000000.000,76000000.000,78000000.000,76000000.000,78000000.000,75500000.000
DerivativeCashReceivedOnHedge,,,,400000.000,,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,4700000.000,,,,5000000.000,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,,,,,,,,,0.000,,,,0.000,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,-16900000.000,58800000.000,21400000.000,-8400000.000,15300000.000,-14200000.000,-17000000.000,11100000.000,-2000000.000,-7000000.000,-1000000.000,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,,,8000000.000,10000000.000,3000000.000,,,,,,,,,,,,
DividendsCommonStockCash,,18500000.000,,,,36500000.000,,,,36000000.000,,,,39000000.000,,,,43000000.000,,,41000000.000,,,
EarningsPerShareBasic,1.760,1.960,2.530,1.830,1.030,2.100,2.340,2.370,1.400,1.990,2.280,2.620,1.660,1.820,2.270,2.440,1.430,0.740,1.870,1.550,-0.270,0.550,0.980,-2.460
EarningsPerShareDiluted,1.720,1.900,2.460,1.780,0.990,2.030,2.290,2.310,1.370,1.940,2.230,2.570,1.690,1.800,2.250,2.410,1.420,0.730,1.860,1.540,-0.270,0.550,0.980,-2.460
