,2015-07-31,2016-07-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,8849.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,4798.000,53300.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
GeneralAndAdministrativeExpense,39949.000,17049.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-44183.000,-57184.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,15022.000,19443.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-15022.000,-19443.000
IncreaseDecreaseInAccountsPayable,1176.000,4356.000
IncreaseDecreaseInAccountsReceivable,6500.000,
IncreaseDecreaseInAccruedLiabilities,-3577.000,
IncreaseDecreaseInDueToRelatedPartiesCurrent,17750.000,-17750.000
IncreaseDecreaseInInterestPayableNet,,277.000
InterestExpense,2317.000,2855.000
InterestPaid,2394.000,2578.000
NetCashProvidedByUsedInFinancingActivities,66782.000,123601.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,66782.000,123601.000
NetCashProvidedByUsedInInvestingActivities,-26650.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-26650.000,
NetCashProvidedByUsedInOperatingActivities,-35334.000,-70301.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-35334.000,-70301.000
NetIncomeLoss,-44183.000,-57184.000
NonoperatingIncomeExpense,-2317.000,-2855.000
OperatingExpenses,74866.000,54329.000
OperatingIncomeLoss,-41866.000,-54329.000
ProceedsFromContributedCapital,,26000.000
ProceedsFromIssuanceOfCommonStock,149.000,73350.000
ProceedsFromRelatedPartyDebt,43794.000,
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,,26650.000
ProceedsFromSaleAndCollectionOfReceivables,,8000.000
ProfessionalFees,34917.000,37280.000
RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty,,18000.000
RepaymentsOfRelatedPartyDebt,3811.000,2399.000
SalesRevenueServicesNet,33000.000,
StockIssuedDuringPeriodSharesNewIssues,,1833750.000
StockIssuedDuringPeriodValueNewIssues,,73350.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,15490000.000,17832736.000
