,2014-03-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-3845.000,,,,1094.000,,,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,,,,,,,,,
GeneralAndAdministrativeExpense,67.000,398.000,145.000,90.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-13525.000,-6090.000,-4800.000,-7476.000,-4300.000,-8649.000,-27180.000,-6089.000,-8785.000,-4300.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,-4598.000,,,,,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,4598.000,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,8880.000,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,-4506.000,,,,-3388.000,
NetCashProvidedByUsedInFinancingActivities,,,800.000,,,,9900.000,,,,12173.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,800.000,,,,9900.000,,,,12173.000,
NetCashProvidedByUsedInOperatingActivities,,,-4645.000,,,,-8806.000,,,,-12173.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-4645.000,,,,-8806.000,,,,-12173.000,
NetIncomeLoss,-9867.000,-4898.000,-13525.000,-6090.000,-4800.000,-7476.000,-4300.000,-8649.000,-27180.000,-6089.000,-8785.000,-4300.000
OperatingExpenses,9867.000,4898.000,13525.000,6090.000,4800.000,7476.000,4300.000,8649.000,27180.000,6089.000,8785.000,4300.000
ProceedsFromIssuanceOfCommonStock,,,800.000,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,9900.000,,,,12173.000,
ProfessionalFees,9800.000,4500.000,13380.000,6000.000,4800.000,7300.000,4300.000,8649.000,27180.000,6089.000,8785.000,4300.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5010444.000,5994780.000,9850000.000,9850000.000,9850000.000,-19700000.000,9850000.000,9850000.000,9850000.000,-19700000.000,9850000.000,9850000.000
