,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
DefinedBenefitPlanContributionsByEmployer,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,,,
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,,,,,,,,,,,,,-2000000.000,,21000000.000,,
DepreciationDepletionAndAmortization,99000000.000,,,,99000000.000,,,,98000000.000,,,,93000000.000,,,,82000000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,0.000,0.000,,,11000000.000,-5000000.000,,,6000000.000,0.000,,,,1000000.000,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,0.000,0.000,,,1000000.000,11000000.000,,,2000000.000,0.000,,,,0.000,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,,-3000000.000,0.000,,,0.000,0.000,,,,0.000,,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,0.000,0.000,,,1000000.000,0.000,,,0.000,0.000,,,,0.000,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,0.000,0.000,,,28000000.000,0.000,,,0.000,0.000,,,,0.000,,
Dividends,,86000000.000,2000000.000,,43000000.000,88000000.000,0.000,43000000.000,44000000.000,89000000.000,0.000,44000000.000,220000000.000,84000000.000,1000000.000,42000000.000,42000000.000
EarningsPerShareBasic,0.380,0.520,0.680,-0.130,0.290,0.510,0.290,0.090,0.060,0.400,0.450,3.830,0.180,0.440,0.630,0.300,0.200
EarningsPerShareDiluted,0.380,0.510,0.670,-0.140,0.280,0.500,0.280,0.100,0.060,0.390,0.440,3.770,0.180,0.430,0.610,0.310,0.190
EffectOfExchangeRateOnCashAndCashEquivalents,17000000.000,,,,8000000.000,,,,-4000000.000,,,,3000000.000,,,,-20000000.000
EffectiveIncomeTaxRateContinuingOperations,,0.320,0.310,,0.360,0.320,0.360,-0.740,-0.090,0.100,0.410,-0.860,0.330,0.310,0.280,-0.630,0.300
FairValueLevel1ToLevel2TransfersAmount,,0.000,0.000,,0.000,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,-1000000.000,1000000.000,,,0.000,-3000000.000,,-3000000.000,0.000,0.000,-1000000.000,-2000000.000,-2000000.000,0.000,2000000.000,0.000
GainLossOnDiscontinuationOfForeignCurrencyCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurringNet,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GainLossOnDiscontinuationOfPriceRiskCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurringNet,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GainLossOnSaleOfOtherAssets,-1000000.000,,,,0.000,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,0.000,,,,,,,,,,,,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,,11000000.000,,,,10000000.000,,,,
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,,,,2000000.000,,,3000000.000,,1000000.000,,
IncomeLossFromContinuingOperations,71000000.000,89000000.000,117000000.000,-19000000.000,49000000.000,78000000.000,67000000.000,18000000.000,11000000.000,67000000.000,80000000.000,162000000.000,31000000.000,73000000.000,105000000.000,53000000.000,31000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,78000000.000,118000000.000,104000000.000,6000000.000,11000000.000,71000000.000,135000000.000,5000000.000,46000000.000,106000000.000,148000000.000,97000000.000,44000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,72000000.000,90000000.000,118000000.000,-18000000.000,50000000.000,80000000.000,67000000.000,18000000.000,12000000.000,64000000.000,80000000.000,163000000.000,31000000.000,73000000.000,107000000.000,69000000.000,31000000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.420,0.520,0.680,-0.100,0.290,0.450,0.380,0.100,0.060,0.380,0.450,0.920,0.180,0.440,0.620,0.310,0.190
IncomeLossFromContinuingOperationsPerDilutedShare,0.410,0.510,0.670,-0.100,0.280,0.440,0.380,0.100,0.060,0.370,0.440,0.910,0.180,0.430,0.600,0.320,0.180
IncomeLossFromDiscontinuedOperationsNetOfTax,-6000000.000,0.000,0.000,-6000000.000,0.000,10000000.000,-16000000.000,-1000000.000,0.000,4000000.000,0.000,515000000.000,0.000,0.000,1000000.000,0.000,2000000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.040,0.000,0.000,-0.030,0.000,0.060,-0.090,-0.010,0.000,0.020,0.000,2.910,0.000,0.000,0.010,-0.010,0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.030,0.000,0.000,-0.040,0.000,0.060,-0.100,0.000,0.000,0.020,0.000,2.860,0.000,0.000,0.010,-0.010,0.010
IncomeTaxExpenseBenefit,35000000.000,42000000.000,52000000.000,31000000.000,28000000.000,38000000.000,37000000.000,-12000000.000,-1000000.000,7000000.000,55000000.000,-158000000.000,15000000.000,33000000.000,41000000.000,28000000.000,13000000.000
IncreaseDecreaseInBookOverdrafts,,,,,,,,,-22000000.000,,,,,,,,
IncreaseDecreaseInOperatingCapital,147000000.000,,,,86000000.000,,,,181000000.000,,,,213000000.000,,,,203000000.000
IncreaseDecreaseInOutstandingChecksFinancingActivities,-3000000.000,,,,-15000000.000,,,,,,,,,,,,
InsuranceRecoveries,,,,,,,,,,,5000000.000,,,,0.000,,
InterestExpense,47000000.000,45000000.000,45000000.000,44000000.000,44000000.000,35000000.000,38000000.000,38000000.000,40000000.000,39000000.000,39000000.000,41000000.000,53000000.000,53000000.000,54000000.000,53000000.000,52000000.000
InterestIncomeOther,,,,,,,,,,2000000.000,4000000.000,,,,,,
InventoryWriteDown,,,,,,,,,,10000000.000,,,,,,,
InvestmentIncomeInterest,,7000000.000,8000000.000,,5000000.000,3000000.000,2000000.000,1000000.000,2000000.000,,,,13000000.000,14000000.000,15000000.000,15000000.000,14000000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,,,1000000.000,,1000000.000,1000000.000,5000000.000,0.000,1000000.000,2000000.000,4000000.000,21000000.000,3000000.000
MinorityInterestDecreaseFromRedemptions,,,,,4000000.000,,0.000,,,13000000.000,,,,,,,
MinorityInterestPeriodIncreaseDecrease,,,,,,,,,,,,,5000000.000,,4000000.000,,2000000.000
NetCashProvidedByUsedInFinancingActivities,-50000000.000,,,,-51000000.000,,,,-43000000.000,,,,-460000000.000,,,,6000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-50000000.000,,,,-51000000.000,,,,-43000000.000,,,,-460000000.000,,,,6000000.000
NetCashProvidedByUsedInInvestingActivities,-67000000.000,,,,-151000000.000,,,,-112000000.000,,,,-60000000.000,,,,-65000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-67000000.000,,,,-151000000.000,,,,-112000000.000,,,,-60000000.000,,,,-65000000.000
NetCashProvidedByUsedInOperatingActivities,-15000000.000,,,,21000000.000,,,,-87000000.000,,,,-208000000.000,,,,-113000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-10000000.000,,,,21000000.000,,,,-87000000.000,,,,-207000000.000,,,,-113000000.000
NetIncomeLoss,65000000.000,89000000.000,117000000.000,-25000000.000,49000000.000,88000000.000,51000000.000,17000000.000,11000000.000,71000000.000,80000000.000,677000000.000,31000000.000,73000000.000,106000000.000,53000000.000,33000000.000
NetIncomeLossAttributableToNoncontrollingInterest,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,2000000.000,0.000,0.000,1000000.000,-3000000.000,0.000,1000000.000,0.000,0.000,2000000.000,16000000.000,0.000
NoncontrollingInterestDecreaseFromDeconsolidation,,,,,,,,,,,2000000.000,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,2000000.000,2000000.000,,5000000.000,,,,,,,,,,,,
OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax,,0.000,0.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationNetOfTax,,0.000,0.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,,,41000000.000,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,-105000000.000,35000000.000,,-22000000.000,-68000000.000,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,,-47000000.000,36000000.000,,19000000.000,14000000.000,-98000000.000,-242000000.000,-146000000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,8000000.000,2000000.000,,6000000.000,-2000000.000,-2000000.000,1000000.000,0.000,1000000.000,4000000.000,-2000000.000,5000000.000
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax,,,,,,30000000.000,,,,38000000.000,18000000.000,,,,,,
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationNetOfTax,,,,,,18000000.000,,,,23000000.000,12000000.000,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,,,-68000000.000,26000000.000,,19000000.000,14000000.000,-123000000.000,-84000000.000,-153000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,,,,,,,,,,0.000,,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,,,,-60000000.000,44000000.000,,-10000000.000,-31000000.000,37000000.000,8000000.000,20000000.000,16000000.000,-97000000.000,-245000000.000,-145000000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,,,40000000.000,,,,,,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,,,,,,,-7000000.000,,-6000000.000,23000000.000,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,-37000000.000,,,,-39000000.000,-13000000.000,,-1000000.000,-1000000.000,-22000000.000,159000000.000,-3000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,,,0.000,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax,,,,,,,,,,-16000000.000,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,1000000.000,,6000000.000,,,,,-2000000.000,,,,,,,
OtherOperatingActivitiesCashFlowStatement,,,,,,,,,,,,,-4000000.000,,,,-1000000.000
PaymentsForProceedsFromOtherInvestingActivities,2000000.000,,,,1000000.000,,,,1000000.000,,,,-3000000.000,,,,0.000
PaymentsForRepurchaseOfCommonStock,0.000,,,,,,,,,,,,305000000.000,,,,0.000
PaymentsOfCapitalDistribution,,,,,,,,,,,,,175000000.000,,,,
PaymentsOfDividends,42000000.000,,,,43000000.000,,,,44000000.000,,,,218000000.000,,,,42000000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,,,2000000.000,,,,,,,,
PaymentsToAcquireProductiveAssets,113000000.000,,,,152000000.000,,,,114000000.000,,,,66000000.000,,,,65000000.000
ProceedsFromIssuanceOfLongTermDebt,1000000.000,,,,12000000.000,,,,7000000.000,,,,50000000.000,,,,50000000.000
ProceedsFromPaymentsForOtherFinancingActivities,0.000,,,,-2000000.000,,,,1000000.000,,,,3000000.000,,,,6000000.000
ProceedsFromRepaymentsOfBankOverdrafts,,,,,,,,,,,,,14000000.000,,,,1000000.000
ProceedsFromRepaymentsOfShortTermDebt,0.000,,,,,,,,,,,,3000000.000,,,,-2000000.000
ProceedsFromStockOptionsExercised,10000000.000,,,,12000000.000,,,,28000000.000,,,,13000000.000,,,,12000000.000
ProfitLoss,66000000.000,90000000.000,118000000.000,-24000000.000,50000000.000,90000000.000,51000000.000,17000000.000,12000000.000,68000000.000,80000000.000,678000000.000,31000000.000,73000000.000,108000000.000,69000000.000,33000000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,,,,-16000000.000,-1000000.000,,-1000000.000,-2000000.000,-1000000.000,3000000.000,-1000000.000
RepaymentsOfLongTermDebt,16000000.000,,,,15000000.000,,,,24000000.000,,,,20000000.000,,,,19000000.000
RestructuringAndRelatedCostIncurredCost,,7000000.000,7000000.000,,10000000.000,6000000.000,3000000.000,7000000.000,27000000.000,5000000.000,5000000.000,8000000.000,39000000.000,18000000.000,5000000.000,34000000.000,5000000.000
RestructuringCharges,,,,,,,,,14000000.000,,,,,,,,
RestructuringReservePeriodExpense,,,,,10000000.000,,,,,,,,,,,,
RestructuringReserveSettledWithCash,,,,,7000000.000,,,,4000000.000,,,,,,,,
Revenues,1365000000.000,1557000000.000,1639000000.000,1499000000.000,1420000000.000,1423000000.000,1395000000.000,1221000000.000,1344000000.000,1434000000.000,1434000000.000,1177000000.000,1322000000.000,1467000000.000,1468000000.000,1374000000.000,1282000000.000
RevenuesFromExternalCustomers,,,,,,,1395000000.000,,1344000000.000,,,,,,,,
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,,,,,,0.000,,0.000,,,,,,,,
SalesRevenueNet,1365000000.000,1557000000.000,1639000000.000,1499000000.000,1420000000.000,1423000000.000,1395000000.000,1221000000.000,1344000000.000,1434000000.000,1434000000.000,1177000000.000,1322000000.000,1467000000.000,1468000000.000,1374000000.000,1282000000.000
SegmentReportingInformationRevenue,,,,,,,1395000000.000,,1344000000.000,,,,,,,,
StockIssuedDuringPeriodValueStockOptionsExercised,,29000000.000,1000000.000,,14000000.000,12000000.000,28000000.000,17000000.000,32000000.000,11000000.000,11000000.000,10000000.000,15000000.000,29000000.000,10000000.000,14000000.000,16000000.000
StockRepurchasedAndRetiredDuringPeriodShares,,,,,,,,,,,,,7500000.000,400000.000,1100000.000,1000000.000,
StockRepurchasedAndRetiredDuringPeriodValue,,,,,,,,,,,,,300000000.000,7000000.000,44000000.000,43000000.000,
StockholdersEquityNoteSpinoffTransaction,,,,,,-30000000.000,14000000.000,,,,,,,,,,
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,,,,,0.000,0.000,0.000,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,172700000.000,174500000.000,174400000.000,-347500000.000,175.300,176700000.000,177500000.000,-177000175.300,179400000.000,180300000.000,180800000.000,-360500000.000,173500000.000,171100000.000,171600000.000,-344600000.000,170800000.000
WeightedAverageNumberOfSharesOutstandingBasic,169000000.000,170400000.000,171000000.000,-340000000.000,171.900,173600000.000,174200000.000,-174000171.900,176400000.000,177500000.000,178000000.000,-354700000.000,170700000.000,168300000.000,168800000.000,-339100000.000,167900000.000
