,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,221000.000,,,
CostOfGoodsSold,,,,69000.000,818000.000,
CostOfServices,71001000.000,69389000.000,49274000.000,55788000.000,56251000.000,60053000.000
CostsAndExpenses,85373000.000,83708000.000,60363000.000,67302000.000,69541000.000,73547000.000
CurrentIncomeTaxExpenseBenefit,,,,732000.000,850000.000,
DeferredIncomeTaxExpenseBenefit,,,42000.000,,,
DepreciationDepletionAndAmortization,,,71000.000,,,
DirectCostsOfLeasedAndRentedPropertyOrEquipment,,,214000.000,,,
EarningsPerShareBasic,0.030,0.030,,0.030,0.040,
EarningsPerShareBasicAndDiluted,,,0.020,,,
EarningsPerShareDiluted,0.030,0.030,,0.030,0.040,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1470000.000,1532000.000,1343000.000,1817000.000,2240000.000,1695000.000
IncomeTaxExpenseBenefit,565000.000,588000.000,512000.000,732000.000,850000.000,645000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,932000.000,,,
IncreaseDecreaseInAccountsReceivable,,,-4188000.000,,,
IncreaseDecreaseInPrepaidExpense,,,676000.000,,,
InterestExpense,122000.000,119000.000,94000.000,78000.000,75000.000,76000.000
NetCashProvidedByUsedInFinancingActivities,,,-4428000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-4428000.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-757000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-757000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,5406000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,5406000.000,,,
NetIncomeLoss,905000.000,944000.000,831000.000,1085000.000,1390000.000,1050000.000
OperatingExpenses,2661000.000,3413000.000,3037000.000,2924000.000,3164000.000,4705000.000
OperatingIncomeLoss,1592000.000,1651000.000,1437000.000,1895000.000,2315000.000,1771000.000
OtherCostOfOperatingRevenue,11711000.000,10906000.000,7838000.000,8521000.000,9308000.000,8712000.000
PaymentsForProceedsFromOtherInvestingActivities,,,665000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,92000.000,,,
ProceedsFromRepaymentsOfShortTermDebt,,,-4428000.000,,,
ProceedsFromStockOptionsExercised,,,0.000,,,
Revenues,86965000.000,85359000.000,61800000.000,69197000.000,71856000.000,75318000.000
SalesRevenueNet,86965000.000,85359000.000,61800000.000,69197000.000,71856000.000,75318000.000
ShareBasedCompensation,,,18000.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,35515000.000,35194000.000,35933000.000,35776000.000,36120000.000,-71800000.000
WeightedAverageNumberOfSharesOutstandingBasic,33916000.000,34043000.000,34132000.000,34135000.000,34135000.000,-68251000.000
